"Run","TSSEnrichment","ReadsInTSS","ReadsInPromoter","ReadsInBlacklist","PromoterRatio","PassQC","NucleosomeRatio","nMultiFrags","nMonoFrags","nFrags","nDiFrags","DoubletScore","DoubletEnrichment","BlacklistRatio"
"SRR5355030",16.77,27033,97266,3207,0.243558346729969,1,0.546864469148236,20348,129085,199677,50244,68.3134454277262,4.7,0.00803046920777055
"SRR5355896",5.734,10425,49664,3755,0.124484905603625,1,0.310062653514245,3586,152266,199478,43626,77.9290137391847,5,0.00941206549093133
"SRR5354664",17.297,31681,117607,3722,0.295084229489605,1,1.27945735104034,31252,87423,199277,80602,196.271236625556,8.2,0.00933875961601188
"SRR3986165",9.708,7442,27405,3797,0.0690542304377844,1,2.31447517872653,41710,59868,198431,96853,0,1.2,0.00956755748849726
"SRR5355015",12.423,25170,100556,5479,0.255745343194604,1,0.568335567043206,18060,125352,196594,53182,13.6521142302001,2.5,0.0139348098110827
"SRR5355598",8.751,15052,65689,2882,0.167078710556971,1,0.678888034844991,21050,117090,196581,58441,1.56970865191051,1.7,0.00733031167813777
"SRR5355559",5.229,6300,29251,4105,0.0748942554869368,1,1.02673502641329,33760,96353,195282,65169,192.622931314026,8.1,0.0105104413105151
"SRR5355139",10.017,19815,76993,2058,0.197884753778143,1,0.384064827792284,7749,140557,194540,46234,27.8375655190521,3.2,0.00528940063740105
"SRR5354249",12.251,22273,86834,3624,0.224489795918367,1,0.973963277095645,26005,97977,193403,69421,122.318270893836,6.3,0.00936903770882561
"SRR5355940",10.449,13065,51535,3882,0.133312121353221,1,3.55017773488076,65211,42479,193287,85597,54.0179830151353,4.2,0.0100420618044669
"SRR5355935",14.563,17172,65797,4458,0.170575212062136,1,1.69489157165214,38217,71568,192868,83083,323.306215343116,11.6,0.0115571271543232
"SRR5355138",14.091,27447,100577,3981,0.262191020901872,1,0.315615825719538,6792,145788,191801,39221,87.9182538220781,5.3,0.0103779438063409
"SRR5356122",14.819,35337,130550,3857,0.340838480938631,1,1.08352009399682,21975,91918,191513,77620,87.9182538220781,5.3,0.0100698124931467
"SRR5355616",14.647,28226,106975,4457,0.279461323441051,1,1.18430092555608,30073,87623,191395,73699,323.306215343116,11.6,0.0116434598604979
"SRR5355086",16.027,29606,107493,6350,0.282572921705117,1,0.611816348321272,18491,118006,190204,53707,248.24689818293,9.4,0.0166926037307312
"SRR5356035",12.655,22349,85633,4825,0.225194734156976,1,1.06412845231892,21791,92112,190131,76228,0,1.3,0.0126886199515071
"SRR5355212",13.131,16784,65611,2463,0.172856126669652,1,0.749831733650504,18005,108459,189785,63321,0,0.9,0.00648892167452644
"SRR5356012",13.031,17393,65657,2844,0.173500235184686,1,0.434844923030257,10367,131870,189213,46976,122.318270893836,6.3,0.00751533985508395
"SRR5355961",14.444,22028,85121,4784,0.225887004750153,1,0.654577387486279,14424,113875,188415,60116,230.877600485972,9,0.0126953798795213
"SRR5354241",17.734,28211,103510,4080,0.275141810603765,1,0.953789106319332,24980,96276,188103,66847,27.8375655190521,3.2,0.010845122087367
"SRR5354696",14.05,33242,124326,5399,0.331038118669521,1,1.08456739415199,24599,90082,187782,73101,56.5392303735474,4.3,0.0143757122620911
"SRR5354102",11.325,17506,67285,4335,0.179477398944768,1,0.956445047489824,30918,95810,187447,60719,261.984757546508,9.7,0.011563268550577
"SRR5355155",14.548,29556,108521,4567,0.291014357505645,1,0.389418383695369,9352,134195,186453,42906,6.68799462495598,2.1,0.0122470542174167
"SRR5354558",14.43,19136,70844,4067,0.190101539188116,1,0.915773889083095,24823,97262,186332,64247,265.945559479672,9.8,0.0109133160165726
"SRR5354845",8.643,15730,63948,4899,0.172199482981474,1,0.339895221463724,8240,138578,185680,38862,37.4272253319943,3.6,0.0131920508401551
"SRR5355897",10.936,8356,31715,5049,0.0858094470208172,1,4.83293352692381,65885,31682,184799,87232,234.708260288578,9.1,0.0136607882077284
"SRR5354151",7.635,10302,45222,3187,0.12293731615948,1,0.355085170340681,9320,135728,183923,38875,323.306215343116,13.7,0.00866395176242232
"SRR5355582",13.105,23891,91639,3592,0.249576499681353,1,1.1051128871358,22861,87211,183589,73517,160.662521249647,7.3,0.00978272118699922
"SRR5356120",13.194,22061,87827,5202,0.241297550950882,1,1.13951164458447,21969,85061,181989,74959,316.729387210893,10.9,0.0142920725977944
"SRR5354506",9.378,10959,43857,6289,0.121049609998178,1,0.0973183836401413,1495,165087,181153,14571,136.966876329498,6.7,0.0173582551765635
"SRR5354376",13.673,21867,84273,5254,0.233554491336593,1,0.41103872234258,9816,127859,180414,42739,323.306215343116,11,0.0145609542496702
"SRR5354182",10.92,18143,72331,3833,0.201681351773366,1,0.377318637428473,7965,130195,179320,41160,243.388460455689,9.3,0.010687597590899
"SRR5355187",12.455,24763,94086,3981,0.262537251794225,1,0.550682370860125,11253,115553,179186,52380,172.017597862291,7.6,0.0111085687497907
"SRR5354501",7.131,9792,42949,3599,0.11990161975645,1,0.347454821769813,8204,132918,179101,37979,81.4548780243773,5.1,0.0100474034204164
"SRR5355670",13.439,21011,81436,2459,0.227486298193764,1,0.719777474586368,16532,104078,178991,58381,111.262801962222,6,0.00686906045555363
"SRR5356123",14.574,18377,68664,3559,0.192170340434583,1,0.860455913441011,15146,96027,178654,67481,0,0.7,0.0099605942212321
"SRR5355613",12.596,18759,75091,3604,0.211723142336734,1,0.976163412677186,26919,89736,177333,60678,77.9290137391847,5,0.0101616732362279
"SRR5355901",8.335,14020,61832,3609,0.174381941349999,1,1.43887306893374,40920,72693,177289,63676,50.9173770223357,4.1,0.0101782964538127
"SRR5355203",12.355,19111,77244,3003,0.218755841022243,1,0.469805194805195,8683,120120,176553,47750,0,1.5,0.00850452838524409
"SRR5356003",14.629,23641,94511,3275,0.26797339291385,1,1.32754342431762,30742,75764,176344,69838,152.077591682211,7.1,0.00928582770040376
"SRR5354707",18.741,32651,113964,2802,0.323904912404361,1,0.754552889314424,15272,100266,175922,60384,71.7032149078389,4.8,0.00796375666488557
"SRR5354356",16.205,26056,95695,3681,0.272748778694272,1,0.390490004914317,9161,126162,175427,40104,122.318270893836,6.3,0.0104915434910248
"SRR5354840",7.199,14367,59745,4086,0.170889443154125,1,0.401362834696168,9182,124740,174806,40884,77.9290137391847,5,0.0116872418566868
"SRR5355652",17.877,32347,116465,3770,0.335091293064259,1,0.973438564615035,21616,88060,173781,64105,104.31955311417,5.8,0.0108469855737969
"SRR5356111",15.669,24562,90543,3917,0.263816855281407,1,0.835649262432742,13908,93483,171602,64211,144.466147809143,6.9,0.0114130371440892
"SRR5356137",16.792,32198,117617,2734,0.342988702838579,1,1.26953724784243,17660,75548,171459,78251,234.708260288578,9.1,0.00797275150327484
"SRR5355364",7.551,13606,60688,5571,0.177524001193478,1,0.616594472922617,22609,105734,170929,42586,0,1.4,0.0162962399592813
"SRR5353503",7.586,12259,55043,2572,0.161062179956108,1,0.501379467894422,12113,113812,170875,44950,323.306215343116,12.8,0.00752596927578639
"SRR5356089",16.376,27059,97636,3061,0.285968683916092,1,1.55769807023852,31515,66744,170711,72452,35.2187277893649,3.5,0.00896544452320003
"SRR5354259",13.305,18444,72553,3732,0.21308408470146,1,1.08863943074469,26691,81510,170245,62044,104.31955311417,5.8,0.0109606743223002
"SRR5355599",12.958,22531,83384,3279,0.245222536569872,1,1.09623209133726,25455,81106,170017,63456,71.7032149078389,4.8,0.00964315333172565
"SRR5355247",14.375,20130,75984,4144,0.223942092884805,1,0.888809717320389,16783,89819,169651,63049,5.41688457717756,2,0.0122133084980342
"SRR5353758",9.54,12916,52772,2843,0.155558568809287,1,0.616053734756098,21934,104960,169621,42727,323.306215343116,12.2,0.00838044817563863
"SRR5356142",18.851,29131,109646,3727,0.32410494702989,1,0.676481956847082,13054,100897,169152,55201,323.306215343116,13.4,0.0110167186908816
"SRR5355108",16.487,22546,80682,3309,0.239026615789349,1,0.358030850438939,6664,124277,168772,37831,23.3961731041091,3,0.00980316640200981
"SRR5356037",14.137,23373,89812,4451,0.266994072215517,1,1.10876651871913,27116,79758,168191,61317,323.306215343116,14.3,0.0132319803081021
"SRR5355661",14.13,22378,83078,3441,0.24733839851379,1,0.74228419076074,15151,96393,167944,56400,133.670730060183,6.6,0.0102444862573239
"SRR5354377",12.615,25400,95633,5080,0.28653223873442,1,0.348470768857824,6725,123755,166880,36400,54.0179830151353,4.2,0.0152205177372963
"SRR5354364",13.666,22105,84335,3095,0.252776995150374,1,0.448365979023408,12308,115176,166817,39333,180.003728377949,7.8,0.00927663247750529
"SRR5355606",14.79,23191,85724,3246,0.257440252743359,1,0.980927565200838,24206,84048,166493,58239,97.509679298159,5.6,0.00974815758019857
"SRR5355163",16.424,29254,110706,4085,0.332994441369685,1,0.397167472158016,8910,118975,166228,38343,37.4272253319943,3.6,0.0122873402796159
"SRR5356130",16.269,23465,88162,3219,0.265842861967482,1,1.5145352804695,28458,65943,165816,71415,8.37641057222779,2.2,0.00970654219134462
"SRR5355257",12.685,22843,90082,2558,0.272234948533989,1,0.796016066000868,18900,92120,165449,54429,11.6790423073282,2.4,0.00773047887868769
"SRR3986211",14.022,10551,36674,3970,0.111456896080136,1,1.57635691690939,29696,63858,164521,70967,0,0.2,0.01206532904614
"SRR5355667",13.76,22312,88837,2753,0.272599788884525,1,0.848485536018151,16316,88150,162944,58478,323.306215343116,13.5,0.00844768754909662
"SRR5354208",15.131,23993,91458,3320,0.281790732068031,1,0.285335234248149,5971,126255,162280,30054,323.306215343116,13.3,0.0102292334237121
"SRR5354688",12.467,24805,92161,4421,0.284783293883529,1,1.19321739837619,21309,73777,161809,66723,0,1.2,0.0136611684146123
"SRR5354347",12.543,22012,87651,3167,0.272650072477743,1,0.323771875643401,6766,121425,160739,32548,316.729387210893,10.9,0.00985137396649226
"SRR5355117",11.215,16617,69373,4094,0.216312034623396,1,0.312343991685013,5050,122189,160354,33115,59.7405393991436,4.4,0.012765506317273
"SRR5355992",14.543,23259,87005,4286,0.27157322379469,1,1.10191575908673,23756,76210,160187,60221,30.4097182463603,3.3,0.0133781143288781
"SRR5354630",18.749,25024,93821,3839,0.293434542463423,1,0.963413286172212,22244,81423,159867,56200,54.0179830151353,4.2,0.0120068556987996
"SRR5356028",11.907,19031,72577,3913,0.227491286140575,1,1.14129807369622,22205,74495,159516,62816,6.68799462495598,2.1,0.0122652273126207
"SRR5354720",18.403,21840,80301,2683,0.251882034102458,1,1.13392414891766,20758,74699,159402,63945,84.3091818210549,5.2,0.00841582916149107
"SRR5355591",12.133,12646,49324,2419,0.154992866884117,1,0.823001042585612,21204,87283,159117,50630,40.2471962177064,3.7,0.00760132481130237
"SRR5355271",13.914,23357,86639,4393,0.272321232123212,1,0.735792850595784,13223,91644,159075,54208,13.6521142302001,2.5,0.0138079522237938
"SRR5354623",16.672,23675,85907,3638,0.270176685557575,1,0.407315281183333,6410,112969,158983,39604,217.60506137131,8.7,0.0114414748746721
"SRR5354565",12.632,15725,64887,3436,0.204138325919121,1,0.678573314603775,13206,94681,158929,51042,50.9173770223357,4.1,0.0108098584902692
"SRR5355145",15.994,18908,71189,3602,0.225555738619081,1,0.396765827882564,5987,112981,157808,38840,0,0.5,0.0114126026563926
"SRR5355249",12.516,17514,67429,3275,0.214053522110409,1,1.03471172602669,15281,77409,157505,64815,84.3091818210549,5.2,0.010396495349354
"SRR5355630",14.549,23239,83625,2968,0.265518336243848,1,0.615890574014407,9970,97454,157475,50051,323.306215343116,11.5,0.0094237180504842
"SRR5355601",12.032,16472,66103,3387,0.209973444805855,1,1.02594728171334,23474,77696,157408,56238,0,0.8,0.0107586653791421
"SRR5354603",14.684,22105,81596,3786,0.25925219866809,1,0.403943259880453,8429,112090,157368,36849,289.018811159566,10.3,0.0120291291749276
"SRR5354539",15.436,24547,92505,3670,0.294032573869704,1,0.262036375889541,2748,124643,157304,29913,323.306215343116,13.3,0.0116653104816152
"SRR5354884",11.8,17669,66144,4378,0.210289376800259,1,0.426450313826507,8739,110252,157269,38278,81.4548780243773,5.1,0.0139188269779804
"SRR5355381",14.275,20409,73175,3383,0.232933094803053,1,0.445093565422194,10965,108694,157073,37414,21.5033082810129,2.9,0.0107688781649297
"SRR5353947",4.819,5106,26358,3709,0.0840106328048804,1,0.325008024055273,7198,118394,156873,31281,2.8314446617132,1.8,0.0118216646586729
"SRR5355580",12.495,20609,78812,3600,0.25215644116819,1,0.959745683006659,18404,79743,156276,58129,6.68799462495598,2.1,0.0115180833909238
"SRR5355254",10.864,16245,64365,3370,0.207925493768535,1,0.714224009037446,15294,90291,154779,49194,40.2471962177064,3.7,0.0108864897692839
"SRR5355162",12.292,19206,69338,4012,0.225148230648838,1,0.405428840028112,7381,109563,153983,37039,0.655888142044136,1.6,0.013027412116922
"SRR5356034",13.169,21188,84310,3295,0.273851131004197,1,0.830978209154058,12820,84072,153934,57042,136.966876329498,6.7,0.0107026387932491
"SRR5355153",14.99,25473,97354,3142,0.317010745685444,1,0.39883392548055,7494,109770,153550,36286,11.6790423073282,2.4,0.0102311950504722
"SRR5354057",9.916,7957,32340,4166,0.105335843501033,1,1.89666949712237,46526,52995,153509,53988,87.9182538220781,5.3,0.0135692369828479
"SRR3986189",9.505,4968,17811,2366,0.0588447128631747,1,2.22182956166308,30283,46973,151339,74083,0,0.4,0.00781688791388869
"SRR5355675",11.391,6247,24166,2319,0.0800416006995277,1,1.04640223403102,4653,73768,150959,72538,0,1,0.00768089348763572
"SRR3986103",14.507,18286,64283,3529,0.214004168026047,1,0.404428610168224,7819,106941,150191,35431,217.60506137131,8.7,0.011748373737441
"SRR5354080",11.448,12516,47690,2680,0.158861817866875,1,1.02431623240006,24337,74148,150099,51614,84.3091818210549,5.2,0.00892744122212673
"SRR5355986",9.551,10987,42496,3189,0.142195572449608,1,0.78306524748222,11763,83804,149428,53861,87.9182538220781,5.3,0.0106706909013036
"SRR5355215",12.906,19533,72252,2367,0.241961086366833,1,0.521688171385475,6361,98118,149305,44826,0,0.3,0.00792672716921737
"SRR5354423",10.767,16465,65718,3981,0.220718330388989,1,0.47067017030861,9875,101228,148873,37770,160.662521249647,7.3,0.0133704566979909
"SRR5355296",7.002,10057,46895,3433,0.157912637051804,1,0.512765653972329,13638,98154,148484,36692,1.56970865191051,1.7,0.0115601680989197
"SRR5354396",12.189,18189,69889,4671,0.237583541265816,1,0.451925924463485,9008,101302,147083,36773,323.306215343116,13,0.0158787895270018
"SRR5355618",13.291,18431,70780,2883,0.240620623070752,1,1.08526626212216,22770,70532,147078,53776,265.945559479672,9.8,0.00980092195977644
"SRR5354367",16.161,27390,97729,4666,0.33228046077058,1,0.40524993072079,9431,104649,147058,32978,136.966876329498,6.7,0.0158644888411375
"SRR5354652",18.342,27417,98062,3579,0.334014564727201,1,0.804306943471367,16351,81357,146793,49085,176.441935885275,7.7,0.0121906357932599
"SRR5356022",16.477,16484,62895,2344,0.215180129323617,1,0.787881382887622,13199,81742,146145,51204,323.306215343116,12.2,0.00801943275514044
"SRR5354577",11.758,14435,56279,3502,0.192781195620898,1,0.527464132857546,7902,95561,145966,42503,192.622931314026,8.1,0.0119959442609923
"SRR5355123",11.428,13724,53923,3725,0.185266752789841,1,0.370978530179276,7623,106149,145528,31756,0,0.2,0.0127982243966797
"SRR5354619",16.126,20832,75317,3234,0.260130001105217,1,0.322915809962442,6455,109431,144768,28882,160.662521249647,7.3,0.0111695954907162
"SRR5356032",10.636,13578,51812,3384,0.179171162198799,1,0.991405668952979,18052,72606,144588,53930,323.306215343116,12.8,0.0117022159515312
"SRR5354373",10.916,16378,60949,4948,0.21229188436085,1,0.548627218296564,12629,92695,143550,38226,213.852119533482,8.6,0.0172344130964821
"SRR5355081",16.74,21810,79978,4089,0.278886657181912,1,0.405186099841242,8074,102042,143388,33272,65.6381047041353,4.6,0.0142585153569336
"SRR5354217",13.132,17873,68913,2593,0.240744104803493,1,0.317582184907988,5439,108627,143125,29059,90.8378763280405,5.4,0.00905851528384279
"SRR5355797",12.428,16374,61054,3209,0.21330398630472,1,0.269672989229759,2916,112718,143115,27481,56.5392303735474,4.3,0.0112112636690773
"SRR5356091",17.018,23840,86006,4052,0.300680329187031,1,0.585646813605925,7108,90196,143019,45715,65.6381047041353,4.6,0.0141659499786742
"SRR5355524",12.099,11126,42831,2202,0.15015249780894,1,0.490817297139094,15010,95669,142625,31946,0,0.4,0.00771954425942156
"SRR5354545",12.646,14675,56420,2230,0.198123411009509,1,0.492109068807243,8832,95426,142386,38128,40.2471962177064,3.7,0.00783082606436026
"SRR5355047",13.439,16159,63991,3794,0.225912248990313,1,0.716037415790239,14638,82532,141628,44458,323.306215343116,14.5,0.0133942440760302
"SRR5355928",11.688,13729,55095,2457,0.194523885181654,1,1.36925316201566,24696,59772,141615,57147,59.7405393991436,4.4,0.00867492850333651
"SRR5354681",15.103,20128,75769,3085,0.268146203010978,1,0.962700044454323,15671,71984,141283,53628,5.41688457717756,2,0.0109178032742793
"SRR5355115",13.631,18386,66533,3865,0.235645170430397,1,0.359279015578964,5046,103858,141172,32268,0,1.3,0.0136889751508798
"SRR5354357",9.471,17549,71387,3122,0.254229018725205,1,0.387177409793305,7312,101212,140399,31875,9.80356609405896,2.3,0.0111183128084958
"SRR5355647",13.443,17949,69537,3265,0.248739080977829,1,0.998555905061481,20223,69940,139779,49616,289.018811159566,10.3,0.011679150659255
"SRR5355122",12.102,16366,63601,3100,0.227864200803961,1,0.598925334830379,10733,87283,139559,41543,2.8314446617132,1.8,0.0111064137748193
"SRR5354472",17.003,23647,80716,3402,0.290730175195943,1,0.162535173522712,1661,119408,138816,17747,323.306215343116,12.3,0.0122536307053942
"SRR5355646",15.356,19558,73375,2753,0.265338077777055,1,1.13760957283985,21447,64683,138267,52137,37.4272253319943,3.6,0.00995537619243927
"SRR5356121",13.882,22524,89456,3790,0.325143206071356,1,0.899924038395138,16485,72405,137564,48674,172.017597862291,7.6,0.0137754063563142
"SRR5353630",5.124,3395,17233,2572,0.0629451599471104,1,0.728418288109698,15253,79199,136889,42437,307.419716551158,10.7,0.00939447289409668
"SRR5355704",5.903,9619,47626,3091,0.174066547761761,1,0.131537373553569,378,120901,136804,15525,50.9173770223357,4.1,0.0112971842928569
"SRR5355604",12.315,15977,63542,2602,0.232308682236294,1,1.15842302957609,19806,63362,136762,53594,323.306215343116,12.8,0.00951287638379082
"SRR5355343",8.66,12810,55194,2890,0.201816546368004,1,0.461007532453657,13036,93595,136743,30112,27.8375655190521,3.2,0.0105672685256284
"SRR5355926",17.027,19295,70922,3118,0.259629675728312,1,1.46250788785721,22992,55465,136583,58126,323.306215343116,14,0.0114143048549234
"SRR5354335",13.627,19503,73290,2369,0.270548627876586,1,0.340913365871044,4245,101011,135447,30191,108.160735160026,5.9,0.0087451180166412
"SRR5355892",15.945,20557,76738,3125,0.283653810611605,1,1.2536612185735,23330,60021,135267,51916,54.0179830151353,4.2,0.0115512283114137
"SRR5354596",15.628,18199,64316,3654,0.238180942858201,1,0.146448950478908,3241,117768,135015,14006,293.082328973909,10.4,0.0135318297966893
"SRR5353393",12.316,13758,54134,3088,0.20083697531368,1,0.375214285714286,7065,98000,134771,29706,200.857828806322,8.3,0.0114564706056941
"SRR5356060",18.377,23387,89308,2956,0.331509513804854,1,0.905327034061333,11030,70696,134699,52973,6.68799462495598,2.1,0.0109726130112325
"SRR5354432",11.147,15965,64794,3610,0.241579359457142,1,0.44695244980093,8142,92681,134105,33282,180.003728377949,7.8,0.0134596025502405
"SRR5356066",13.109,11678,47200,1968,0.17627462989797,1,1.79830281749018,16653,47844,133882,69385,180.003728377949,7.8,0.0073497557550679
"SRR5356094",16.699,23958,94916,2220,0.354569022839511,1,1.90051142027478,29265,46146,133847,58436,97.509679298159,5.6,0.00829305102094182
"SRR5354516",13.643,21613,79137,2379,0.296466542291353,1,0.183952807593365,2620,112730,133467,18117,81.4548780243773,5.1,0.00891231540380768
"SRR5353658",12.122,17300,72178,2543,0.270857099969979,1,0.444899906738673,9030,92214,133240,31996,19.2104906702686,2.8,0.00954293005103573
"SRR5355188",8.743,12257,54344,3281,0.204018500720807,1,0.522920883217271,9369,87453,133184,36362,0,0.9,0.0123175456511293
"SRR5355950",16.093,19334,74507,2355,0.279886853691154,1,1.11676208651399,20390,62880,133102,49832,323.306215343116,11.1,0.00884659884900302
"SRR5355775",14.716,18148,65681,2200,0.246991621666341,1,0.294764928134616,5360,102692,132962,24910,62.3405321423916,4.5,0.00827304041756291
"SRR3986207",16.639,11604,40146,2749,0.151308201985482,1,1.29033371890268,21200,57923,132663,53540,0,0.8,0.0103608391186691
"SRR5355946",15.97,14718,56975,2662,0.215781699742463,1,1.79236024450602,32289,47279,132020,52452,77.9290137391847,5,0.010081805787002
"SRR5353964",6.826,4757,19644,2011,0.0748959143523814,1,1.03725222146275,28307,64372,131142,38463,3.93216844700902,1.9,0.00766726144179592
"SRR5354699",23.44,28824,93204,3096,0.357377300613497,1,0.786839869549727,11822,72978,130400,45600,323.306215343116,11.3,0.0118711656441718
"SRR5354524",11.851,13059,52216,4628,0.200334555946041,1,0.477372693057634,6984,88212,130322,35126,9.80356609405896,2.3,0.0177560197050383
"SRR5354457",19.415,25305,88180,2439,0.338531469068405,1,0.145885023491527,1892,113658,130239,14689,289.018811159566,10.3,0.00936355469559809
"SRR5354404",10.794,14723,62458,3331,0.240358047211126,1,0.456368466479101,10266,89213,129927,30448,307.419716551158,10.7,0.0128187366752099
"SRR3986108",6.871,9466,41480,2811,0.159956810118772,1,0.379303008382622,6663,94004,129660,28993,217.60506137131,8.7,0.0108398889403054
"SRR5356052",10.967,14510,56155,3143,0.216796256688621,1,1.01768243285349,19484,64188,129511,45839,144.466147809143,6.9,0.0121341044390052
"SRR5355210",17.005,19434,71221,2048,0.275390730730266,1,0.745343375445416,12438,74088,129309,42783,0,1,0.00791901569109652
"SRR5355200",7.143,10526,45859,3737,0.177894238676742,1,0.544380541576803,10778,83460,128894,34656,0,0.2,0.014496407901066
"SRR5356113",17.084,22276,80954,2820,0.314320991489097,1,1.54041151289183,20245,50691,128776,57840,2.8314446617132,1.8,0.0109492452009691
"SRR5355931",12.571,16449,62617,2402,0.243706603979201,1,0.915374522900763,16676,67072,128468,44720,1.56970865191051,1.7,0.00934863156583741
"SRR5354225",12.752,15037,56809,3363,0.221124129072438,1,0.271894648249913,3960,100995,128455,23500,293.082328973909,10.4,0.0130901872250983
"SRR5354395",12.175,21894,80090,4401,0.311818663178222,1,0.387467588591184,7454,92560,128424,28410,144.466147809143,6.9,0.0171346477293964
"SRR5354355",15.185,19762,74204,2646,0.289373318254494,1,0.36297438078027,6363,94070,128215,27782,84.3091818210549,5.2,0.010318605467379
"SRR5354591",12.393,15608,60488,2990,0.236558466953461,1,0.259109710458932,3364,101540,127850,22946,71.7032149078389,4.8,0.0116933906922174
"SRR5355558",8.202,6656,26602,1507,0.104524879766133,1,0.567297270667061,15502,81192,127252,30558,323.306215343116,12.6,0.00592132147235407
"SRR5355571",12.198,11704,49273,2333,0.193617723568291,1,0.681884872116846,17450,75655,127243,34138,0,0.4,0.00916749840855686
"SRR5354059",12.533,16797,65889,1932,0.260142924826279,1,0.633263690061647,14948,77538,126640,34154,323.306215343116,14.1,0.00762792166771952
"SRR5355820",9.588,10207,38416,3212,0.151983668560396,1,0.550147800169265,13938,81529,126382,30915,283.960297810232,10.2,0.0127075058157016
"SRR5354671",16.715,18984,70865,2280,0.280537917055945,1,1.3714232069095,18911,53260,126302,54131,180.003728377949,7.8,0.00902598533673259
"SRR5356154",17.11,19121,72578,2290,0.287850304198494,1,1.52208618413156,21926,49986,126069,54157,0,0.7,0.00908232793152956
"SRR5355973",13.103,16092,62956,2135,0.250113225537325,1,0.844786139368532,16669,68222,125855,40964,77.9290137391847,5,0.00848198323467482
"SRR5355098",12.737,13122,50475,6108,0.20073573275005,1,0.718987134087149,15002,73139,125725,37584,148.681083163553,7,0.0242911115529926
"SRR5354277",12.358,15889,61707,2396,0.245472989100167,1,1.25927057681592,22120,55633,125690,47937,148.681083163553,7,0.00953138674516668
"SRR5354375",17.784,21869,81097,2103,0.324310165560266,1,0.493715951447959,8422,83704,125030,32904,115.17616690741,6.1,0.00840998160441494
"SRR5354629",18.087,25255,84566,2910,0.338906566850749,1,0.818570075067415,11330,68605,124763,44828,119.128623530372,6.2,0.0116621113631445
"SRR5353998",6.247,6398,29453,1314,0.118249048483194,1,0.878542876536692,21919,66295,124538,36324,94.5270966140051,5.5,0.00527549824150059
"SRR5354815",15.604,19605,71774,3308,0.288188811975009,1,0.717457865555954,17376,72506,124526,34644,180.003728377949,7.8,0.0132823667346578
"SRR5356018",9.272,12352,52714,4023,0.211701110834451,1,0.595839315012305,7489,78016,124501,38996,97.509679298159,5.6,0.016156496734966
"SRR5353539",9.37,10188,45412,2737,0.182436124055922,1,0.377455591832217,7004,90355,124460,27101,122.318270893836,6.3,0.0109955005624297
"SRR5355754",10.493,11933,47380,2678,0.19051984816316,1,0.392336461156025,4156,89306,124344,30882,15.2980920556206,2.6,0.0107685131570482
"SRR5354261",8.51,10679,47426,2054,0.19121845012499,1,0.935358012360322,17713,64076,124010,42221,68.3134454277262,4.7,0.00828159019433917
"SRR5355225",18.625,19808,72068,2534,0.291801632547292,1,0.599979269509335,8690,77181,123488,37617,3.93216844700902,1.9,0.0102601062451412
"SRR5354366",13.044,16000,60580,3323,0.245700843608047,1,0.463802704852824,7548,84219,123280,31513,234.708260288578,9.1,0.0134774497079818
"SRR5355962",11.749,12911,49963,2435,0.202786729550048,1,1.82749202414561,28809,43569,123191,50813,68.3134454277262,4.7,0.00988302716919255
"SRR5355266",15.269,19030,72808,3135,0.295592581766215,1,0.705336619679304,11354,72218,123156,39584,8.37641057222779,2.2,0.0127277599142551
"SRR5354657",18.817,25752,90029,3918,0.366624314836986,1,0.989032707479467,19308,61729,122781,41744,323.306215343116,12.1,0.0159552373738608
"SRR5356040",13.576,15343,61887,4132,0.25355419169282,1,1.07320139301792,18890,58865,122039,44284,192.622931314026,8.1,0.0169290144953662
"SRR5355135",14.114,19030,67477,2925,0.276647123939158,1,0.437656933360054,5340,84829,121955,31786,11.6790423073282,2.4,0.0119921282440244
"SRR5355610",14.151,16243,59430,2102,0.243827388425276,1,1.04753024193548,17793,59520,121869,44556,87.9182538220781,5.3,0.0086240143104481
"SRR5355033",16.554,17606,63817,4169,0.262288950630477,1,0.629833069853434,10661,74642,121654,36351,168.500728440054,7.5,0.0171346605948017
"SRR5355205",12.296,12115,46152,2184,0.189738529847065,1,0.880624710066491,9122,64670,121620,47828,0,1.2,0.00897878638381845
"SRR5355091",15.208,18355,69283,3445,0.285354783439595,1,0.423789641583787,7551,85264,121398,28583,111.262801962222,6,0.0141888663734164
"SRR5356058",16.104,14525,54046,4715,0.222765380398493,1,0.74344270541399,8583,69579,121307,43145,323.306215343116,13.8,0.019434162908983
"SRR5354599",13.12,16697,63867,2713,0.263540781210025,1,0.518985596269321,10646,79771,121171,30754,148.681083163553,7,0.0111949228775862
"SRR5355055",14.366,15728,59895,3543,0.248634265409139,1,0.553045541286296,10684,77556,120448,32208,122.318270893836,6.3,0.0147075916578108
"SRR5355218",14.553,16874,63573,2168,0.264997915798249,1,0.806992964854401,12703,66381,119950,40866,3.93216844700902,1.9,0.00903709879116298
"SRR5354526",15.769,18141,65244,4076,0.272117582289251,1,0.153487924564611,2152,103930,119882,13800,75.1425701192758,4.9,0.0170000500492151
"SRR5353757",12.508,12842,48737,4130,0.203999028914896,1,0.759626432548685,20009,67886,119454,31559,156.353485215486,7.2,0.0172869891338925
"SRR3986206",21.335,21107,72231,3511,0.302558496066752,1,0.393383683331971,8525,85667,119367,25175,0,0.5,0.0147067447451976
