"Run","TSSEnrichment","ReadsInTSS","ReadsInPromoter","ReadsInBlacklist","PromoterRatio","PassQC","NucleosomeRatio","nMultiFrags","nMonoFrags","nFrags","nDiFrags","DoubletScore","DoubletEnrichment","BlacklistRatio"
"SRR5354628",21.586,15970,57969,2968,0.35076604705199,1,1.40888552021689,10476,34303,82632,37853,239.520204651837,9.2,0.0179591441572272
"SRR5355246",17.003,11626,43092,1804,0.260749597608646,1,0.836897563578161,9615,44984,82631,28032,0,0.9,0.010916000048408
"SRR5356139",20.038,17284,59266,1324,0.358631456649078,1,0.514720439963336,3089,54550,82628,24989,2.8314446617132,1.8,0.00801181197656969
"SRR5354481",14.577,11528,42020,2144,0.255471789883268,1,0.192437072265398,1634,68968,82240,11638,323.306215343116,11.9,0.0130350194552529
"SRR5355751",12.202,7826,30986,2306,0.188467854753361,1,0.37092873938929,3336,59963,82205,18906,129.583082224378,6.5,0.0140259108326744
"SRR5355229",15.358,11657,42383,1477,0.257983029594731,1,0.568003512321759,5762,52387,82143,23994,0,1.2,0.00899041914709714
"SRR5355275",17.89,14130,52070,1565,0.317325857760985,1,0.515143120960295,3099,54150,82045,24796,0,1.3,0.00953744896093607
"SRR5354313",13.297,10482,40877,1480,0.249948025583642,1,1.17661307495741,13744,37568,81771,30459,261.984757546508,9.7,0.00904966308348926
"SRR5353835",12.535,6982,26683,1521,0.163210755529458,1,0.438876273961029,6638,56811,81744,18295,50.9173770223357,4.1,0.00930343511450382
"SRR5354387",15.148,13288,50638,1997,0.311090086990711,1,0.475810546166679,5655,55148,81388,20585,168.500728440054,7.5,0.0122683933749447
"SRR5355062",15.989,12669,45805,2834,0.282203410715166,1,0.517360007478732,6786,53485,81156,20885,156.353485215486,7.2,0.0174602001084331
"SRR3986180",10.334,3267,11325,1684,0.0699056813412015,1,1.31262490721179,6841,35026,81002,39135,0,0.9,0.0103948050665416
"SRR5356007",17.684,8600,33151,1262,0.204633276132393,1,0.637574801876112,4491,49464,81001,27046,90.8378763280405,5.4,0.00779002728361378
"SRR5355261",17.544,12253,43899,2210,0.27100155567079,1,0.6756454816286,7605,48336,80994,25053,152.077591682211,7.1,0.0136429859001901
"SRR5354287",10.576,7424,30847,2062,0.190460607557422,1,1.77852118716761,18173,29145,80980,33662,0,1.5,0.0127315386515189
"SRR5355679",14.42,10355,38045,2514,0.234938494219939,1,0.350952714652785,2727,59934,80968,18307,32.5191691780254,3.4,0.0155246517142575
"SRR5354429",9.682,10214,39797,3030,0.246271612272429,1,0.322903875435925,2814,61077,80799,16908,13.6521142302001,2.5,0.0187502320573274
"SRR5356126",20.666,11678,41468,2208,0.256904605548465,1,1.15609638811712,11989,37432,80707,31286,0,1.4,0.0136791108577942
"SRR5354008",9.378,9235,38472,1541,0.238609722515102,1,0.90264567746808,14782,42371,80617,23464,0,0.2,0.00955753749209224
"SRR5355923",13.603,8319,32691,2121,0.203682242990654,1,1.64982664685488,19427,30285,80250,30538,283.960297810232,10.2,0.013214953271028
"SRR5356041",11.635,8402,30460,4315,0.190339311379116,1,0.922559407962709,8266,41619,80015,30130,65.6381047041353,4.6,0.0269636943073174
"SRR5355866",19.277,12860,47130,2604,0.294890565754402,1,0.234566184649611,2595,64728,79911,12588,302.278857501313,10.6,0.0162931261027894
"SRR5355836",16.009,11407,41538,2398,0.261090927376268,1,0.327907986111111,2483,59904,79547,17160,0,1.3,0.0150728500131997
"SRR5355925",16.136,11848,44499,1703,0.281878301850937,1,1.39815883818436,16842,32914,78933,29177,298.1824044618,10.5,0.0107876300153295
"SRR3986102",17.566,15985,56397,3193,0.357622067216233,1,0.341442667574005,3751,58780,78850,16319,122.318270893836,6.3,0.0202473050095117
"SRR5353593",15.402,10920,39652,1552,0.251691612395425,1,0.425719457013575,5396,55250,78771,18125,298.1824044618,10.5,0.00985134122964035
"SRR5355259",14.549,11866,43498,2056,0.276455110523573,1,0.843923590765264,8184,42665,78671,27822,48.4785910478643,4,0.0130670768135654
"SRR3986071",16.868,14217,51212,2262,0.327170510445282,1,0.221268627603963,2069,64085,78265,12111,19.2104906702686,2.8,0.0144509039800677
"SRR5355791",11.076,4156,15335,988,0.097998491839317,1,1.13469933427917,4652,36652,78241,36937,261.984757546508,9.7,0.00631382523229509
"SRR5355236",16.261,12014,43115,2525,0.275572684972133,1,0.594927418039472,5591,49048,78228,23589,0,1.2,0.0161387227079818
"SRR5355657",13.05,11869,44750,1744,0.28604118993135,1,0.993501363439435,10566,39239,78223,28418,1.56970865191051,1.7,0.0111476164299503
"SRR5355120",15.114,9716,38651,1528,0.247448750944314,1,0.476267886509272,5590,52903,78099,19606,9.80356609405896,2.3,0.00978245560122409
"SRR5355882",12.691,9120,36294,1596,0.232674727219109,1,1.0736201212379,10094,37612,77993,30287,248.24689818293,9.4,0.0102316874591309
"SRR5353615",13.488,7629,29588,1440,0.189700715513041,1,0.523461613596406,4765,51190,77986,22031,307.419716551158,10.7,0.00923242633293155
"SRR5354513",17.696,13244,47477,2085,0.304476367600847,1,0.158435113369588,951,67302,77965,9712,217.60506137131,8.7,0.0133713845956519
"SRR5354434",14.275,9984,37522,2068,0.241190460885775,1,0.258188699998382,1235,61823,77785,14727,35.2187277893649,3.5,0.0132930513595166
"SRR5355039",11.642,9195,33987,1399,0.218751609082951,1,0.556388115320658,8115,49913,77684,19656,0,1.4,0.00900442819628237
"SRR5354081",17.292,14732,53706,1936,0.346052733317869,1,0.601378541799946,9493,48457,77598,19648,160.662521249647,7.3,0.0124745483131009
"SRR3986181",21.855,14800,48178,2950,0.310517292496487,1,0.4330814844919,5579,54133,77577,17865,9.80356609405896,2.3,0.0190133673640383
"SRR5355671",15.398,12566,46867,1776,0.302539506300351,1,0.884161619110171,9076,41109,77456,27271,11.6790423073282,2.4,0.0114645734352407
"SRR5355240",17.172,11230,40396,1834,0.262601573165182,1,0.727456485120719,6809,44525,76915,25581,25.8330800081771,3.1,0.0119222518364428
"SRR5355947",16.862,10295,39063,1793,0.254035247447487,1,0.897177120860682,9920,40526,76885,26439,176.441935885275,7.7,0.0116602718345581
"SRR5354184",16.971,11707,42468,1432,0.276344044040136,1,0.227185613441083,1507,62614,76839,12718,144.466147809143,6.9,0.00931818477596012
"SRR5354909",8.176,5867,22835,1379,0.148634399083524,1,0.479592426372864,4699,51917,76816,20200,323.306215343116,14.2,0.00897599458446157
"SRR5354611",12.765,9876,34267,1965,0.223211610364908,1,0.212871521797526,1352,63287,76759,12120,323.306215343116,11.5,0.0127998019776183
"SRR5356055",16.93,14004,47060,2201,0.306679700228087,1,0.488331943124285,4366,51551,76725,20808,323.306215343116,11.1,0.0143434343434343
"SRR5355835",16.813,11445,41860,1093,0.272827999739295,1,0.260143237294261,2544,60878,76715,13293,217.60506137131,8.7,0.0071237697973017
"SRR5355068",14.001,10252,38171,2975,0.248852582992151,1,0.396493016988656,4342,54919,76694,17433,84.3091818210549,5.2,0.0193952590815448
"SRR5353550",14.118,11643,44079,1715,0.287718176002924,1,0.329439941685902,2726,57619,76601,16256,111.262801962222,6,0.011194370830668
"SRR5355511",14.24,9226,37248,1731,0.24328243177929,1,0.827345857303129,13525,41893,76553,21135,21.5033082810129,2.9,0.0113058926495369
"SRR5354508",13.35,8636,33608,2246,0.219614198337603,1,0.266506662252752,2803,60415,76516,13298,133.670730060183,6.6,0.0146766689319881
"SRR5355017",16.274,8884,30871,2736,0.201755417875722,1,0.65497101323873,5866,46228,76506,24412,101.276204829707,5.7,0.0178809505136852
"SRR5355126",14.247,11519,45545,1869,0.299248347547274,1,0.28045969275294,2979,59431,76099,13689,0,1.1,0.0122800562425262
"SRR5355999",15.895,11960,43847,3861,0.288273658466029,1,0.770192262930031,8723,42962,76051,24366,56.5392303735474,4.3,0.0253842816005049
"SRR5354326",13.215,10965,43237,1939,0.284450204602571,1,0.97713319458897,12694,38440,76001,24867,141.11909779047,6.8,0.0127564110998539
"SRR5354330",13.427,9154,35990,932,0.237705242856954,1,0.988834594367381,6327,38064,75703,31312,257.05591443437,9.6,0.00615563451910757
"SRR5354398",14.482,11270,43353,1339,0.286733776025821,1,0.525291043722131,4407,49563,75598,21628,19.2104906702686,2.8,0.00885605439297336
"SRR5354307",9.184,2806,11857,1208,0.0784442150947391,1,1.27515202600999,8786,33218,75576,33572,136.966876329498,6.7,0.00799195511802689
"SRR5355280",15.531,10455,38619,1602,0.2557719054242,1,0.677480279968892,7221,45005,75495,23269,0,0.4,0.0106099741704749
"SRR5355231",19.234,14356,51110,2032,0.339290218935461,1,0.610102823916715,5488,46779,75319,23052,0,0.8,0.0134892922104648
"SRR5354503",15.219,11890,44046,2622,0.293291960207221,1,0.286519549052531,2397,58366,75089,14326,302.278857501313,10.6,0.0174592816524391
"SRR5356132",20.201,13833,48434,3188,0.322678214523651,1,0.799026775655009,7050,41717,75050,26283,0,0.8,0.0212391738840773
"SRR5355290",19.688,11076,41518,1251,0.276993488471392,1,0.698717076930051,6832,44118,74944,23994,0,1.5,0.00834623185311699
"SRR5353498",16.74,11370,40275,1590,0.269113578960029,1,0.362856518413288,3836,54906,74829,16087,152.077591682211,7.1,0.010624223228962
"SRR5355942",13.906,9993,38098,1542,0.255626081938834,1,1.1063060007349,11169,35379,74519,27971,274.914207714971,10,0.0103463546209691
"SRR5355500",18.361,12184,42632,1534,0.286178425186279,1,0.697779905178702,9849,43872,74485,20764,13.6521142302001,2.5,0.0102973753104652
"SRR5353509",15.617,9235,34414,1780,0.232326096349103,1,0.547707610649058,4522,47854,74064,21688,81.4548780243773,5.1,0.0120166342622597
"SRR5354140",16.157,12190,43743,2231,0.295393155236217,1,0.724915550378567,9653,42925,74042,21464,148.681083163553,7,0.0150657734799168
"SRR5354285",15.998,10212,39584,1374,0.267347462549473,1,0.997706298235199,12184,37058,74031,24789,148.681083163553,7,0.009279896259675
"SRR5356010",13.384,8996,36108,746,0.243893872257646,1,0.752462121212121,6075,42240,74024,25709,8.37641057222779,2.2,0.00503890630065925
"SRR5355111",13.238,8691,34922,1660,0.236714386421561,1,0.286521557136877,2325,57336,73764,14103,0,0.1,0.0112521012960252
"SRR5355223",15.507,11018,41418,1702,0.28089140872962,1,0.881869464226459,7087,39177,73726,27462,0,0.8,0.0115427393321216
"SRR5355278",13.809,10077,39162,1630,0.265768150168981,1,0.6921681212678,6371,43540,73677,23766,15.2980920556206,2.6,0.0110617967615402
"SRR5355499",8.991,3905,16096,1885,0.109480213845547,1,1.33005800500808,14138,31549,73511,27824,323.306215343116,13.7,0.0128212104310919
"SRR5355695",14.484,10299,37193,1721,0.253247902821658,1,0.230614536374453,1732,59671,73432,12029,2.8314446617132,1.8,0.0117183244362131
"SRR5356064",19.078,13064,48213,1524,0.328775810807125,1,0.919675350176725,4871,38195,73322,30256,323.306215343116,13.2,0.0103925152068956
"SRR5355130",9.881,7335,27294,2422,0.186452256363313,1,0.316752419674019,2279,55586,73193,15328,0,0.4,0.0165452980476275
"SRR5355018",17.768,10660,38225,2951,0.261983742957795,1,0.523790625783274,5979,47876,72953,19098,50.9173770223357,4.1,0.020225350568174
"SRR5354484",16.607,11632,41572,2053,0.285001302565368,1,0.224797219003476,1780,59547,72933,11606,84.3091818210549,5.2,0.0140745615839195
"SRR5355985",19.901,10030,37041,2243,0.254070923931683,1,0.76689451231336,5616,41256,72895,26023,164.133278252098,7.4,0.0153851430139241
"SRR3986065",14.334,10047,36959,1194,0.253804422469441,1,0.324492468893255,2915,54972,72810,14923,209.185927265847,8.5,0.00819942315615987
"SRR5355625",16.154,11959,41365,1088,0.284115885488214,1,1.11659349286192,9484,34393,72796,28919,152.077591682211,7.1,0.00747293807352052
"SRR5353982",15.435,10110,38627,1025,0.266169154228856,1,0.789641139474658,11810,40545,72561,20206,43.131310042495,3.8,0.00706302283595871
"SRR5356085",23.966,15213,57763,2270,0.39824467058272,1,1.3952044388665,15212,30278,72522,27032,43.131310042495,3.8,0.0156504233198202
"SRR5355822",15.559,12619,43835,1764,0.302677732972435,1,0.295013949495672,2611,55916,72412,13885,15.2980920556206,2.6,0.0121803016074684
"SRR5354282",13.917,8448,35867,1764,0.247960566340357,1,1.46326759987739,16653,29361,72324,26310,97.509679298159,5.6,0.0121951219512195
"SRR5355746",16.326,9638,33633,2053,0.232603012573136,1,0.322619004061322,2280,54662,72297,15355,0,1,0.0141983761428552
"SRR3986105",12.916,10299,44114,1770,0.305697614790792,1,0.362482769039032,4105,52957,72153,15091,37.4272253319943,3.6,0.0122656022618602
"SRR5355207",17.54,11001,39314,1460,0.272635228848821,1,0.714299300965334,5499,42058,72100,24543,0,0.4,0.010124826629681
"SRR5354433",14.274,11238,40643,1926,0.282137254085274,1,0.210720949387302,1573,59491,72027,10963,293.082328973909,10.4,0.0133699862551543
"SRR5354771",17.418,12367,45723,1423,0.317494375468711,1,0.74272714071349,8562,41318,72006,22126,0,1.1,0.00988112101769297
"SRR5356013",14.173,7744,27471,2716,0.190853006155428,1,0.500072951622653,3808,47977,71969,20184,274.914207714971,10,0.0188692353652267
"SRR5356112",16.252,13107,45369,2943,0.315869722624485,1,0.617222509964645,5037,44407,71816,22372,84.3091818210549,5.2,0.0204898629831792
"SRR5355119",9.301,6609,28735,2072,0.200299735117803,1,0.421747403472608,3963,50452,71730,17315,0,0.4,0.0144430503276175
"SRR5353388",12.664,9459,34454,1428,0.240886527301965,1,0.378044550639741,3833,51896,71515,15786,136.966876329498,6.7,0.00998391945745648
"SRR5355784",16.332,9790,36098,1574,0.252574867058494,1,0.383543078412391,4801,51650,71460,15009,323.306215343116,11.5,0.0110131542121467
"SRR5355088",17.261,12657,44831,2254,0.313797544552238,1,0.437196949882301,3822,49703,71433,17908,144.466147809143,6.9,0.0157770218246469
"SRR5355844",11.626,9306,32325,1496,0.22631800042008,1,0.286409078627398,2768,55515,71415,13132,6.68799462495598,2.1,0.010473990058111
"SRR5354270",14.328,8017,31725,1766,0.222120312543759,1,1.35790933403771,14361,30287,71414,26766,265.945559479672,9.8,0.012364522362562
"SRR5353974",11.031,7877,35202,1768,0.246488439508732,1,0.710224415012095,11684,41753,71407,17970,0,1,0.0123797386810817
"SRR5355077",17.619,12875,46815,1475,0.327803996807036,1,0.405262329279332,3723,50814,71407,16870,62.3405321423916,4.5,0.0103281190919658
"SRR5355152",10.047,5982,23061,1962,0.162367105541083,1,0.506789730532569,1692,47130,71015,22193,0,0.3,0.0138139829613462
"SRR5355748",14.383,9232,33855,2516,0.238543163946901,1,0.300790057375396,2752,54553,70962,13657,75.1425701192758,4.9,0.0177277979763817
"SRR5355578",17.126,12143,47772,1540,0.336754546736219,1,0.887741523393836,13136,37574,70930,20220,2.8314446617132,1.8,0.0108557732976174
"SRR5354679",18.567,11308,41952,1992,0.296128977609622,1,0.751452661770887,6633,40443,70834,23758,17.4367782746844,2.7,0.0140610441313494
"SRR5355589",13.939,6483,23430,1224,0.166012442076325,1,0.908299305010952,9829,36979,70567,23759,0,0.7,0.00867260900987714
"SRR5355035",15.041,10102,38100,1620,0.269967688906525,1,0.422202515317639,3272,49616,70564,17676,188.089091598586,8,0.0114789411031121
"SRR5355197",16.125,8941,32135,1792,0.228088978479359,1,0.715384990016072,6280,41066,70444,23098,0.655888142044136,1.6,0.0127193231503038
"SRR3986078",16.195,11319,42560,1406,0.302101078932425,1,0.38307480856077,3498,50930,70440,16012,176.441935885275,7.7,0.0099801249290176
"SRR5355159",12.462,8628,33459,1955,0.237645070102419,1,0.322605493555781,2779,53226,70397,14392,0,0.3,0.0138855348949529
"SRR5355776",16.709,10345,37504,1807,0.26659463455551,1,0.234949172182524,1578,56957,70339,11804,13.6521142302001,2.5,0.0128449366638707
"SRR5354348",12.535,11078,38673,3335,0.274982579388217,1,0.561083361083361,6244,45045,70319,19030,213.852119533482,8.6,0.0237133633868513
"SRR5356048",13.018,6140,23771,4740,0.169415303038942,1,0.901710444281803,8811,36891,70156,24454,0,1.5,0.0337818575745482
"SRR5354294",15.293,9677,36005,1362,0.256852002454023,1,0.910927531490267,6646,36678,70089,26765,56.5392303735474,4.3,0.00971621795146171
"SRR5353528",20.336,12837,45148,1794,0.323145855103998,1,0.343610555470072,3231,51992,69857,14634,68.3134454277262,4.7,0.0128405170562721
"SRR3986061",16.929,11165,42757,1509,0.307608742571836,1,0.355549054027696,2740,51270,69499,15489,257.05591443437,9.6,0.0108562713132563
"SRR5353811",17.884,12599,45287,1333,0.325829196345061,1,0.519016393442623,8149,45750,69495,15596,248.24689818293,9.4,0.00959061803007411
"SRR5353640",14.863,10508,40102,1624,0.288669737978693,1,0.494856454181552,5570,46466,69460,17424,8.37641057222779,2.2,0.0116901813993665
"SRR5354016",17.075,10227,36545,1818,0.263224235788988,1,0.934780790991945,11980,35879,69418,21559,0,0.4,0.0130945864185082
"SRR5354722",17.51,12247,45030,1946,0.324620087084403,1,0.431508121607397,5120,48451,69358,15787,144.466147809143,6.9,0.0140286628795525
"SRR5355226",4.714,3123,15520,1426,0.112046435739348,1,0.663392256700932,7370,41636,69257,20251,0,0.6,0.0102949882322365
"SRR5354135",17.117,13926,49770,1747,0.360036459388292,1,0.623097877136953,8137,42584,69118,18397,59.7405393991436,4.4,0.0126378078069389
"SRR5355040",14.217,9556,37140,2645,0.268775962136892,1,0.527716970702045,6798,45225,69091,17068,1.56970865191051,1.7,0.0191414221823392
"SRR5354339",11.519,11244,42764,2745,0.309502786422523,1,0.283296801278003,2711,53834,69085,12540,0,1.1,0.0198668307157849
"SRR5356145",19.677,12083,42188,2906,0.305896342701354,1,0.553003175461118,3917,44403,68958,20638,0,1.5,0.0210707967168421
"SRR5354361",9.691,11731,43762,6588,0.317368917252883,1,0.40297505189044,4008,49142,68945,15795,48.4785910478643,4,0.047777213721082
"SRR5354265",14.872,9666,37255,1953,0.271526026558605,1,0.948450680223806,10255,35209,68603,23139,119.128623530372,6.2,0.0142340713962946
"SRR3986138",21.732,9548,30357,2083,0.222333709297046,1,0.412033589807231,3366,48348,68269,16555,40.2471962177064,3.7,0.0152558262168774
"SRR5354454",15.16,8896,32957,1536,0.241478604923798,1,0.253536132848378,1893,54438,68240,11909,30.4097182463603,3.3,0.0112543962485346
"SRR5356023",16.594,9235,35187,2023,0.258659472492575,1,0.826133648347518,7310,37247,68018,23461,108.160735160026,5.9,0.0148710635420036
"SRR5356116",21.705,13219,51943,1353,0.38206305073775,1,1.35957513277101,12469,28809,67977,26699,48.4785910478643,4,0.00995189549406417
"SRR5354105",13.931,9779,37868,1711,0.278982731184063,1,0.569964607092461,6999,43229,67868,17640,84.3091818210549,5.2,0.0126053515648023
"SRR5354346",13.542,9937,36570,2451,0.269539196320646,1,0.31156352106413,2325,51723,67838,13790,213.852119533482,8.6,0.018065096258734
"SRR5355087",13.937,7601,29782,2156,0.219566499557653,1,0.504303078697542,5630,45084,67820,17106,160.662521249647,7.3,0.0158950162194043
"SRR5354133",16.826,11964,43149,1858,0.318546243798724,1,0.730005874990421,9658,39149,67728,18921,54.0179830151353,4.2,0.0137166312308056
"SRR3986095",12.7,9120,35547,1420,0.262626337253975,1,0.323813622315246,2632,51122,67676,13922,248.24689818293,9.4,0.0104911637803653
"SRR3986088",14.443,10065,38950,1551,0.288253752109174,1,0.383985087162259,3269,48817,67562,15476,9.80356609405896,2.3,0.0114783458156952
"SRR5355764",19.545,12032,40668,1921,0.30097245452258,1,0.121400235696383,168,60247,67561,7146,0,1.3,0.0142167818711979
"SRR5354586",11.186,6067,24594,1548,0.182681165879312,1,0.26957243356406,2675,53021,67314,11618,323.306215343116,14.2,0.0114983510116766
"SRR5355880",16.773,10800,40202,1858,0.298628753101276,1,0.876630980260957,7429,35868,67311,24014,68.3134454277262,4.7,0.0138016074638618
"SRR5353563",13.629,9305,35002,1812,0.260067762356228,1,0.332369770526858,2878,50507,67294,13909,30.4097182463603,3.3,0.0134633102505424
"SRR5355639",13.961,8545,33431,1074,0.249291594583308,1,0.622552934059286,4469,41325,67052,21258,0,0.4,0.00800870965817574
"SRR5356119",17.717,12875,49683,2010,0.372520056984329,1,1.25599648161305,11553,29559,66685,25573,6.68799462495598,2.1,0.0150708555147334
"SRR3986205",17.13,12405,42984,1715,0.322330038843979,1,0.525231036691372,5795,43716,66677,17166,122.318270893836,6.3,0.0128605066214737
"SRR5354634",16.006,10015,38548,1706,0.289273439493314,1,0.758206670888748,5788,37896,66629,22945,217.60506137131,8.7,0.0128022332617929
"SRR5355769",14.684,6963,24306,1783,0.182845364547287,1,0.260544682142315,1241,52728,66466,12497,323.306215343116,14.7,0.0134128727469684
"SRR5354893",11.01,7945,29445,1687,0.221684334156478,1,0.384968301634968,3422,47952,66412,15038,62.3405321423916,4.5,0.0127010178883334
"SRR5355284",15.093,9741,35424,1642,0.267060703838847,1,0.727045466381959,6218,38402,66322,21702,0,0.9,0.0123789994270378
"SRR3986145",17.951,11685,40627,3872,0.306517081120232,1,0.481799481262857,5690,44724,66272,15858,23.3961731041091,3,0.0292129406084017
"SRR5355156",8.996,6315,24864,1620,0.187700994972295,1,0.483680921126319,4321,44641,66233,17271,0,0.3,0.0122295532438513
"SRR5355201",20.255,12520,43801,2647,0.330678403720425,1,0.847185809114743,6965,35854,66229,23410,35.2187277893649,3.5,0.0199836929441785
"SRR5356078",9.982,8222,36434,981,0.275098157656297,1,1.19249743402973,6997,30203,66220,29020,90.8378763280405,5.4,0.00740712775596497
"SRR5354053",16.299,12371,44759,1248,0.339294106945224,1,0.537040057791345,6930,42913,65959,16116,84.3091818210549,5.2,0.00946042238360193
"SRR5354278",14.44,6315,25197,1048,0.191097729306657,1,1.6152167876552,12985,25209,65927,27733,323.306215343116,11.1,0.00794818511383803
"SRR5355933",14.067,9370,36266,1474,0.275267935756141,1,0.997029042624144,9653,32986,65874,23235,136.966876329498,6.7,0.0111880256246774
"SRR5355011",16.769,11017,38933,2653,0.296149516217368,1,0.526769330824797,4689,43053,65732,17990,298.1824044618,10.5,0.0201804296233189
"SRR5356107",20.472,8798,33017,1454,0.251286227471992,1,1.14426529146811,10367,30638,65696,24691,0,0.8,0.0110661227471992
"SRR5354337",12.145,9114,34005,2689,0.259441519798581,1,0.485145149228364,4016,44127,65535,17392,45.4835536032843,3.9,0.0205157549401083
"SRR5355545",17.163,10661,39282,1430,0.300748771188387,1,0.865274762938421,9932,35012,65307,20363,0,0.3,0.010948290382348
"SRR5354371",12.183,7026,26869,2338,0.20603481328119,1,0.3937457250342,4167,46784,65205,14254,32.5191691780254,3.4,0.0179280730005368
"SRR5353602",12.084,7341,28423,1260,0.218225511723968,1,0.52799155326138,5240,42620,65123,17263,184.483505605787,7.9,0.00967400150484468
"SRR5355750",14.578,8768,32059,1888,0.246338614743895,1,0.40639318751621,2097,46268,65071,16706,27.8375655190521,3.2,0.0145072305635383
"SRR5354754",13.89,7330,27113,1338,0.208805680487955,1,0.95754688536453,9991,33166,64924,21767,77.9290137391847,5,0.0103043558622389
"SRR5355009",14.923,10023,38534,1559,0.297142240249225,1,0.399305105960551,4381,46338,64841,14122,144.466147809143,6.9,0.0120217146558505
"SRR5353744",17.686,12513,44703,1931,0.34516492680215,1,0.760726521289902,11411,36778,64756,16567,104.31955311417,5.8,0.0149098153066897
"SRR5355575",11.716,5449,21496,1202,0.166023046742253,1,1.13150269985513,11236,30372,64738,23130,13.6521142302001,2.5,0.00928357378973709
"SRR5355690",14.461,9333,33388,1628,0.258421052631579,1,0.342672458587076,2257,48113,64600,14230,25.8330800081771,3.1,0.0126006191950464
"SRR5354126",13.381,7906,31409,1283,0.243175237298896,1,0.72935411311054,10301,37344,64581,16936,115.17616690741,6.1,0.00993326210495347
"SRR5355706",10.094,4654,18240,1327,0.141358091665763,1,0.529201232519554,4187,42190,64517,18140,15.2980920556206,2.6,0.0102841111644993
"SRR5355023",15.437,7484,26515,2741,0.205689328823657,1,0.712881022615536,5933,37629,64454,20892,87.9182538220781,5.3,0.0212632264871071
"SRR5354807",17.615,11653,41903,1493,0.325713175281772,1,0.609734734734735,8726,39960,64325,15639,56.5392303735474,4.3,0.0116051301982122
"SRR5353737",16.622,10963,41181,1188,0.320120955830911,1,0.658826563507415,10430,38775,64321,15116,160.662521249647,7.3,0.00923493104895757
"SRR5353564",14.035,7662,28888,1581,0.224658983093027,1,0.377933517649328,3175,46659,64293,14459,37.4272253319943,3.6,0.0122952732023704
"SRR5355948",14.811,8609,33722,2060,0.263494295983747,1,1.31286370043734,13447,27667,63990,22876,111.262801962222,6,0.0160962650414127
"SRR5354098",13.248,8831,34587,1974,0.270439120507929,1,0.586591901548233,8011,40304,63946,15631,323.306215343116,11,0.0154348981953523
"SRR5354442",15.595,12585,43254,3434,0.338270716676573,1,0.159253685336621,601,55151,63934,8182,164.133278252098,7.4,0.0268558200644415
"SRR5354400",9.823,9013,34131,2472,0.267392121838864,1,0.44691559545671,3463,44109,63822,16250,45.4835536032843,3.9,0.0193663626962489
"SRR5354131",16.974,12026,43058,1315,0.337683318955376,1,0.690396648637183,8265,37716,63755,17774,108.160735160026,5.9,0.0103129166339895
"SRR5355044",12.822,8761,33753,2269,0.265045387442284,1,0.436720142602496,4538,44319,63674,14817,71.7032149078389,4.8,0.0178173194710557
"SRR5354083",18.665,11283,42186,1339,0.331849218086278,1,0.688413111618764,8372,37646,63562,17544,115.17616690741,6.1,0.0105330228753029
"SRR5355910",12.867,8356,34266,1593,0.270300544292814,1,1.37655131041206,14839,26671,63385,21875,54.0179830151353,4.2,0.0125660645263075
"SRR5354284",15.041,8530,32329,1582,0.255262534544019,1,0.889339738043381,8738,33517,63325,21070,230.877600485972,9,0.01249111725227
"SRR5354775",17.47,11010,41244,1755,0.326158128647571,1,0.521891924419304,6026,41545,63227,15656,45.4835536032843,3.9,0.0138785645373021
"SRR3986074",19.245,11128,40767,1264,0.322452304869175,1,0.360435587311152,2897,46466,63214,13851,81.4548780243773,5.1,0.00999778530072452
"SRR3986128",21.231,9446,34529,1178,0.273505695229948,1,0.459896387436977,4648,43238,63123,15237,0,0.8,0.00933098870459262
"SRR5355497",8.569,3531,14509,905,0.114950087149422,1,0.885738189858667,10847,33467,63110,18796,0,0.6,0.00717002059895421
"SRR5355070",12.306,7209,29369,2750,0.232928318766556,1,0.449797626713274,3952,43484,63043,15607,65.6381047041353,4.6,0.0218105102866298
"SRR5355702",15.774,8165,30284,1924,0.240227186191141,1,0.356577134986226,2721,46464,63032,13847,217.60506137131,8.7,0.0152620890976012
"SRR5355092",10.033,6820,27516,1531,0.218930014958149,1,0.473400389205411,4540,42651,62842,15651,323.306215343116,12.6,0.0121813436873429
"SRR5355050",19.086,10525,37353,4703,0.297680905323558,1,0.491005014377718,3859,42079,62740,16802,59.7405393991436,4.4,0.0374800765062161
"SRR5354138",17.641,11822,43083,1448,0.343838786911413,1,0.630151956702748,7232,38432,62650,16986,133.670730060183,6.6,0.0115562649640862
"SRR5355862",14.53,7580,29379,2026,0.234675293553798,1,0.310752800753848,3464,47755,62595,11376,11.6790423073282,2.4,0.0161834012301302
"SRR5355842",17.083,6401,23495,933,0.187866818058243,1,0.453499453755143,3130,43021,62531,16380,6.68799462495598,2.1,0.00746029969135309
"SRR5354725",18.658,11448,41292,1610,0.33134328358209,1,0.117728308249771,300,55747,62310,6263,152.077591682211,7.1,0.0129192745947681
"SRR5355867",14.704,10069,36919,3307,0.296480999646654,1,0.25366462628866,2659,49664,62262,9939,316.729387210893,10.9,0.0265571295493238
"SRR5353981",10.737,3649,14474,1304,0.116415989704818,1,1.53859032995753,15402,24488,62165,22275,0,1.1,0.0104882168422746
"SRR5355235",17.202,7349,27927,910,0.22507616176921,1,0.801312389303447,6080,34441,62039,21518,0.655888142044136,1.6,0.00733409629426651
"SRR3986137",9.799,2796,10218,1032,0.0824377964953045,1,1.70498886997512,11123,22911,61974,27940,0,0.5,0.0083260722238358
