"","UMAP_1","UMAP_2","Cluster"
"SRR5355751",-0.104783449757381,-8.02419526187477,5
"SRR5355229",-1.05387905656127,8.50863926800194,12
"SRR5355275",-1.22440389214782,9.13532727154198,12
"SRR5354313",-0.163903270352168,3.37161248119774,1
"SRR5353835",-4.2731159072998,2.31625550182762,3
"SRR5354387",1.36838200272294,3.33856242092552,1
"SRR5355062",-0.66811159669189,-2.0027567228466,4
"SRR3986180",-13.7336190086487,-3.18553657142219,11
"SRR5356007",-1.33749393044738,-3.1052256306797,4
"SRR5355261",-1.10652020989685,8.61432164104881,12
"SRR5354287",-0.597537313092037,6.03700011166039,10
"SRR5355679",-0.407231841671748,-8.43235213367042,5
"SRR5354429",0.730845775019841,2.25435727032128,1
"SRR5356126",-0.807187233555599,-5.34908063022194,13
"SRR5354008",-0.566683445561214,8.53565876873436,12
"SRR5355923",-1.53126314698486,-1.71720955578384,6
"SRR5356041",-2.35813644944458,-3.75426060763893,14
"SRR5355866",2.43988379420014,-4.67234356013832,6
"SRR5355836",2.6281816619751,-4.91952831355629,6
"SRR5355925",-1.50765207825927,-1.21697828976211,6
"SRR3986102",0.958916898381428,-1.64818950799999,8
"SRR5353593",3.41805240095826,3.18259089382591,2
"SRR5355259",-1.23828629075317,8.20964997204247,12
"SRR3986071",2.85370787562104,-0.31350440589485,8
"SRR5355791",1.34211679877015,-4.34016568271217,6
"SRR5355236",-0.92542246400146,9.0400208750576,12
"SRR5355657",0.0193937677261398,-9.00259787646828,5
"SRR5355120",-1.92047623215942,5.69328921230736,10
"SRR5355882",-0.753520045864864,-0.907543250003431,6
"SRR5353615",3.74656197012635,2.99432604702416,2
"SRR5354513",0.211550499808507,3.30640976818505,1
"SRR5354434",0.675371255290227,0.260325721821215,1
"SRR5355039",-1.39118317185668,-3.51567251292763,4
"SRR5354081",1.86260029257508,-2.08790142146644,9
"SRR3986181",-13.2190687996033,-3.01466137973366,11
"SRR5355671",0.140651966941075,-8.98650891391334,5
"SRR5355240",-1.12988785325317,8.92611115368309,12
"SRR5355947",-0.330435667622371,-0.771402426639173,6
"SRR5354184",1.36129632176133,2.39368431957665,1
"SRR5354909",0.85624317408772,-2.37559742538032,8
"SRR5354611",0.229250337493138,2.50242631824913,1
"SRR5356055",-2.05580595551757,-2.66623169986305,14
"SRR5355835",2.27255507887574,-4.55937177745399,6
"SRR5355068",-1.11914709626464,-3.0216336926609,4
"SRR5353550",3.62567826689454,1.89084403904381,2
"SRR5355511",5.26464482725831,-3.65685827342567,7
"SRR5354508",-0.175247107136531,4.36467211636009,1
"SRR5355017",-0.319345746624751,-2.59883672801552,4
"SRR5355126",-2.37978104172973,5.87976925762596,10
"SRR5355999",-1.6251244884613,-3.02295584289131,14
"SRR5354326",-0.4293419462326,4.1100949564785,1
"SRR5354330",-0.000297341931147832,0.935757092556383,1
"SRR5354398",-0.151134167301936,3.62269204052391,1
"SRR5354307",-0.72314671098022,1.76340477856102,1
"SRR5355280",-1.55407408295898,9.46587841900292,12
"SRR5355231",-0.666966829884334,9.07747166546288,12
"SRR5354503",2.11423870505066,1.53171818645897,1
"SRR5356132",-0.798920784580989,-5.2034443101078,13
"SRR5355290",-0.870129500019832,9.1970729151577,12
"SRR5353498",3.92640491903992,2.44991128834191,2
"SRR5355942",-1.17932847558288,-1.92607126442489,4
"SRR5355500",5.77659675062867,-3.29002017585335,7
"SRR5353509",4.30325552405091,2.6435331621975,2
"SRR5354140",1.75460478247376,-1.82741684524116,9
"SRR5354285",0.247801091086583,3.09136050136986,1
"SRR5356010",-1.63436320840148,-3.76841575709877,4
"SRR5355111",-1.28196576653747,6.38942187221947,10
"SRR5355223",-1.09252742348938,8.4783400812954,12
"SRR5355278",-1.3456039768341,8.32186310680809,12
"SRR5355499",4.27115389288636,-2.64963657466469,7
"SRR5355695",-0.203979764569087,-8.37643916217384,5
"SRR5356064",-0.199927960026546,-4.76000077334938,13
"SRR5355130",-1.35384110032348,5.84706204327049,10
"SRR5355018",-0.723475013363643,-3.22895295230446,4
"SRR5354484",4.26969691694947,3.72630494030419,2
"SRR5355985",-0.992781673062129,-2.99149937240181,4
"SRR3986065",3.74172827185364,-0.157798119464491,8
"SRR5355625",-1.17362168847351,-9.79122550097999,5
"SRR5353982",-2.11511043130188,1.83063595684471,3
"SRR5356085",-0.854744110691829,-4.85569746104774,13
"SRR5355822",1.75546666563721,-4.88854009715614,6
"SRR5354282",0.378422464739995,4.55117743404808,1
"SRR5355746",0.0427946704742477,-8.6200395306736,5
"SRR3986105",3.01605137766571,-0.721304484286878,8
"SRR5355207",-0.686380062687679,8.96363537701073,12
"SRR5354433",0.589771534812169,2.84827607067528,1
"SRR5354771",-1.71094230233459,1.62044399174156,3
"SRR5356013",-1.71830347596435,-3.17145819274482,4
"SRR5356112",-0.380381856549068,-4.17469412890968,4
"SRR5355119",-1.47397450028686,6.46380417736473,10
"SRR5353388",3.20721241415711,2.80824082287255,2
"SRR5355784",1.32513634444447,-4.23106820193825,6
"SRR5355088",-0.76763859807281,-2.80152327624855,4
"SRR5355844",2.86105128706665,-5.27058631984291,6
"SRR5354270",-0.598657761204524,-1.67488785890636,4
"SRR5353974",-1.98813561021118,1.25848548801842,3
"SRR5355077",-0.186797056782527,-2.4976599892765,4
"SRR5355152",-2.36839941560058,5.86962263973656,10
"SRR5355748",-0.192798529255672,-7.89825303165016,5
"SRR5355578",5.46218034208985,-3.67967111674843,7
"SRR5354679",-0.542437348950191,4.13183348568383,1
"SRR5355589",-0.595035825360103,-8.87205226031837,5
"SRR5355035",-0.518815193760677,-2.23146874515114,4
"SRR5355197",-1.34662655411987,8.72344677837792,12
"SRR3986078",3.10727211416932,-0.794563063064192,8
"SRR5355159",-1.13681605874328,6.55315392406883,10
"SRR5355776",1.42280679525109,-4.02267915813026,6
"SRR5354348",0.206526901137547,-1.47301626635489,4
"SRR5356048",-2.50491193352966,-3.01316673366127,14
"SRR5354294",-0.431665335285945,4.80080025585594,1
"SRR5353528",3.98561068953247,2.94661515148583,2
