"","CS1","CS2","CS3","CS4","CS5","CS6","CS7","CS8","CS9","CS10","CS11","CS12","CS13","CS14","CS15","CS16","CS17","CS18","CS19","CS20","CS21","CS22","CS23","CS24","CS25","CS26","CS27","CS28","CS29","CS30"
"ENSG00000008196_LINE2_TFAP2B_D_N1",-0.0101400405659189,-0.00544898997821328,-0.00422907939076771,-0.0142589090854252,-0.00225881773310287,-0.0146829838494939,0.00366300134093342,0.00276900271472207,-0.00064194023367974,0.0117109006807922,-0.00732238293502485,-0.00599731543716061,0.00116724582001231,-0.0012581594246279,0.00152634000144136,0.00314286420212404,-0.011891473455888,0.00397972740075199,0.0020300724511406,-0.00175225889348007,-0.00165941287891832,-0.00998697724072304,0.00804629742075974,0.00489467230429985,0.00200488851193721,0.00304389672786709,0.0132367697663175,-0.0034461564127474,-0.00509377895243396,0.00411301672960918
"ENSG00000008196_LINE3_TFAP2B_D_N1",-0.01697185,0.009551125,-0.006747301,-0.0106926275,0.013893275,0.000363228,0.004463845,-0.00235634,-0.002453705,-0.002972135,-0.00908032,-0.000166555,0.007591995,0.005299945,-0.01152272,-0.001580835,0.00716418,0.0055514575,-0.00052506665,0.014887775,-0.01534045,0.008205305,0.0038540995,0.01116518,-0.00365591115,0.010981035,0.007295995,0.0145224045,0.00817556,-0.008345835
"ENSG00000008196_LINE4_TFAP2B_D_N1",-0.00222851106687945,0.00214711239983565,0.0055603294686691,-0.0105099113298385,0.00150960011606275,0.0138516113814988,0.00634517945861665,0.0132459464652153,-0.00375609002940593,-0.00754211527295842,0.0105069139708899,-0.00184515898191294,-0.00642888872933481,-0.00219600429675126,0.0066061811639243,0.00556144806898497,0.0013064186161335,0.012276340445432,-0.00792372536246952,-0.0189228818518482,-0.00402744670765222,0.00371594248427343,0.00442868480342121,-0.0110539413687174,-0.0131458015265714,0.00936321128413484,0.00695387684320169,0.00148544814719891,-0.000555701857503344,0.00565157704407068
"ENSG00000008196_LINE5_TFAP2B_D_N1",0.00689430122246869,0.014068080389744,-0.0154952960286835,-0.00648485595856479,-0.00730114263665855,-0.00672613063605914,-0.00622540571724609,0.0028501906401517,0.00286151536568185,-0.0113857803211213,0.00316019193898983,0.00366356458613739,-0.00136414012203048,0.00624696339894736,-0.00261009087045515,-0.00336202031404234,-0.00672925005956357,0.0013674772065864,0.00521620379755559,-0.00400409501250973,0.00205152757902496,-0.00110693635060919,-0.00197863133403708,0.00421586362714687,0.000394203216797293,0.00162429588537813,0.0114266451731746,-0.00327316033411136,0.000796739330029799,-0.00580594400352202
"ENSG00000008197_LINE6_TFAP2D_D",-0.0024485445676273,-0.0122243046293667,-0.00576423034781128,-0.00628823273390181,-0.00320545433145321,-0.00474933375160793,-0.0136442377819231,-0.000716594183312384,-0.00364336850545538,0.0057281046168704,0.00588445859022761,0.00314337593454828,-0.0172692307885942,-0.00199836620240493,-0.00340882756526765,0.000324652584091275,-0.00239140087488198,-0.00465839701125981,0.00291664113241806,0.0113471379091635,-0.00154600698217329,0.0149908911824524,-0.00135436387577869,0.0105304360555299,0.0028136317910411,-0.00655645760334899,-0.0162141354028994,0.00634299222675139,0.00268534686925704,-0.0041121287380643
"ENSG00000087510_LINE7_TFAP2C_D_N3",0.00427081182128176,0.00801290505302793,0.000886265719229002,-0.0144122949618714,-0.00834109876602073,-0.00766551834067338,0.000589773017450358,0.00065357112574215,-0.00494532380828273,0.00245481311477065,-0.00540259844996757,-0.00112030392166613,0.00229178292885367,-0.00574678055438978,-0.00610192847077463,-0.00764770172466122,-0.00705215899871909,0.00435419562068623,0.0058610974116887,-0.00846127509901729,-6.15642519040064e-05,-0.00635725058732547,0.00317296419677255,-0.000890275721785111,0.00223817928509227,0.00533951992889165,0.0112793940211073,0.0018325626828604,-0.00259412587858646,0.00280367661963771
"ENSG00000087510_LINE12_TFAP2C_D_N2",-0.0101400405659189,-0.00544898997821328,-0.00422907939076771,-0.0142589090854252,-0.00225881773310287,-0.0146829838494939,0.00366300134093342,0.00276900271472207,-0.00064194023367974,0.0117109006807922,-0.00732238293502485,-0.00599731543716061,0.00116724582001231,-0.0012581594246279,0.00152634000144136,0.00314286420212404,-0.011891473455888,0.00397972740075199,0.0020300724511406,-0.00175225889348007,-0.00165941287891832,-0.00998697724072304,0.00804629742075974,0.00489467230429985,0.00200488851193721,0.00304389672786709,0.0132367697663175,-0.0034461564127474,-0.00509377895243396,0.00411301672960918
"ENSG00000087510_LINE13_TFAP2C_D_N2",-0.01697185,0.009551125,-0.006747301,-0.0106926275,0.013893275,0.000363228,0.004463845,-0.00235634,-0.002453705,-0.002972135,-0.00908032,-0.000166555,0.007591995,0.005299945,-0.01152272,-0.001580835,0.00716418,0.0055514575,-0.00052506665,0.014887775,-0.01534045,0.008205305,0.0038540995,0.01116518,-0.00365591115,0.010981035,0.007295995,0.0145224045,0.00817556,-0.008345835
"ENSG00000087510_LINE14_TFAP2C_D_N2",-0.00222851106687945,0.00214711239983565,0.0055603294686691,-0.0105099113298385,0.00150960011606275,0.0138516113814988,0.00634517945861665,0.0132459464652153,-0.00375609002940593,-0.00754211527295842,0.0105069139708899,-0.00184515898191294,-0.00642888872933481,-0.00219600429675126,0.0066061811639243,0.00556144806898497,0.0013064186161335,0.012276340445432,-0.00792372536246952,-0.0189228818518482,-0.00402744670765222,0.00371594248427343,0.00442868480342121,-0.0110539413687174,-0.0131458015265714,0.00936321128413484,0.00695387684320169,0.00148544814719891,-0.000555701857503344,0.00565157704407068
"ENSG00000087510_LINE8_TFAP2C_D_N1",-0.00256780170733645,0.0103880279406656,-0.0150487455121615,-0.00950241912363636,-0.00399446742012624,-0.0155533793376231,-0.00265335384968543,0.00239173565435491,-6.08536095889143e-05,-0.0045889462332054,-0.00435237446717128,0.00131757327858833,-0.00396073135559583,0.00819561720264584,-0.00696021468177886,-0.00640313474635666,-0.0037735623119361,-0.00601667260616697,0.0106526980088638,-0.00447860292710802,0.00325191337599881,0.000678956860227511,-0.00441030984707424,0.00435126643084516,-0.00470679972042576,0.00249975682178287,0.0118421435387011,0.00469612240802984,0.000426906526753223,-0.0050082464123134
"ENSG00000116819_LINE19_TFAP2E_I",-0.0124055708447488,0.00842556115341881,0.00313989634497701,0.0108259861189172,0.00160916180277187,-0.00830435801140783,-0.00603154939471056,-0.0177036954493499,0.00815517070184923,-0.0100188227297772,-0.00155612005619115,0.00647506987150203,-0.015904804801117,0.00274469315751348,0.0208509068222376,0.00811682887047234,0.00393016184643839,0.0113528193942533,0.0247560578550147,-0.00579533230557432,-0.00401639488264455,-0.00282032719747786,0.0069354253047928,0.000270541139989836,-0.00726251790364976,-0.0071043297033945,-0.022797431707805,0.00864362577274146,-0.000808047889752417,-0.00842502421766846
"ENSG00000137203_LINE29_TFAP2A_D_N3",-0.00992146,0.007522485,-0.012199526,-0.0073227875,0.00948419,0.000636728,0.0039834,-0.012390375,-0.001414835,-0.00432396,-0.00729553,-0.00291324,-0.00465546,0.00294379,-0.009248225,0.0018659,0.01037099,0.006885245,-0.00417903665,0.01070682,-0.01149662,0.012096125,0.0081541945,0.00874371,-0.01381184115,0.00925109,0.009846675,0.0105703845,0.01272743,-0.007134781
"ENSG00000137203_LINE20_TFAP2A_D_N2",-0.0052287244280077,0.0112974131525016,-0.00215682417504302,-0.00627009755522388,-0.00606709639073338,0.00462061259618727,0.00772684641891247,-0.00673214446057495,0.00166500524577687,-0.00587372071730178,0.006677471317807,-0.00377662443785203,0.00636934282039054,0.00810727269561796,-0.00145652577149913,-0.00423218575980605,-0.00355044325241406,0.00347974671643102,-0.00298392602240277,-0.00249719886300193,0.00130365939703357,-0.000131411199089442,0.00718888346887304,0.00591918732977868,-0.00245609757423868,0.00983587653950831,0.00405223804414918,0.00503462149525165,0.000351110336664274,0.000903047307690206
"ENSG00000137203_LINE28_TFAP2A_D_N2",0.00365451501574521,0.0115397028442989,-0.00760933932743178,-0.00402441253600075,-0.0090923935249647,-0.011154855867973,-0.0069806111250039,0.00482291911896986,-0.00220098854306877,-0.00439949415625533,0.00971204060812236,-0.000978324461515708,0.00295361324720756,0.00500951586119705,0.00189920567833023,-0.000899699839290861,-0.00679291423733178,0.00162124767067836,0.0039432343241456,-0.00665138924650666,0.00656104382676415,0.00298711893699601,0.00301251574987086,-0.00183702823050709,0.010142415270111,0.00169529819224843,0.00550558128101504,0.00427392641733804,0.0123665350419798,-0.0115565091312178
