"","CS1","CS2","CS3","CS4","CS5","CS6","CS7","CS8","CS9","CS10","CS11","CS12","CS13","CS14","CS15","CS16","CS17","CS18","CS19","CS20","CS21","CS22","CS23","CS24","CS25","CS26","CS27","CS28","CS29","CS30"
"EWSR1-FLI1",0.0274219074356778,0.0106080103188971,-0.0147189727767695,-0.014525933153517,-0.0118026826892907,0.00478425507948389,-0.0117148162532538,0.00200711187450501,-0.00217827051797012,-0.0198275880320346,-0.00343466467268953,0.00496491705901875,0.00528294579807517,-0.0141482238317864,0.0115567790819934,0.00883626543624176,-0.0108570187694163,0.0063050909650106,0.00421292454926827,0.00237892119209376,0.00558177399319754,0.00388310128943466,0.0184555998550083,0.00309548732490173,0.0225122239383609,-0.00852998086556799,-0.00323395309327428,-0.00597377492250998,0.00609377824672,-0.0042262905471734
"REST",-0.00358097191029893,0.0133615472589021,0.00301224613451786,0.00729961569879304,0.000390493476277301,-0.000113791551707811,0.00341753358957998,-0.00382240689662164,-0.00136634102792824,0.00674799624606181,-0.000772081914878578,0.00181272877200763,0.0136020116058464,0.00484423214805025,-0.0157783455558185,-0.00256396011054114,-0.000909928581925958,0.0102717186602532,0.00244124978740387,0.00290920008830238,-0.00262290450074095,-0.00440696228849994,0.0046028613044256,-0.0033267458009383,0.00779193202003384,0.00866369810196588,0.00472666660034539,-0.00565780316360083,0.000612616485972901,0.0127948246061291
"INSM1",0.00549142518186308,-0.00394388636156784,-0.00280689588293189,-0.00745100648444019,0.00710186280551102,-0.00734894786981115,-0.00217754113425671,-0.00792306279517017,0.00628507726125304,-0.0121679037818977,-0.00274188797554147,-0.00269304424578951,-0.0054403220843053,-0.00488160025090339,0.00434650023961578,-0.00531664069233384,-0.00896717371822471,0.00333216882267198,-0.00846481510869085,-0.00167638463486755,-0.0101453436247343,0.00515861329622797,0.0176531153780649,-0.00177652336153111,0.00480922812195722,-0.00292919091275731,0.0102448897933838,-0.0109510266442704,0.00991664843069472,0.00792486953809599
"RARA::RXRA",-0.00898292403535731,0.0108147524269513,0.000605580282883203,-0.00233210814878518,-0.00517351534498994,-0.00892660070795205,0.00315587088562888,-0.0101032367911358,0.0155661852910724,0.0132561129998205,-0.000641121437733601,-0.00943948419709944,0.0226598097006398,0.0197000253281627,0.0140043553283812,-0.014271618387108,0.0105840124102884,-0.0170030262292455,-0.00243537754353611,0.00867364037809999,-0.0132086797836013,0.014569922363347,0.00414243162926512,0.0166152898784993,0.0110404884554448,-0.0041562653291173,0.00164546271996967,0.0181184418818394,-0.00812413164207474,0.0143771246189619
"NR4A2",0.011524,-0.00534605,0.01961,0.0123585,0.00272198,-0.00617824,-0.0025719,0.00618631,-0.00306369,0.00439738,0.00550202,-0.00452577,0.000893887,0.000509977,0.00838914,-5.16985e-06,0.0156721,0.00428795,0.00787497,0.00115816,0.0045432,0.00754526,0.00219892,-0.00458274,-0.00193496,-0.0182149,-8.63697e-05,-0.000917802,0.0051168,0.00306727
"PLAG1",-0.00388201519812051,0.0001559902468059,0.00239908413668931,0.00871873856909027,-0.00804519302739575,-0.00215188403240708,0.00129722434064258,0.00182629031677802,0.00120021484510661,0.0138529506710335,0.00108944933257547,-0.0102768086653841,0.0168626392863992,-0.00951089011834404,-0.0145176324166857,0.00779741728322113,-0.00266585788713526,-0.00423091579060611,0.000588108562393154,0.00991123386780014,-0.0129714527047482,-0.000547735153315255,0.0120733796356494,0.0143059364051756,0.0051933044283256,0.00229933931226217,-0.00214770752498033,0.0104660139009278,-0.00991486988603049,-0.0107026725760578
"ARNT::HIF1A",-0.00641828,0.0140972,0.0280973,0.00626264,-0.00236353,0.00375649,0.00203586,0.00258783,-0.00273589,-0.00101115,0.00369117,-0.0124661,0.00262642,0.00253163,-0.0109077,-0.0144593,-0.00237148,-0.00388944,-0.00470179,-0.00821752,-0.00699199,0.0117354,-0.00495597,-0.00840221,0.0183247,0.00439748,-0.00273893,0.00794095,0.0185186,5.77108e-05
"DUX4",-0.002258775,-0.007737355,-0.0008321855,-0.0210465395,-0.009525838,0.003732605,-0.004331555,-0.017645905,0.010933496,-0.00054087,-0.002630905,-0.0011738,-0.000690125,-0.00627818,-0.007443995,0.002967,-0.002803351,-0.0056628295,-0.00309429,0.0142674732,0.00607582,-0.002758715,-0.0007457125,-0.006751185,0.002455365,-0.00024952,-0.0008371605,0.001245225,0.002809099,-0.01190726
"FOS",0.0069691725,-0.0132312835,-0.00061027,-0.016217825,-0.00719566,-0.0099164095,-0.00274528,-0.011565565,0.002684625,0.016830129,-0.00705648,-0.0087226935,0.001553904,-0.006919715,0.01025122,0.002651815,-0.007088115,-0.000928435,-0.00706339,-0.0071482846,0.016185474,0.00315725,-0.0002033045,-0.011335315,-0.00190416,-0.02414779,0.009210565,0.01495593,0.00488488,-0.00760501
"FOSL2",-0.00352387,-0.00938013,-0.00061964,-0.00919322,0.0057729,-0.014185995,0.0078291705,0.006925215,-0.0028372975,0.00797778,-0.00566109,-0.015684355,0.012154341,-0.006470895,0.01419054,-0.000244875,0.002402745,-0.008973525,0.0103478935,-0.0087094641,0.008444385,0.01556137,0.000617905,-0.00098336,0.003092215,-0.01782047,-0.001105085,0.017875285,-0.002522165,-0.012332895
"FOXH1",0.023460548,-0.0048507525,-0.002022192,-0.000232,-0.005298705,-0.005595555,-0.00318421,0.00822612,-0.00778745,0.001484915,-0.002487355,0.00900395,-0.001307665,-0.00694386,0.0108010155,0.01541549,0.0086205485,3.99849999999995e-05,0.0034820511,-0.0114351869,0.00297142,0.01378864,-0.00731746,0.012323125,0.0056128905,-0.019453255,-0.006692505,0.005036815,0.008883775,-0.007431149
"JUN",-0.00463754544531911,-0.00256459126579656,-0.000978428265340217,-0.00950093755998227,-0.00999504491583705,-0.00360142312332225,-0.0053731272150769,0.00603760029760169,-0.00981044810283458,-0.0107710840911798,-0.00914260207293398,-0.00323836016189521,0.0132239733174777,-0.00537489901265751,-0.006716435554985,-0.0149410137796358,0.00490274190181127,-0.00190791817510937,0.000255314398373195,-0.018911915894518,-0.00331934437527453,0.0115558148726265,-0.0111495159677496,0.00517640461135107,0.00208028141983979,-0.0040275494229221,-0.00207507135515689,-0.00612703280110386,0.00715753803487223,0.00961696739878334
"JUN(var.2)",0.00085086455049102,-0.0124424596757561,-0.00141171998455784,-0.00528159617329161,0.00141522174980738,-0.00492855845727734,0.0076282165733404,-0.0024570585953463,-0.00697277175025829,0.0129650855152359,-0.000531569234840177,-0.00838821090523054,0.00874124862124481,-0.000145232848753796,0.00764610789963476,-0.00676556028722044,-0.0013356243972069,-0.000748150437163925,0.00314607308902768,-0.0112442004944257,-0.00313742639577864,0.00396677040510546,0.00312253837518681,0.00175970809521271,0.00518397550920279,-0.0073858906989021,0.00766319151585031,0.0129903063285909,-0.0095973872879922,-0.00648789473455578
"JUND(var.2)",-0.00326595651667318,0.00356673499265259,0.00453006191600209,-0.00329674009219408,-0.0072626159678211,-0.00129171756558085,-0.00890408304306583,0.00145120161099018,-0.00503635107843844,-0.00381862375222738,-0.0104181365474086,-0.00661005540373528,0.00711598585090154,-0.0140736947583799,-0.0040767392941173,-0.00866305509009668,0.0067078928193006,-0.00309264323039079,0.00271273384874235,-0.0161902050080605,0.000377266216500364,0.0126717000011857,-0.0152992327860959,0.00631689600332315,-0.00529918974007329,4.44978761866786e-05,0.00372507108555801,-0.00895403094476851,0.00212450090986142,0.00393649633133084
"MEF2C",0.0123286920475737,-0.0144770107886992,-0.00641863452700027,-0.0125697033835335,0.00219873792949785,-9.588014399499e-05,-0.0129676807576548,-0.0144875311233897,-0.0061814673770564,0.0108675170489882,0.00571043173030289,0.00948526082403748,-0.00786795594105928,0.00442936142507975,-0.00919808142567384,0.00914024605541848,-0.00739530455531075,0.0149996436637225,-0.00119895540893751,-0.0125798864282893,0.00123867218262319,-0.0208393316851991,0.00171937079709501,-0.00575350160434496,-0.00686850646779287,-0.00974480825715929,0.00470489336054368,-0.00418339574545757,-0.00637081572381575,0.00168662998535912
"MAF::NFE2",-0.00768029828661374,0.00374402434036559,0.0057482043138937,-0.0102976437841274,0.0237884297641353,-0.0154004134025227,0.01192909504537,0.00475811445953647,0.0149726360737685,0.0182634650714699,-0.00146236187731765,-0.0110717012031237,0.000832893829715127,-0.00431057950665569,0.00245112095671269,0.00578299856372215,0.00751447538246447,-0.00247459089144044,0.0124471441006843,0.0053728034450821,0.0048891088191784,0.0148563014519141,0.00146594690869827,-0.00102528715505096,0.0150888207889852,0.000626227200447649,-0.0142842513588274,0.0112659964689242,-0.00192744066562762,-0.00857903843012305
"NR2C2",0.00500392210079305,-0.00597874445908429,-0.024009969854215,-0.00890573537483677,0.00236829258968484,0.0080509198206913,0.00144876386036204,-0.0124471683544469,0.00151805077897678,0.00872509310354408,0.0114940564370798,-0.00396927964018427,0.006614974745612,0.00921753075124377,0.000551505812666104,0.0102877361574628,0.00172455636467484,-0.00372159844880026,0.000382348192936752,0.000555483288310278,0.000476434407027872,-0.00440965577330164,0.00922417260523945,0.0184985962241099,0.0112093041827426,0.013479618996166,0.00336848841415879,0.00945952956182349,-0.00584179530575061,0.00496378884121324
"NRF1",0.00198692,0.004052404,-0.0023611685,0.00303291,0.006032762,0.000272185,0.01036145,0.001557215,0.0034546935,-0.0009267285,-0.00472521,-0.010608582,0.006638575,0.002570895,0.002491925,-0.0021554095,0.0082013375,-0.00640007,-0.00678702,-0.012124274,0.003105145,-0.011528403,0.0116348715,0.012289775,-0.002504155,0.0028587075,0.006546465,-0.00025884,-0.0011197335,0.007044745
"POU2F2",-0.00249588756924269,0.0139346743951731,-0.0166837085643667,0.00582173207379798,0.00597580783635708,-0.010740097229437,-0.00421933793780938,0.0103302004323763,-0.00260497110420634,-0.00771784819907833,0.0154116309779304,0.00496211671667975,-0.000962363695110464,-0.014986168939124,0.0053464604367438,-0.0141634436732038,0.000467486342155041,0.00263955789937444,-0.00721636334754175,0.021508748569054,0.00125627637717869,0.000761472876339007,0.0027929845471517,0.016423894453336,-0.00403559150599595,0.0109500029869585,0.0025457783680754,0.0133627152742469,0.00484416398760577,-0.00190495184303086
"SMAD2::SMAD3::SMAD4",0.00513117070076768,-0.00893297719023634,0.00257645945184864,-0.00562942957431301,0.00137957303555001,0.00812339837659052,-4.58564892263536e-05,-0.00618044229195209,-0.00201994350642928,0.0106645357780999,-0.01145763115877,0.000307753972932937,-0.00227881746247186,0.00998198505302511,-0.0162059947860389,-0.0152055386676901,-0.0177684067174527,-0.00115897321405983,-0.00184611673240237,-0.0026799173253697,0.00970869099169159,0.00224363870728258,-0.00527233887712718,0.0167088186919682,0.000587570127305243,0.0265821790811082,0.0104941210208102,0.00259288287232571,-0.00921537967917839,-0.000458818006203622
"STAT1::STAT2",-0.00746016038928118,-0.0101416719381002,-0.00416415713770844,0.00690276225580745,-0.014163888703194,0.0056150889874616,-0.00734183384762421,-0.00593403091532935,-0.000586928326869644,0.00648894568978756,0.00381512074523338,0.00207698015218517,0.00513365533549074,-0.011389928599589,0.00573667953402053,-0.000700919596851165,0.00372195518417137,0.0096159663305593,-0.00378081934883141,-0.0146854174309785,-0.00861453094789793,0.00273690841537756,-0.00214500134966158,0.0135331395548806,0.0137399474287277,-0.00338580298435631,0.00550413297333832,-0.000572547542707263,-0.0104394593523952,-0.00472651880723271
"TCF7L2",-0.00521525962863376,-0.00779981471187343,-0.00400313296858513,-0.00440232343504474,0.0113757675841005,0.00611051761833761,0.00102785775391178,0.0206397025191408,-0.0111007523183206,0.000572559481938029,0.00491823360176815,-0.00351492597248607,0.0194271202985129,-0.0243186159375314,0.0148133718524852,0.00745907369202404,0.00769388260902313,0.0113613883036893,0.00461927390865862,0.0127352335645039,0.000475082444348947,-0.000760124351668857,0.00124730921844356,-0.00631699129472414,0.000941432510902833,0.00365699714842314,0.0025144729106543,0.00451338602765167,0.0183645225826041,-0.00996608029247851
"ZBTB33",0.00211206431579391,-0.00384111363695641,-0.000812419729642566,0.00280520573805202,0.00796237237401721,-0.011679402913011,0.00850707086970083,0.0135670343648834,-0.0062236032337512,-0.012705740121632,0.00579008129879591,-0.00571862002682902,-0.000612933239407951,0.00461721636231724,-0.0158944416869267,0.00242484946491787,-0.00664434110236671,-0.00652827850449106,0.00783273848782228,0.000316177847460096,-0.0202767950067465,6.09598170274481e-05,-0.00415440790296283,0.00535272055183623,-0.01546780173943,0.000361841742728952,-0.00183271258949801,0.0184881977486666,-0.0228695445019834,0.0109849816274789
"ELK4",-0.001178465,0.00331546,-0.003719822,0.003336435,0.0012649385,-0.01753135,-0.001016375,0.0047659985,0.001793596,-0.0041424465,-0.009067715,-0.007932345,-0.008775935,-0.003332275,-0.001730802,0.0149006995,0.00112482,0.00558151895,-0.00072189,-0.009518115,-0.01053464155,-0.001762582,0.012976895,0.001197635,-0.00808078,0.003852559,-0.003887675,0.01083057,-0.00541365,-0.004728893
"ESR2",-0.0161777666462261,-0.0121125627385837,0.00955762839476581,-0.00137544979185175,0.00397542538806228,0.00588759698077578,0.000799918081751188,0.00300217068550493,0.00494644174410379,0.0012048639932011,0.00849538593014173,-0.00654719007535389,-0.00275042440794655,-0.012891329842296,-0.00110184207071613,0.00351152763071145,0.0132088628599022,0.00561654916296475,0.00635647984093397,-0.00538922140388108,0.00950261389619924,-0.000588038307739412,-0.000934516564656828,0.00558306412134166,0.000768902964114783,-0.00663760039484301,0.00919391693796371,0.00372970083185249,-0.0012518303791609,0.00735760727859214
"IRF1",-0.0117906225609922,0.00257852416795394,-0.0186977167517521,0.0105794555482083,-0.0130291210446803,0.0131945538825954,-0.00468646035363457,0.012708935128077,-0.00501120948868235,-0.00727783230400972,-0.00665427574636038,0.00701132714415067,0.00645521770255531,-0.02686665015224,0.0161635523374695,-0.00271889672099864,0.000712590631473839,-0.00402251955328729,0.0062423315620937,-0.0141049536460909,-0.00389009454779334,0.00248080811268592,0.00408952194663473,0.0199454900023183,-0.00029831445924085,0.00599621389155145,0.00750175713554605,0.00348459029041178,0.00373860953957117,-0.00642866235829765
"STAT1",0.0018440013,0.010517285,-0.00343123,-0.00148221,0.0014579,-0.01081445,-0.00144194,0.010814035,-0.000819335,-0.002608485,0.0081774465,-0.010810885,-0.0038902715,-0.0019599885,0.006686225,0.004115455,0.00476464,-0.008199275,0.00544757,-0.008333938,0.0077606925,0.0026740665,0.0004432,-0.005931368,0.01006911,0.00029243,0.0016625515,0.001286337,0.0042809975,-0.0058979325
"STAT3",-0.005628487,-0.00080332,0.006464925,0.00080145,-0.00168153,-0.004880415,0.0053683475,-0.009438025,0.00564396,-0.003730755,0.00141816,-0.00386422,0.0055571975,0.010116835,0.003433655,0.002415785,0.0044446881,-0.0005513525,-0.00809668,-0.001283162,0.000721947,-0.004730495,0.007567845,0.007805342,0.00826373,-0.007237383,0.001042375,-0.004107624,-0.0004275445,-0.011016465
"GATA1::TAL1",0.00648474288154112,-0.00576509590581426,0.00387866394697651,-0.00812106123017725,0.0149076977726811,-0.00605394678903321,-0.00667294686584925,-0.009537188255959,0.00208674005577169,-0.00109450819114544,-0.00273749386014421,-0.00560327989287223,0.00248937203388487,-0.00131867132294194,0.00480822794497992,0.0136445280550263,0.0103446884012236,-0.00833347386185287,0.00617947802223471,-0.00988956607192376,0.00746490229223275,-0.0028233341399455,-0.00193912046328003,-0.00526346153196587,0.0124603784305585,0.0083848167211643,-0.00640665506143162,0.0149970922682122,0.00751150901134355,0.000564509137555887
"YY1",0.00750720021435555,-0.00412910926362965,0.000972300494384324,0.0136935192973143,0.00364477738691679,0.00578142978213694,0.00408955590438925,-0.00119304065298715,-0.0110802847897777,0.00714806533648931,-0.00360960850976668,0.0071688160473205,-0.00609472079432848,-0.00241273747233407,0.00286223856537501,0.00311111293127074,0.0104697836718616,-0.00210012756644848,0.00155768609677714,0.00384136488086745,-0.00090985158790871,-0.00333150426326907,-0.00158131596873617,0.0127169344966851,-0.00106086667483714,0.00247163773892939,0.00920812345920818,0.000580483246958945,0.00258992975986149,0.00188453617797064
