,SRR3986201,SRR5355290,SRR5355456,SRR5355765,SRR5355834,SRR5356155
SRR5356111,0.2082451839022422,0.012532118333284839,0.03705372492206953,0.20048119914523288,0.12777650203456106,0.41391127166261177
SRR5356137,0.21351092876916136,0.012728113413637224,0.037413520288800094,0.1993912767307193,0.1309906714667431,0.4059654893309413
SRR5355364,0.02901545291198468,0.8721034282985728,0.03908345150255667,0.01258840413363795,0.028649750655865024,0.01855951249745387
SRR5353503,0.16492205451695174,0.28372690103862586,0.21339452394893543,0.07144965969842108,0.16103522865027392,0.10547163214681372
SRR5356089,0.36295325207913115,0.015289222653113417,0.03453619960839352,0.13364155310344805,0.22237197951765375,0.231207793038265
SRR5354259,0.11559234631603127,0.49875151094188774,0.14755736146842058,0.049769662698250935,0.11452678530359182,0.0738023332718569
SRR5355599,0.0,0.0,0.0,0.9979053153692329,0.0,0.0
SRR5355247,0.0,0.9975309250665092,0.0,0.0,0.0,0.0
SRR5353758,0.1525714453665987,0.20907312957475183,0.3210408790030131,0.07165138236069518,0.1461383763848117,0.09952478731014355
SRR5356142,0.10770973317598874,0.011376462215882652,0.04234220417504121,0.5182090527772998,0.06902547863218365,0.2513370690236054
SRR5355108,0.02942340299143915,0.870309397355029,0.03962885455336052,0.012765202528764438,0.02905275610857484,0.018820386462913608
SRR5356037,0.2557154886518973,0.09093386375326287,0.13861321060070764,0.11860326776468136,0.2295153111075386,0.16661885812192137
SRR5355661,0.0,0.0,0.0,0.9935067183398395,0.0,0.0
SRR5354377,0.11594447090260379,0.49700772801830423,0.14822164936759163,0.04993149400450327,0.11486385096910641,0.0740308067379286
SRR5354364,0.1094163950070192,0.5253176831477488,0.13987761477115435,0.04711888483895876,0.10840736040860496,0.06986206182655431
SRR5355606,0.0,0.0,0.0,0.9853126774992882,0.0,0.0
SRR5355163,0.11015870267943463,0.5032034939776211,0.1594511253941107,0.04831049159436692,0.10822948070619903,0.07064670564830265
SRR5356130,0.06052733418776111,0.0,0.013759493870919277,0.09141181658044015,0.03752329173739917,0.7924933735907221
SRR5355257,0.0,0.9978546667494164,0.0,0.0,0.0,0.0
SRR3986211,0.9999999999986128,0.0,0.0,0.0,0.0,0.0
SRR5355667,0.0,0.0,0.0,0.9929679673138397,0.0,0.0
SRR5354208,0.15770606693316863,0.359558832428626,0.1579945004457657,0.06578627754509224,0.15902280804809843,0.0999315145992774
SRR5354688,0.1409489328173724,0.3939918225347777,0.17485514924740198,0.06045784854304987,0.13983562704546607,0.08991061981196179
SRR5354347,0.16031867950655482,0.3047196946323989,0.20616638439177626,0.0693454443942258,0.15696392203457185,0.10248587504049557
SRR5355117,0.03255498025096081,0.8565379792212042,0.04381534173016216,0.014122362293266476,0.03214638783767944,0.020822948666797444
SRR5355992,0.34437612790717975,0.017082961717188788,0.03550060494488009,0.12158147912121706,0.2714596554219266,0.20999917088761216
SRR5354630,0.051056398492879324,0.7750410178150826,0.06868240799888145,0.022146722852507565,0.05041710706444021,0.03265634577626607
SRR5356028,0.3660480764807065,0.015186691806136932,0.035148150732297816,0.1389562565488421,0.2128818662949237,0.23177895813709795
SRR5354720,0.12814082120653575,0.44652879229748277,0.1614340592243855,0.05507523515938865,0.12704140156799254,0.08177969054424855
SRR5355591,0.0,0.0,0.0,0.9838517486125372,0.0,0.0
SRR5355271,0.0,0.9891665289347191,0.0,0.0,0.0,0.0
SRR5354623,0.15507499908553254,0.22589718413399582,0.29771080961631996,0.071498857514471,0.1491264955214322,0.10069165412826458
SRR5354565,0.1594238611630304,0.3087125739801657,0.20456386319252343,0.06891038272402399,0.15649698371072499,0.10189233522955558
SRR5355145,0.029471759531604153,0.8700967410577519,0.03969350419925634,0.012786159406167646,0.02910052653242196,0.01885130927288079
SRR5355249,0.0,0.9959164971854926,0.0,0.0,0.0,0.0
SRR5355630,0.08392986197010849,0.010569190664106054,0.04136134374516601,0.6370117079205917,0.054697272190789105,0.17243062350923982
SRR5355601,0.0,0.0,0.0,0.9980916481277853,0.0,0.0
SRR5354603,0.20588770775299742,0.16155291388723156,0.2148678773230092,0.08719686519467322,0.19951401324248602,0.1309806225996159
SRR5354539,0.10319030019544394,0.550543559073477,0.13368046302775466,0.04452065229154151,0.1021487176549501,0.06591630775687501
SRR5354884,0.33953640244653105,0.017893080186017207,0.03609077378667484,0.12007174571460218,0.27920047220340216,0.20720752566277736
SRR5355381,0.028510659948485704,0.8743233419029631,0.038408576377683495,0.012369635764481917,0.028151076088029435,0.018236709918423098
SRR5353947,0.13918226642342255,0.4071016638921479,0.1672693190734631,0.059457135325903764,0.13829228556037343,0.08869732972472062
SRR5355580,0.0,0.0,0.0,0.9978600870357484,0.0,0.0
SRR5355254,0.02889377338002047,0.872638534878714,0.03892077396258754,0.012535670371207572,0.02852954595218833,0.01848170145535111
SRR5355162,0.028933653989419862,0.8724631530936028,0.03897409169306671,0.012552953922599737,0.028568943186067286,0.018507204115313335
SRR5356034,0.2579435141947267,0.08977441773680449,0.13499835622773265,0.11862928857279736,0.23094340808938335,0.16771101517856432
SRR5355153,0.03147064492774132,0.8610706350752089,0.042598005669816676,0.013663278418992435,0.031064029409778343,0.020133406498503374
SRR5354057,0.36880116275487257,0.015551866193997345,0.03455439226067615,0.13052894282376656,0.22524272786967647,0.22532090809701572
SRR3986189,0.9999999999999979,0.0,0.0,0.0,0.0,0.0
SRR5355675,0.0,0.0,0.0,0.9901724594202677,0.0,0.0
SRR3986103,0.2813191777752578,0.02013133372657576,0.03606347057486942,0.10025890959250085,0.39005829174890444,0.17216881658189537
SRR5354080,0.19494278025240527,0.1952155245431677,0.21449281948043739,0.08313871643967312,0.18797274258577346,0.1242374166985586
SRR5355986,0.29964706936211066,0.01833728291189751,0.03474744205102356,0.10661077835965868,0.3570446827357001,0.18361274457961416
SRR5355215,0.0,0.9963853055771402,0.0,0.0,0.0,0.0
SRR5354423,0.10457787402905178,0.5453274371385426,0.134659710027526,0.04508058593761485,0.10356554895819688,0.06678884390910958
SRR5355296,0.010964459654264447,0.9516452754816989,0.014793343989405666,0.0,0.010825096462209114,0.0
SRR5354396,0.17866199468672148,0.20795944610620357,0.24754074831557699,0.07833975878481939,0.17290414887680625,0.11459390322988863
SRR5355618,0.0,0.0,0.0,0.9827028280284142,0.0,0.0
SRR5354367,0.1367854171349267,0.4222418519160893,0.1593310542398972,0.058160905532912664,0.13640981197133845,0.0870709592048679
SRR5354652,0.16470428841049975,0.20205481059177702,0.2933474658168671,0.07513048205046129,0.15809641722455134,0.10666653590585858
SRR5356022,0.1645211851279077,0.13283133875899428,0.35725864315010697,0.08266876414769542,0.15344803049055686,0.10927203832474962
SRR5354577,0.09709847042594706,0.5763328802583223,0.12652148776532762,0.041926546087279165,0.09608350562521287,0.06203710983795514
SRR5355123,0.029518281603927547,0.869892152171341,0.039755701258150096,0.012806321256448594,0.02914648472444356,0.018881058985771623
SRR5354619,0.11404112217357391,0.5071390321125738,0.14392988651463623,0.04902333178103841,0.11308276743951191,0.07278385997870478
SRR5356032,0.25582543130047375,0.09044527904056752,0.13767102878262272,0.1198182793957025,0.2291149840464533,0.16712499743418896
SRR5354373,0.1250032272641376,0.46548043021017366,0.15209359423938912,0.053463954528895484,0.1242758169456558,0.07968297681178466
SRR5355081,0.35704350965638987,0.01654866364588719,0.03584706317623175,0.1294312218843575,0.2379134497192853,0.22321609191785302
SRR5354217,0.12277137853171495,0.46819296806518657,0.15616603834475523,0.052835993449459176,0.12165639238518619,0.07837722922373376
SRR5355797,0.15206246795882497,0.0,0.01779110771693847,0.05410999375942177,0.6734177682451775,0.09316645973915198
SRR5356091,0.5372791935862936,0.011063254198299854,0.025061147735893137,0.09741859962630256,0.1604567559575263,0.16872104889568829
SRR5355524,0.0,0.0,0.9991225111943833,0.0,0.0,0.0
SRR5354545,0.047395032703698166,0.7912964257496096,0.06363568713074526,0.020552851189500853,0.04680753980619513,0.0303124634203127
SRR5355047,0.23476402935390425,0.1355307952352892,0.15595095842453247,0.09654953720303087,0.2288620214974074,0.1483426582858476
SRR5355928,0.31936287228111715,0.017584880318568988,0.03537439481168972,0.11314930847400262,0.31942845137579134,0.195100092738834
SRR5354681,0.22465164975001353,0.17365269919212248,0.13875425133393487,0.08951997765758385,0.23256087144965282,0.1408605506167077
SRR5355115,0.029417471892164534,0.8703354803641474,0.039620925078753665,0.012762632095701054,0.029046896896994613,0.018816593672322048
SRR5354357,0.10679983814434556,0.5353073617152906,0.13787874255037913,0.04605570230352106,0.10574425369102715,0.06821410159547843
SRR5355647,0.0,0.0,0.0,0.9983222849751328,0.0,0.0
SRR5355122,0.02947713720178179,0.8700730928928061,0.039700692745568596,0.012788489944622047,0.029105839073172733,0.018854748142120167
SRR5354472,0.13038385684524892,0.43887149771161954,0.16225643770157797,0.05594526629368519,0.12936526351717476,0.08317767793072728
SRR5355646,0.0,0.0,0.0,0.9701413567262602,0.0,0.014044042675703357
SRR5356121,0.17090676985668382,0.09008937197535975,0.28349882669157833,0.16514657275840458,0.14855652983424805,0.1418019288837325
SRR5353630,0.1623821345903334,0.2042417344597997,0.2977014441997941,0.07447428571986048,0.15589866297693994,0.10530173805328763
SRR5355704,0.038872672349140595,0.0,0.019938200675592047,0.8318297385760511,0.025415673796600473,0.07889077615506561
SRR5355604,0.0,0.0,0.0,0.9899456274975993,0.0,0.0
SRR5355343,0.029493344384484456,0.8700018179170084,0.03972236178234549,0.012795513903072375,0.029121849761461868,0.018865112251709414
SRR5355926,0.14322518336893267,0.14499424461566687,0.4087355359554375,0.07300928578855718,0.13458450186590232,0.0954512484055151
SRR5354335,0.16666112434352753,0.2582479095978396,0.23349507965194943,0.0730548994793962,0.16165080591452502,0.1068901810127812
SRR5355892,0.3487160591181969,0.016203876602642685,0.0346076018252731,0.12467286946653527,0.260085436560259,0.21571415642709746
SRR5354596,0.1373901967341513,0.41661658322711675,0.16315169405704855,0.05857955600593379,0.13674762133700719,0.08751434863877491
SRR5353393,0.15562106694165612,0.20990839185537719,0.31155095702646274,0.07244474041660527,0.1491835000088209,0.10129134375109095
SRR5356060,0.3549987209197838,0.015014461927355026,0.035120528325795604,0.1415958815367506,0.21058906829476226,0.2426813389955574
SRR5354432,0.11979632906328022,0.481536346161738,0.15192549790092924,0.051533278808898214,0.11873862740950525,0.0764699206556859
SRR5356066,0.2859364796133655,0.015405458319622463,0.04234708662141882,0.19437152871117935,0.17552417934727912,0.2864152673871383
SRR5356094,0.35203006352111066,0.018440539166431253,0.038383531412808904,0.12647574623621455,0.24662901820634262,0.21804110145709685
SRR5354516,0.0886752293483133,0.6081189536280507,0.12044184025805489,0.038518656923575624,0.08750822428345367,0.05673709555859441
SRR5353658,0.1595596569818835,0.2060159981283006,0.3040304369016967,0.07365563160012556,0.15310086435203638,0.10363741203597227
SRR5355188,0.029410889893806066,0.870364425842651,0.03961212536606011,0.0127597795731115,0.02904039467702199,0.018812384647433875
SRR5355950,0.2880605884669625,0.053089952511257324,0.1043511958668423,0.10934678391037811,0.26624065892027804,0.1789108203242884
SRR5355775,0.1036342177592763,0.0,0.012042297372516744,0.036875948488333116,0.7775801570933066,0.06350626756162012
SRR3986207,0.9999999999999989,0.0,0.0,0.0,0.0,0.0
SRR5355946,0.3315333117648061,0.018353986152569335,0.0362747977009337,0.11757744707138415,0.2934895767696684,0.20277088054064218
SRR5353964,0.011471087475311477,0.9493819131700099,0.015505520040377533,0.0,0.01132390900962412,0.0
SRR5354699,0.1389935783092101,0.15164278725837052,0.41490569793636367,0.07083949446337118,0.13099985725622748,0.09261858477646859
SRR5354524,0.09705970965255525,0.5764805470044908,0.1264921859726196,0.04191081145196794,0.09604404313265838,0.06201270278575215
SRR5354457,0.15776424657317262,0.2155496447133372,0.3000450442846932,0.07268976110366974,0.15152841775614312,0.10242288556899974
SRR5354404,0.1794542217844646,0.29267047385038764,0.15881523364173472,0.0738557714290962,0.18185100925872885,0.11335329003561116
SRR3986108,0.21901118509318007,0.14607723830599254,0.18938747482507906,0.0903972875788775,0.21666271509937743,0.1384640990975057
SRR5356052,0.23683111765242226,0.10236226807570416,0.1724650364331934,0.11486147262233976,0.21739088081624405,0.1560892244001055
SRR5355210,0.0,0.9954249175281021,0.0,0.0,0.0,0.0
SRR5355200,0.0,0.9961511247909222,0.0,0.0,0.0,0.0
SRR5356113,0.2165516594194741,0.012500151148380113,0.03622444130340241,0.1911279177772998,0.13203499928220072,0.41156083106924496
SRR5355931,0.3045450213747385,0.017785031157149446,0.03490241698544578,0.10809919476099886,0.3484444190820759,0.18622391663959575
SRR5354225,0.1388733827438114,0.4045871141995473,0.1707306798392289,0.05951216222673342,0.1377288879209332,0.08856777306977641
SRR5354395,0.20962320243936927,0.2183570699440757,0.13956592958876787,0.08386210999834491,0.217053727125586,0.1315379609038747
SRR5354355,0.12855573088268624,0.41913796021924216,0.1872308594171368,0.05644364334703073,0.1261628889884812,0.0824689171454532
SRR5354591,0.1632923822298017,0.19688423287063953,0.3021945312193982,0.07520714061994405,0.1564163100555666,0.10600540300466292
SRR5355558,0.06670061663592482,0.05848496581964271,0.7089191433774682,0.05401689463814715,0.06051481081278971,0.05136356871603078
SRR5355571,0.0,0.0,0.9930355345373181,0.0,0.0,0.0
SRR5354059,0.3048965135495304,0.0444564685060195,0.0735222602419079,0.11218037628053525,0.27675153041374806,0.18819285100826497
SRR5355820,0.1845802297139007,0.011743059521672783,0.02188826397195929,0.0656909320605807,0.6030357731095994,0.11306174162228905
SRR5354671,0.10922479124636669,0.526228031224655,0.13955362254508957,0.04703247944774951,0.10822274978612159,0.0697383257500583
SRR5356154,0.0,0.0,0.0,0.0,0.0,0.982289244754327
SRR5355973,0.31478675133864986,0.01790230170425854,0.03588712397831044,0.11159379032988258,0.32755358295886233,0.1922764496900399
SRR5355098,0.37385554376184094,0.015380516391180581,0.033923195422042966,0.1272945390047074,0.22926836592072847,0.22027783949950502
SRR5354277,0.11027646819358693,0.5217261772433609,0.140839310184935,0.04748277980832081,0.10926635894729651,0.07040890562253958
SRR5354375,0.12724048663563314,0.4479444436627339,0.1627537705258177,0.054805849590099376,0.12600829964781277,0.0812471499379373
SRR5354629,0.12917695867516363,0.41633815733226837,0.18812675822122624,0.056715676303980875,0.12677528875303684,0.08286716071435435
SRR5353998,0.1595509189387677,0.27827948540317754,0.23438009401499624,0.07034565382119823,0.15497472116202016,0.10246912665986119
SRR5354815,0.13616365809467762,0.4095017094732061,0.17402781140876278,0.05866401480415322,0.13469138086159546,0.08695142535763599
SRR5356018,0.24496775957246272,0.11116553231477753,0.15899301124317608,0.1006210069822749,0.2294106394165642,0.1548420504707544
SRR5353539,0.16306471634771053,0.20632283685379152,0.29371239389268555,0.07454383536594873,0.15669791539034494,0.10565830214953388
SRR5355754,0.0,0.0,0.0,0.9985421204394755,0.0,0.0
SRR5354261,0.13049880176549827,0.41076271719574026,0.1896728176594616,0.05728033219287859,0.12807567696768424,0.08370965421876712
SRR5355225,0.03146996141564601,0.8610736610580978,0.042597072040087204,0.013662981271602391,0.03106335513467065,0.020132969079936922
SRR5354366,0.13179836329237202,0.435832593973058,0.16097815107977467,0.05640442063011347,0.13095941492375038,0.08402705610096488
SRR5355962,0.3130802616130674,0.018847942290861154,0.03752286198521673,0.11120111763205959,0.32799648503107337,0.19135133144772581
SRR5355266,0.0,0.9962839350456487,0.0,0.0,0.0,0.0
SRR5354657,0.15464670781074702,0.21139060825262462,0.3129019358042011,0.07209776841196638,0.148269082300098,0.10069389742037653
SRR5356040,0.2581242589920312,0.09304643728788453,0.13718999591918032,0.11164188629098067,0.2348491979950214,0.16514822351491099
SRR5355135,0.02910222189311596,0.8717218468056445,0.03919945596781715,0.012626008281030002,0.028735467943479184,0.018614999108985366
SRR5355610,0.0,0.0,0.0,0.9985806104908979,0.0,0.0
SRR5355033,0.33247492443303994,0.022952779396533497,0.04360519793460613,0.11891009087746954,0.2780993437508231,0.20395766360753312
SRR5355205,0.0,0.9862836155149982,0.0,0.0,0.0,0.0
SRR5355091,0.35570959632150395,0.01613400891772598,0.03484247153710962,0.12706818317012186,0.2463576436838393,0.21988809636970397
SRR5356058,0.24477401976898638,0.09498519983692195,0.16064199849978397,0.11433794553836206,0.22550854749925606,0.1597522888566984
SRR5354599,0.16581645314584095,0.19069767807207672,0.30096883913631656,0.07621627134499642,0.15870863051761291,0.10759212778316946
SRR5355055,0.5425896113648936,0.010936284209097445,0.02477353312074429,0.09630060044604836,0.15861520325292722,0.16678476760629263
SRR5355218,0.029385982640781346,0.8704739598049968,0.03957882595423861,0.012748985206692145,0.02901578931720625,0.018796457076167
SRR5354526,0.13668415466319872,0.421417453820919,0.16046763480449217,0.058179767597670934,0.13622218809656944,0.08702880101718273
SRR5353757,0.1569516773956578,0.20792090870447055,0.30966917274927497,0.07285280404350782,0.1505218043157965,0.10208363279130728
SRR3986206,0.9999999999999983,0.0,0.0,0.0,0.0,0.0
SRR5354886,0.35972001724740416,0.01640114479030831,0.03459444691057577,0.12352319887737553,0.2523788858401077,0.21338230633423388
SRR5354247,0.030141494220136372,0.8671514699664605,0.04058889360640247,0.013076410516898599,0.029762143729733577,0.019279587960439156
SRR5355635,0.08794554564614095,0.010946328152115815,0.04270354497054865,0.6197807836971374,0.0572472948320788,0.18137650270198
SRR5355285,0.0,0.9853092480361605,0.0,0.0,0.0,0.0
SRR5354274,0.02884444204199404,0.8728554778931971,0.03885482119755499,0.012514291039298096,0.028480812539663693,0.018450155288360987
SRR5354328,0.09970246133820013,0.5652964940149883,0.1295938586617428,0.04303595469774733,0.09867574272607485,0.06369548856128983
SRR5354613,0.030199217746167444,0.8668976213102895,0.04066606573951054,0.01310142685462916,0.029819167633275877,0.019316500716198594
SRR5355080,0.34830999360654735,0.016270575238624324,0.03465206567402169,0.12441362615641287,0.26112349807565355,0.21523024124874468
SRR5355132,0.05299475934478912,0.7667700371745385,0.07102421142299487,0.022975090129932416,0.052344185393116,0.033891716534688816
SRR3986159,0.9999999999999983,0.0,0.0,0.0,0.0,0.0
SRR5356114,0.3011882484463967,0.015456904515396375,0.041243097358698896,0.18427236383125023,0.183430936799581,0.2744084490486801
SRR5355028,0.3565407385175469,0.016152247882493212,0.034978460507612406,0.12770822047948274,0.24364480981279146,0.22097552280007787
SRR3986089,0.19290421877082517,0.19962302601186116,0.21596635111320053,0.08240811764758993,0.18611284728277633,0.12298543917376265
SRR3986157,0.9999999999999983,0.0,0.0,0.0,0.0,0.0
SRR5355622,0.0,0.0,0.0,0.974050292719069,0.0,0.012206939050416053
SRR3986193,0.9999999999999979,0.0,0.0,0.0,0.0,0.0
SRR5355841,0.0261302647391435,0.0,0.0,0.0,0.9439182323756172,0.016012435169268466
SRR5354522,0.20088612341321685,0.15747777278690928,0.23309230644430082,0.08622123838670184,0.19412220343982836,0.12820035552905548
SRR5356128,0.3046136739172952,0.01415960178210509,0.03609473515998077,0.16348927803258428,0.18013630173767659,0.3015064093703621
SRR3986075,0.16207998225161643,0.14040031615507945,0.3598708246497957,0.07883130674856091,0.1521096243384409,0.10670794585651729
SRR5356108,0.1482945126339003,0.014017142654080886,0.050060234815146216,0.38021707469147364,0.09421391660171764,0.3131971186036838
SRR5354541,0.16556931426373778,0.1936608181576781,0.29880307196577954,0.07594295703489529,0.15864952143405148,0.10737431714387204
SRR5355136,0.0,0.9689380750938182,0.0,0.0,0.0,0.0
SRR5354106,0.03631890955529395,0.03474590222638059,0.8417075527304584,0.026856293313100934,0.03328792030077398,0.027083421873993152
SRR5356088,0.3442591291754966,0.015836381344387192,0.036442589429561655,0.1426271977359349,0.2235200699744546,0.23731463234016942
SRR5356141,0.34606326851998226,0.021036448459028863,0.04195967821653702,0.12556199921057898,0.2503555242873525,0.2150230813065255
SRR5354413,0.11798290697908573,0.4926572284179347,0.14636466150011568,0.050594711513876914,0.1171449651883048,0.07525552640072047
SRR5353384,0.16102441661778,0.20073224684548835,0.3049629302470514,0.07439054684527806,0.15427810179572243,0.10461175764869277
SRR5355194,0.02946498238971489,0.870126544724747,0.03968444358124923,0.012783222311288924,0.02909383153472366,0.018846975458358405
SRR5354713,0.1184376148028394,0.4858878868969696,0.15171274287570596,0.051020071246959495,0.11731364542662365,0.07562803875093914
SRR5353395,0.16583169324020317,0.19129415367891664,0.3003454423647374,0.0761674788124122,0.15877926544753893,0.1075819664562045
SRR5356101,0.21302176802256298,0.016365450534399268,0.0537238084320974,0.2781920125565312,0.13357042368407132,0.30512653677034096
SRR5355987,0.36274304050957806,0.015296846583056526,0.03449453885916175,0.13328124802333613,0.2231727158946069,0.23101161013026536
SRR5355894,0.323744801694529,0.030667800175944948,0.0577771734014344,0.11743680998771797,0.2709285094366553,0.19944490530372333
SRR5355628,0.0,0.0,0.0,0.9983116387084682,0.0,0.0
SRR5355386,0.029396089115463993,0.8704295148518228,0.03959233764686406,0.012753365174515117,0.029025773295407443,0.018802919916007636
SRR5353991,0.0,0.9737796994866221,0.0,0.0,0.0,0.0
SRR5353949,0.15956265581497867,0.20380259476138157,0.30617439955274034,0.07383438298768918,0.15292304003288995,0.10370292685033383
SRR5355913,0.31161670478626396,0.01772652592884552,0.03541723225155493,0.11049127718233935,0.33435708776903916,0.19039117208196144
SRR5355783,0.14618952300489796,0.0,0.01701231114346561,0.05201679346540648,0.6862136655746671,0.08957736095793153
SRR5354587,0.09828128080239759,0.5713777540368347,0.12785975814762998,0.042427759111066665,0.09726402172759299,0.06278942617452216
SRR3986123,0.9999999566818777,0.0,0.0,0.0,0.0,0.0
SRR5355974,0.3155741307263838,0.017888803099560414,0.03588865947946515,0.11185955684402743,0.3260424884427429,0.19274636140782408
SRR5355113,0.02940760348856234,0.8703788783793198,0.039607731651468095,0.01275835530274568,0.02903714810529168,0.018810283072697005
SRR5355936,0.3289271866934774,0.01932657973151553,0.03740991301586247,0.11685238646602203,0.2961951227781917,0.20128881131493537
SRR5354268,0.0995411592086743,0.5661043131094841,0.12928072923279024,0.042961415814295426,0.09852169796696687,0.06359068466783235
SRR5355810,0.2549762716622914,0.08842003775316569,0.12458902249714553,0.09908269237624859,0.27383642148300136,0.15909555422815538
SRR5356144,0.042279652009447784,0.0,0.0,0.06591348024436491,0.026235499422545012,0.8527609515378678
SRR5354527,0.08871284872788333,0.6117157954240263,0.11678367115772313,0.03836137214150809,0.08772700977320981,0.056699302775695334
SRR5355121,0.02942191819885507,0.8703159269594709,0.039626869508091064,0.01276455904701754,0.029051289311343587,0.018819436975304978
SRR5354601,0.12747607983092984,0.4511078323067896,0.15901323940454504,0.05474105069477395,0.12632287007877355,0.08133892768422257
SRR5355038,0.2833621589750222,0.06035711091424896,0.06811284571307226,0.10404411945602572,0.3097841121217967,0.17433965281984118
