,0
SRR5355030,0.6293386992932035
SRR5355896,0.4902431079812773
SRR5354664,0.5314498090500287
SRR3986165,0.8812609720115563
SRR5355015,0.6018357720256939
SRR5355598,0.7276566066648958
SRR5355559,0.49483214868363085
SRR5355139,0.7069713106420838
SRR5354249,0.47165684884649867
SRR5355940,0.4925592676910907
SRR5355935,0.47635147470277056
SRR5355138,0.6937702290417589
SRR5356122,0.5191276521144821
SRR5355616,0.7453630809849124
SRR5355086,0.46990079947187935
SRR5356035,0.5371618772817337
SRR5355212,0.7750126834594909
SRR5356012,0.5137001814873805
SRR5355961,0.5038445949664334
SRR5354241,0.5221324021563405
SRR5354696,0.5041943745921275
SRR5354102,0.4546073545346145
SRR5355155,0.7681898236331179
SRR5354558,0.47493850906283097
SRR5354845,0.5450599624850774
SRR5355897,0.5266904841735042
SRR5354151,0.4084359421107306
SRR5355582,0.7556830034061085
SRR5356120,0.5501397147627517
SRR5354506,0.42066854210258675
SRR5354376,0.44864889921523965
SRR5354182,0.4438333682898188
SRR5355187,0.7051750085169483
SRR5354501,0.4240206053064484
SRR5355670,0.7577356619877933
SRR5356123,0.748330058945809
SRR5355613,0.7326531508854373
SRR5355901,0.5051447455826996
SRR5355203,0.8046631721530716
SRR5356003,0.5207751332835505
SRR5354707,0.47337649950097943
SRR5354356,0.47066996692637986
SRR5354840,0.503800001765206
SRR5355652,0.7650474876910166
SRR5356111,0.6590595439165013
SRR5356137,0.6141101998684088
SRR5355364,0.782876983672165
SRR5353503,0.4167750328851661
SRR5356089,0.5447625258353804
SRR5354259,0.47235292273639456
SRR5355599,0.7596928154720133
SRR5355247,0.8601362116063579
SRR5353758,0.36036949013619657
SRR5356142,0.7116019670999096
SRR5355108,0.7745258862903467
SRR5356037,0.43923566712037837
SRR5355661,0.7386272040181818
SRR5354377,0.4939222342433742
SRR5354364,0.46078750183203004
SRR5355606,0.7326443450803078
SRR5355163,0.5824327965334289
SRR5356130,0.7414607370395627
SRR5355257,0.8580258772637245
SRR3986211,0.8772072375396118
SRR5355667,0.7411920387745445
SRR5354208,0.4385832957336259
SRR5354688,0.48914100529760707
SRR5354347,0.41378165420458857
SRR5355117,0.7070319709972213
SRR5355992,0.5214948245766082
SRR5354630,0.6272003591063297
SRR5356028,0.565782237081505
SRR5354720,0.47998670880107824
SRR5355591,0.7288770721779465
SRR5355271,0.8258454077913201
SRR5354623,0.41193426007744527
SRR5354565,0.3794526449367359
SRR5355145,0.7790217290167912
SRR5355249,0.8281524168780523
SRR5355630,0.6945726079521494
SRR5355601,0.760635662159473
SRR5354603,0.38516878162169926
SRR5354539,0.4826366056351906
SRR5354884,0.5022829090652873
SRR5355381,0.7370762053497669
SRR5353947,0.414775104356002
SRR5355580,0.759191665924065
SRR5355254,0.7968023818112653
SRR5355162,0.7798577131655089
SRR5356034,0.46895500436851595
SRR5355153,0.6565167062211683
SRR5354057,0.5279626042459702
SRR3986189,0.927462346656677
SRR5355675,0.7327539619113038
SRR3986103,0.49408871905365076
SRR5354080,0.4585890089970893
SRR5355986,0.5266422087567442
SRR5355215,0.824969601353043
SRR5354423,0.4642081535078208
SRR5355296,0.8032302789797311
SRR5354396,0.36122458546023595
SRR5355618,0.7328579203479301
SRR5354367,0.43132548538057286
SRR5354652,0.38314598674838185
SRR5356022,0.46537984722617937
SRR5354577,0.5055947991692393
SRR5355123,0.7553059881663912
SRR5354619,0.4526201530018023
SRR5356032,0.5194233973888311
SRR5354373,0.47415342019946555
SRR5355081,0.5249522644698871
SRR5354217,0.46851983140912035
SRR5355797,0.5218122882989512
SRR5356091,0.6526671445479543
SRR5355524,0.7305835800270806
SRR5354545,0.6176992260806622
SRR5355047,0.4191228029590932
SRR5355928,0.5334131400591081
SRR5354681,0.42168847827668127
SRR5355115,0.7996407640667658
SRR5354357,0.5264508249099695
SRR5355647,0.7628039797883748
SRR5355122,0.7477384727256263
SRR5354472,0.4536558405554236
SRR5355646,0.7119562393798844
SRR5356121,0.4938018138674658
SRR5353630,0.3842961809400795
SRR5355704,0.6896365004414186
SRR5355604,0.7353449567755787
SRR5355343,0.7406708241099338
SRR5355926,0.47039947156180656
SRR5354335,0.43177928210077693
SRR5355892,0.520079812841252
SRR5354596,0.41268362266906233
SRR5353393,0.2943336649392505
SRR5356060,0.565962089766471
SRR5354432,0.46927691362526885
SRR5356066,0.5718109065203025
SRR5356094,0.5034994559264657
SRR5354516,0.5972145874279573
SRR5353658,0.3759757867487726
SRR5355188,0.8139473585126732
SRR5355950,0.46172403356710295
SRR5355775,0.5900190317537254
SRR3986207,0.940925203005109
SRR5355946,0.5010483877925093
SRR5353964,0.7077768194859803
SRR5354699,0.45768487784237527
SRR5354524,0.4788133526634828
SRR5354457,0.40563503341868345
SRR5354404,0.38739385665278747
SRR3986108,0.3778818831706486
SRR5356052,0.4683909651988991
SRR5355210,0.8280243754619347
SRR5355200,0.8162321940332016
SRR5356113,0.6119464923928492
SRR5355931,0.5047888725505507
SRR5354225,0.4141872116388841
SRR5354395,0.44744400229699066
SRR5354355,0.5121347863559478
SRR5354591,0.2734143939430683
SRR5355558,0.5801182908034055
SRR5355571,0.6711196798304346
SRR5354059,0.4413637484420675
SRR5355820,0.5281880753415461
SRR5354671,0.4807542907970095
SRR5356154,0.9097801601759035
SRR5355973,0.5760360776309514
SRR5355098,0.545215618864421
SRR5354277,0.479756820992434
SRR5354375,0.4996162695025863
SRR5354629,0.5349338787040645
SRR5353998,0.4333052365036105
SRR5354815,0.4452261297249478
SRR5356018,0.45035707163826433
SRR5353539,0.3592020689640358
SRR5355754,0.7647285919777159
SRR5354261,0.5139608856278383
SRR5355225,0.646512678066905
SRR5354366,0.4518213327590579
SRR5355962,0.5301230259607851
SRR5355266,0.8344640738370714
SRR5354657,0.3249345859995158
SRR5356040,0.4508551808339636
SRR5355135,0.7888031773413585
SRR5355610,0.765135766085807
SRR5355033,0.48762375658026785
SRR5355205,0.8181032531059049
SRR5355091,0.5256160241063925
SRR5356058,0.5087184704440189
SRR5354599,0.27900901216266594
SRR5355055,0.6608699753953708
SRR5355218,0.7981887752679665
SRR5354526,0.4888581164249442
SRR5353757,0.4046200844340978
SRR3986206,0.933334463861438
SRR5354886,0.5258167053699551
SRR5354247,0.716938172281598
SRR5355635,0.6666818914665357
SRR5355285,0.8308637860977303
SRR5354274,0.7601034520482548
SRR5354328,0.4876503909821647
SRR5354613,0.7220276627627201
SRR5355080,0.535483993606783
SRR5355132,0.5788605673560604
SRR3986159,0.9420744738410001
SRR5356114,0.5340294769435837
SRR5355028,0.5311626870783585
SRR3986089,0.46435141513532757
SRR3986157,0.9395044075736134
SRR5355622,0.7225922795684372
SRR3986193,0.9253242196926544
SRR5355841,0.6062160656043847
SRR5354522,0.3498960609324751
SRR5356128,0.5756618071787827
SRR3986075,0.3963080070630874
SRR5356108,0.6409644837856012
SRR5354541,0.31774432331375846
SRR5355136,0.7307646827020936
SRR5354106,0.5757833248781579
SRR5356088,0.558073598413763
SRR5356141,0.5473620071231435
SRR5354413,0.551090677779761
SRR5353384,0.27698344889828264
SRR5355194,0.7516255560232844
SRR5354713,0.5026139849099279
SRR5353395,0.3194631729155263
SRR5356101,0.5881478970042094
SRR5355987,0.5615661189763099
SRR5355894,0.48634261033141307
SRR5355628,0.7627434244566049
SRR5355386,0.7810165870660294
SRR5353991,0.7824388292093746
SRR5353949,0.2660798250533834
SRR5355913,0.538225202954091
SRR5355783,0.5510719822209857
SRR5354587,0.5051151131967148
SRR3986123,0.8574407402260346
SRR5355974,0.5532627473619302
SRR5355113,0.8328765845391358
SRR5355936,0.48217207483708924
SRR5354268,0.5129219560154233
SRR5355810,0.4666959468042994
SRR5356144,0.7702694109468156
SRR5354527,0.5378853162519707
SRR5355121,0.7938403686545082
SRR5354601,0.4069778989087091
SRR5355038,0.4353209300239169
SRR5354683,0.46081483944297225
SRR5354661,0.46178276383227884
SRR3986122,0.9148808498653636
SRR3986158,0.8762893886201302
SRR5355719,0.7580616324210276
SRR5355919,0.49954557933723864
SRR5355158,0.7699508284512641
SRR5354204,0.42835250355951965
SRR5353407,0.26434192951656804
SRR5355981,0.5798830172233665
SRR5353460,0.2809226307753998
SRR3986152,0.8910900325106046
SRR5354466,0.42660517933952685
SRR5355949,0.5158210876387561
SRR5355954,0.5223139266252808
SRR5355069,0.593622329419454
SRR5354680,0.42930122363882395
SRR5355234,0.7806695000602151
SRR5354548,0.5060511992263156
SRR5353887,0.3740099064149542
SRR5356153,0.9771539189229537
SRR5355492,0.6973714647593868
SRR5355253,0.8440046003820812
SRR5355774,0.5523569656356079
SRR5355064,0.5167843256741442
SRR5355281,0.9135020456985935
SRR5356044,0.49022096825989486
SRR5354579,0.5064351959949732
SRR5355794,0.5361862192873805
SRR5355889,0.4843094244732878
SRR5355739,0.7584532188246241
SRR5355857,0.4870844862243184
SRR5355886,0.5828437715419971
SRR5353553,0.31340425297128244
SRR3986208,0.8863276108266809
SRR5355042,0.49322288876462067
SRR5354584,0.4919988146245338
SRR5355106,0.6252505213367003
SRR5355645,0.75277465086667
SRR5355762,0.7004680987913403
SRR5355592,0.745174365367208
SRR5355190,0.8342236924372519
SRR5355243,0.8455928371072227
SRR5355244,0.8608908271267134
SRR5355856,0.6620140042451519
SRR5355199,0.7897876708117217
SRR5354143,0.4870036190242707
SRR5354420,0.5266560538218616
SRR3986035,0.4987692466057168
SRR3986132,0.798295511793422
SRR5355305,0.6862549411338393
SRR5355858,0.5555045645678504
SRR5355921,0.5593054192297255
SRR5355059,0.4356935165239211
SRR5354051,0.46890789643698244
SRR5353541,0.30839092480901903
SRR5355624,0.7311612793031632
SRR5354818,0.5498033254119234
SRR5355095,0.5625778395327359
SRR5355560,0.4713089579687106
SRR5355587,0.7332876567819313
SRR3986094,0.44672817264365017
SRR5355753,0.7201168694918483
SRR5355859,0.643868675294019
SRR5355875,0.5012618179511865
SRR5355267,0.756361888095326
SRR5353441,0.31285634076056984
SRR5355496,0.7164839046790152
SRR5355871,0.5144281856657423
SRR5354022,0.5194870675313934
SRR5355876,0.5030600598428542
SRR5356134,0.6804233815972203
SRR5355031,0.28114033186563936
SRR5355237,0.8261262422638768
SRR5355887,0.44539767043180883
SRR5354614,0.34035065604365616
SRR5355958,0.5256630850086897
SRR5354531,0.746364980131568
SRR5354593,0.41560210506153555
SRR5356087,0.5793093925154021
SRR5354478,0.49885349621845265
SRR5355666,0.7573603939955181
SRR5354474,0.47083232340884823
SRR5354755,0.5027817727549796
SRR5355908,0.52781333832131
SRR5354507,0.5098869371351261
SRR5354448,0.4976957965406007
SRR5355251,0.9105766932502645
SRR5355057,0.5785969154881808
SRR5355481,0.7377309084632334
SRR5356016,0.4532797108770777
SRR5355157,0.754413633826774
SRR5355975,0.5185188525712329
SRR5354887,0.5432668188693742
SRR5353478,0.30954047698634074
SRR3986175,0.9348615922106078
SRR5354479,0.564141721776138
SRR5355968,0.5723364404429316
SRR5356095,0.5415750209259582
SRR5354385,0.5018700212765983
SRR3986039,0.39311628204679633
SRR5355211,0.8535804865888412
SRR5356059,0.5294688922775705
SRR5355260,0.7577910968203605
SRR5355032,0.5013363051091022
SRR5355084,0.5083891541855181
SRR5355075,0.5275782009994422
SRR5356092,0.5885682782895459
SRR5355837,0.6178354772566254
SRR3986133,0.942355858246477
SRR5354215,0.4419406433773806
SRR5356148,0.930832410100729
SRR3986041,0.41038002107757915
SRR5355941,0.5031088896620455
SRR5355807,0.5477983715466058
SRR3986120,0.40665217160604306
SRR5355245,0.9196481609291377
SRR5355118,0.6631517325637635
SRR5354410,0.4842847596797985
SRR5354701,0.3061054960446415
SRR5354456,0.46492384960201655
SRR5355085,0.4603049287861697
SRR5355067,0.5558058691152552
SRR5353540,0.3545450992728909
SRR5354717,0.5440739983732843
SRR5355523,0.7207549262454829
SRR5354824,0.5293937462248949
SRR5356117,0.6523560509826045
SRR5353596,0.2432396465428976
SRR5356098,0.47170814851706183
SRR5354406,0.5454175056324605
SRR5353409,0.24475912191598298
SRR5354397,0.5048686418289243
SRR5356149,0.8617736769572947
SRR5354416,0.4112857157492471
SRR5354402,0.45733355211665044
SRR5354783,0.47714093223634424
SRR5355898,0.5151907067331286
SRR3986109,0.34159626720116
SRR5354631,0.3121826510752011
SRR3986111,0.3302044523961229
SRR5356147,0.9859159982279363
SRR5355870,0.4711258876413739
SRR5356106,0.6209212026122632
SRR5353634,0.2670846448660272
SRR5353516,0.35947771043230614
SRR5355708,0.6711133732141004
SRR5354628,0.488650557467406
SRR5355246,0.915624295454202
SRR5356139,0.7026148825531864
SRR5354481,0.4020371485534074
SRR5355751,0.7175327354266957
SRR5355229,0.765191265534354
SRR5355275,0.8526829497774013
SRR5354313,0.47665034762976927
SRR5353835,0.4559048611532113
SRR5354387,0.4720971425790517
SRR5355062,0.44724258341418327
SRR3986180,0.8834265624989686
SRR5356007,0.5271529405023125
SRR5355261,0.6371212840933625
SRR5354287,0.7282260751379113
SRR5355679,0.7330038855028621
