,0
GSE96769#SRR5355645,0.9057816190051924
GSE96769#SRR5355762,0.8976092652929393
GSE96769#SRR5355592,0.9375891904319411
GSE96769#SRR5355190,0.8344289949632978
GSE96769#SRR5355243,0.9086787509399884
GSE96769#SRR5355244,0.8994608989104311
GSE96769#SRR5355856,0.5678816081015351
GSE96769#SRR5355199,0.8292735947201892
GSE96769#SRR5354392,0.44903421235984536
GSE96769#SRR5354143,0.5480332685204287
GSE96769#SRR5354420,0.47438694869998077
GSE96769#SRR5355305,0.7795712041915789
GSE96769#SRR5355858,0.5430636863577902
GSE96769#SRR5355921,0.5450698061427814
GSE96769#SRR5355059,0.5627892576108012
GSE96769#SRR5354051,0.6263739483195466
GSE96769#SRR5353541,0.4244869121195629
GSE96769#SRR5355624,0.9417444372873868
GSE96769#SRR5354818,0.5918527071147653
GSE96769#SRR5355095,0.5643472099676832
GSE96769#SRR5353441,0.5045352586151713
GSE96769#SRR5355560,0.7894015644182073
GSE96769#SRR5355587,0.9445536817394317
GSE96769#SRR5355753,0.9074094146892795
GSE96769#SRR5355859,0.5662046678134423
GSE96769#SRR5355875,0.5512357380130583
GSE96769#SRR5354308,0.620210738154735
GSE96769#SRR5355267,0.8325473536462493
GSE96769#SRR5354582,0.4246290220686018
GSE96769#SRR5355871,0.5989706209905787
GSE96769#SRR5354022,0.5571503426416764
GSE96769#SRR5355876,0.5761349153241284
GSE96769#SRR5356134,0.6425113378717846
GSE96769#SRR5355031,0.6001240376589235
GSE96769#SRR5355237,0.9209749613491488
GSE96769#SRR5355887,0.7145459291646858
GSE96769#SRR5355958,0.5278952008853756
GSE96769#SRR5354531,0.7169064753770275
GSE96769#SRR5356087,0.5773061194789266
GSE96769#SRR5354478,0.5536665163411828
GSE96769#SRR5355666,0.9324240455273659
GSE96769#SRR5354474,0.482835786788283
GSE96769#SRR5354755,0.48801844930150784
GSE96769#SRR5355908,0.6031413068637392
GSE96769#SRR5354507,0.580949461232221
GSE96769#SRR5354448,0.5537550554961246
GSE96769#SRR5355251,0.9163764285295968
GSE96769#SRR5355057,0.5481432998780885
GSE96769#SRR5355481,0.7907669826591693
GSE96769#SRR5356016,0.579884159500205
GSE96769#SRR5355157,0.8467071400073505
GSE96769#SRR5354388,0.5040003788737714
GSE96769#SRR5355975,0.6238644274775742
GSE96769#SRR5354887,0.5410406666704596
GSE96769#SRR5353478,0.4991944756761806
GSE96769#SRR5354479,0.5622349162559195
GSE96769#SRR5355968,0.5632797031508726
GSE96769#SRR5356095,0.5763710657181904
GSE96769#SRR5354385,0.5261733512699603
GSE96769#SRR5355211,0.8442121354016746
GSE96769#SRR5356129,0.7291978168099634
GSE96769#SRR5356059,0.6513128144312867
GSE96769#SRR5355260,0.8833343760956207
GSE96769#SRR5355032,0.5607457108819989
GSE96769#SRR5355084,0.5415536254725098
GSE96769#SRR5355075,0.5574592334241021
GSE96769#SRR5356092,0.5636608175837695
GSE96769#SRR5355837,0.5216895932529583
GSE96769#SRR5354215,0.5057930534481718
GSE96769#SRR5356148,0.5820160155015139
GSE96769#SRR5356149,0.5936915837360044
GSE96769#SRR5355941,0.5496185939022229
GSE96769#SRR5355807,0.5395648992138874
GSE96769#SRR5355245,0.9480202181071362
GSE96769#SRR5355118,0.7239246383315083
GSE96769#SRR5354410,0.5915587256895191
GSE96769#SRR5354397,0.536131177441457
GSE96769#SRR5354701,0.30722486359705437
GSE96769#SRR5354456,0.5215529282380025
GSE96769#SRR5355085,0.5661630253878822
GSE96769#SRR5355067,0.5629422453727173
GSE96769#SRR5354717,0.5298988940947381
GSE96769#SRR5355523,0.7916848712341933
GSE96769#SRR5354824,0.5956497273833234
GSE96769#SRR5355722,0.9284377582692536
GSE96769#SRR5356117,0.6271130625789676
GSE96769#SRR5353596,0.2963342523873981
GSE96769#SRR5356098,0.6517942532034927
GSE96769#SRR5354406,0.5275132827955464
GSE96769#SRR5353409,0.311707810892106
GSE96769#SRR5354416,0.3878115474516934
GSE96769#SRR5354402,0.4624837092749664
GSE96769#SRR5354783,0.5447035942264135
GSE96769#SRR5355898,0.554310959805927
GSE96769#SRR5354631,0.36859307319688195
GSE96769#SRR5356147,0.6487600369869024
GSE96769#SRR5355870,0.5694475066759501
GSE96769#SRR5356106,0.5640428065606569
GSE96769#SRR5353634,0.34522182899466164
GSE96769#SRR5353522,0.4836897870052549
GSE96769#SRR5353516,0.2930518802982002
GSE96769#SRR5355708,0.8940245542957618
GSE96769#SRR5354628,0.5179706795132024
GSE96769#SRR5355246,0.8869365059633386
GSE96769#SRR5356139,0.912833529506248
GSE96769#SRR5354481,0.491575665498792
GSE96769#SRR5355751,0.8681451537045402
GSE96769#SRR5355229,0.8290245872729778
GSE96769#SRR5355275,0.8725924643985608
GSE96769#SRR5354313,0.6566845794922919
GSE96769#SRR5353835,0.4585936293495612
GSE96769#SRR5354387,0.5315394793221168
GSE96769#SRR5355062,0.4945812231471721
GSE96769#SRR5356007,0.574761445654848
GSE96769#SRR5355261,0.6995742646936141
GSE96769#SRR5354287,0.6685331964839648
GSE96769#SRR5355679,0.9287929839518421
GSE96769#SRR5354429,0.5641040576566302
GSE96769#SRR5356126,0.5915537846600394
GSE96769#SRR5354008,0.9106618935728933
GSE96769#SRR5355923,0.5879989938583672
GSE96769#SRR5356041,0.7525071817680146
GSE96769#SRR5355866,0.6276138244337941
GSE96769#SRR5355836,0.533167800898706
GSE96769#SRR5354088,0.555609176390985
GSE96769#SRR5355925,0.49446133815867727
