,IterativeLSI#UMAP_Dimension_1,IterativeLSI#UMAP_Dimension_2
GSE96769#SRR5354103,-0.0260215703809252,-1.94390475143376
GSE96769#SRR5354672,2.39097562390924,0.144108569727512
GSE96769#SRR5355710,-12.8295992318952,-2.0111023126978
GSE96769#SRR5356105,-2.50105580728888,1.78229058395443
GSE96769#SRR5354369,2.57729712087274,2.18806422363338
GSE96769#SRR5355270,7.09506335813165,-1.32276319850865
GSE96769#SRR5355662,-11.8337076608503,-1.66703879226628
GSE96769#SRR5355288,6.85436025220513,-1.27534365047398
GSE96769#SRR5354487,0.331852841708661,4.10092270980892
GSE96769#SRR5354550,3.29320850926995,-0.0230586319107093
GSE96769#SRR5355814,-5.11597713869452,-1.69160675395909
GSE96769#SRR5355213,5.68680444318414,-1.19695245613041
GSE96769#SRR5355956,-2.72908839624762,-1.3019684492487
GSE96769#SRR5356086,-2.92862305086493,1.03749997030315
GSE96769#SRR5355782,-3.12741646211982,-1.0908381878275
GSE96769#SRR5354502,2.82062187749505,0.741445905075642
GSE96769#SRR5354295,0.384522934496255,0.0448995963793717
GSE96769#SRR5355588,-12.5357883874738,-1.70164310325566
GSE96769#SRR5355806,-5.02762398165107,-1.15396618236485
GSE96769#SRR5354612,2.10775032598138,1.697844511376
GSE96769#SRR5355268,6.46453300077081,-1.23265289653721
GSE96769#SRR5353464,1.03783151466012,3.78696644912777
GSE96769#SRR5355955,-2.9940577451551,-2.3968318640131
GSE96769#SRR5355594,-11.7479580346906,-1.6656067310709
GSE96769#SRR5355688,-12.3545349542463,-3.10056101669255
GSE96769#SRR5353865,1.56208160478234,3.94031179557857
GSE96769#SRR5355615,-11.9309280816877,-2.4378966032404
GSE96769#SRR5354774,4.79922261792779,0.754113918648335
GSE96769#SRR5354414,2.156677513901,2.54387152801571
GSE96769#SRR5354443,3.10892000753045,5.56516111503658
GSE96769#SRR5355110,6.2659794386065,2.24400175224361
GSE96769#SRR5356009,-2.93536886614203,0.527071601257893
GSE96769#SRR5354374,2.88575926381707,2.10925639282283
GSE96769#SRR5354791,2.82325544911981,-1.09681605686131
GSE96769#SRR5355072,-2.24203428667426,-1.18362151969853
GSE96769#SRR5355093,-0.373789996322393,-0.503301614417461
GSE96769#SRR5353656,1.91762819844842,4.92275989662227
GSE96769#SRR5354108,0.465255602780581,-1.77876579154911
GSE96769#SRR5356109,-2.99894294184089,1.60352206836757
GSE96769#SRR5355800,-0.329290897067784,-0.625566893710522
GSE96769#SRR5354602,2.56368961888909,1.34489226947841
GSE96769#SRR5355815,-5.04688343447089,-1.44060229648533
GSE96769#SRR5353749,2.12546339589715,-3.86453592170658
GSE96769#SRR5355809,-4.9382384721601,-1.22554528106633
GSE96769#SRR5354816,1.72985091764093,-1.50925576080265
GSE96769#SRR5355930,-1.93399772089362,-1.18011450160923
GSE96769#SRR5355531,0.855224996391536,-1.89119994033757
GSE96769#SRR5354528,1.85314002591729,0.391441947327229
GSE96769#SRR5354251,1.39871147233605,1.61769140373287
GSE96769#SRR5354075,-0.414687961753606,-2.43029558052006
GSE96769#SRR5354292,1.43617466050744,0.874888187752338
GSE96769#SRR5354104,-1.22586080473304,-3.31632816184941
GSE96769#SRR5355770,-11.9432266656721,-2.77673851837101
GSE96769#SRR5354124,-1.04546925466895,-3.39665543426457
GSE96769#SRR5353704,2.31794241029382,-3.9969192682642
GSE96769#SRR5355741,-11.8135813180768,-2.8998938738245
GSE96769#SRR5354485,1.36264958936334,0.208064361022087
GSE96769#SRR5353883,2.45105162221551,4.08306468139705
GSE96769#SRR5355501,-2.48842176836371,-5.69292461265507
GSE96769#SRR5356027,-3.77316030901313,0.0946197216522418
GSE96769#SRR5354280,4.95413699704766,1.60719478736934
GSE96769#SRR5355025,-2.5807059709394,0.180149799690815
GSE96769#SRR5354745,5.08533444959283,1.13190889965114
GSE96769#SRR5355041,-2.88134130876899,-0.0963025181430854
GSE96769#SRR5355495,-2.61813983362555,-5.93281423438969
GSE96769#SRR5354500,1.26051458675027,0.108388892387273
GSE96769#SRR5355303,6.56538072187066,1.69892085205135
GSE96769#SRR5354786,2.40520945150018,-2.50509201873722
GSE96769#SRR5354684,3.39672413426995,0.324211752520176
GSE96769#SRR5353941,2.33570852834344,4.42451036583004
GSE96769#SRR5355953,-2.98817309778571,-1.76208245147648
GSE96769#SRR5354483,3.21305480558038,1.21287859092769
GSE96769#SRR5355937,-3.09376296442389,-2.70743142951908
GSE96769#SRR5353379,2.06292322236657,4.43459022651729
GSE96769#SRR5355726,-12.6073435251081,-2.47619258750859
GSE96769#SRR5354781,4.63972917157769,0.776275462017628
GSE96769#SRR5355579,-2.48330721300483,-7.29997455467167
GSE96769#SRR5355082,-1.95601233881354,-0.165982389344601
GSE96769#SRR5353804,2.18143227655053,-4.16210948814335
GSE96769#SRR5355554,-2.13312873285651,-7.56867658485356
GSE96769#SRR5354113,-1.01303550642371,-3.14534460891667
GSE96769#SRR5354250,0.64141502935052,1.48594582687435
GSE96769#SRR5354372,2.01617100793481,4.05269873748836
GSE96769#SRR5355874,-2.18946847360968,-1.21371518958989
GSE96769#SRR5354752,1.90223768312097,-4.45544015754643
GSE96769#SRR5356140,-2.93874368112922,1.90761805187282
GSE96769#SRR5353562,2.00552669126153,5.25774086128292
GSE96769#SRR5353986,3.0736662443316,-1.8218978582758
GSE96769#SRR5355037,-1.67222461145759,-0.939394348754314
GSE96769#SRR5353449,1.41595831472039,4.72836530815181
GSE96769#SRR5354907,-2.9916733209455,0.132584138320061
GSE96769#SRR5354445,3.3444444235003,1.09880191694316
GSE96769#SRR5354533,4.83727469998956,1.46881044517574
GSE96769#SRR5354130,-0.870032877143621,-3.31595217575016
GSE96769#SRR5355819,-5.55674013536811,-1.5882507501978
GSE96769#SRR5355744,-11.9327209894025,-2.36828719963017
GSE96769#SRR5355563,-2.38465103548407,-5.9776230989832
GSE96769#SRR5353979,2.31779792863488,-3.95464670051518
GSE96769#SRR5354464,2.22457125741601,0.557283079729649
GSE96769#SRR5355222,5.82763352948785,-1.1578398882288
GSE96769#SRR5355264,6.51051345426202,-1.34232341636601
GSE96769#SRR5355869,-1.77061590593696,-0.570455783500103
GSE96769#SRR5355366,5.02310910779596,1.21060145507869
GSE96769#SRR5355581,-12.0310553018415,-1.68033015121403
GSE96769#SRR5354315,0.398900601599217,0.625747209892841
GSE96769#SRR5353715,2.29207494813562,-4.04527866233769
GSE96769#SRR5356033,-4.42734035890937,0.391235655651661
GSE96769#SRR5354461,3.64061918813348,1.24505854259548
GSE96769#SRR5355861,-4.50968584459662,-2.79507052291813
GSE96769#SRR5355689,-12.780146450218,-2.42857920516911
GSE96769#SRR5354306,0.286390184942485,1.5856492580038
GSE96769#SRR5355963,-3.0303319398725,-2.42491113532963
GSE96769#SRR5354746,1.86182561475396,-2.57130205024662
GSE96769#SRR5354211,1.99861958581567,3.64013183723507
GSE96769#SRR5353517,0.276747256103755,4.58500898490963
GSE96769#SRR5353922,2.64465084630609,4.03315508972225
GSE96769#SRR5354814,3.10279861051202,-1.2821828066248
GSE96769#SRR5355150,6.73152032453179,2.96376932273922
GSE96769#SRR5353812,2.29623272973657,-4.54035198081913
GSE96769#SRR5355051,-1.53266760748267,-0.839471453322796
GSE96769#SRR5354480,2.54384604055047,0.881885951862904
GSE96769#SRR5355298,6.1956407125628,1.61076927791652
GSE96769#SRR5353418,1.62734988290429,4.33196914802608
GSE96769#SRR5354463,1.00331750470758,-0.0324217616457023
GSE96769#SRR5355498,-2.39296564501166,-7.27282964576664
GSE96769#SRR5354129,0.311864554468394,-2.15127598632756
GSE96769#SRR5355656,-11.8864315454328,-1.74486708034459
GSE96769#SRR5354052,-0.819223136123418,-3.25366103042546
GSE96769#SRR5353434,2.72618594724298,6.18405140052852
GSE96769#SRR5353677,2.13006487447381,-4.75381719459477
GSE96769#SRR5354868,-2.77776846331,0.272531887994381
GSE96769#SRR5354789,1.23964235145211,-1.97371899475041
GSE96769#SRR5353623,2.49920502263665,5.75758636604366
GSE96769#SRR5355321,5.84727016049981,1.35382509838161
GSE96769#SRR5354253,0.418549522343875,1.74787891517696
GSE96769#SRR5355915,-2.8269685212934,-2.06029044975224
GSE96769#SRR5355756,-12.3883999292219,-2.59962736953679
GSE96769#SRR5355883,-3.35809883516669,-1.29329084743443
GSE96769#SRR5354089,0.103284090343715,-2.10789238799992
GSE96769#SRR5355140,6.59342780667901,2.90244973312435
GSE96769#SRR5356124,-3.0463300649488,2.49353135238704
GSE96769#SRR5356093,-2.71350058954596,1.39245069633541
