,Sample,TSSEnrichment,ReadsInTSS,ReadsInPromoter,ReadsInBlacklist,PromoterRatio,PassQC,NucleosomeRatio,nMultiFrags,nMonoFrags,nFrags,nDiFrags,DoubletScore,DoubletEnrichment,BlacklistRatio,Clusters.res.0.4,Clusters.res.0.8,Clusters.res.1,Clusters.res.1.5,cell_type,donor
GSE96769#SRR5353445,GSE96769,10.821,2388,8929,759,0.232817062995411,1,0.314324880054832,926,14590,19176,3660,0,0.4,0.0197903629536921,4,6,6,4,HSC,BM1077
GSE96769#SRR5354360,GSE96769,17.619,2776,10650,615,0.277850247847639,1,0.362021178309999,978,14071,19165,4116,104.537117224778,7.8,0.016044873467258,5,7,7,7,CMP,BM1077
GSE96769#SRR5353632,GSE96769,18.548,2351,9148,470,0.239363650635826,1,0.451720732355846,1667,13163,19109,4279,0,0.4,0.0122978701135591,4,6,6,4,HSC,BM0106
GSE96769#SRR5354540,GSE96769,17.977,3005,10795,695,0.283690738988752,1,0.299235181644359,517,14644,19026,3865,30.3340050680883,4.2,0.01826448018501,5,7,7,7,CMP,BM1137
GSE96769#SRR5353936,GSE96769,12.437,3109,12301,564,0.323421149497818,1,0.300574476815757,700,14622,19017,3695,123.751826365024,8.6,0.0148288373560499,5,7,7,7,MPP,BM1077
GSE96769#SRR5353886,GSE96769,9.627,2076,8413,802,0.22160467811611,1,0.302456429257582,635,14574,18982,3773,0,0.4,0.0211252765778106,4,6,6,4,MPP,BM1077
GSE96769#SRR5355073,GSE96769,22.192,3194,10959,1114,0.288805144152216,1,0.327061621319158,575,14297,18973,4101,3.78217612492001,2.2,0.0293575080377378,2,4,4,10,GMP,BM1214
GSE96769#SRR5355788,GSE96769,15.934,2599,9941,722,0.262267834529337,1,0.369067398685256,1201,13843,18952,3908,2.12914665014533,2,0.0190481215702828,2,4,4,6,UNK,BM0106
GSE96769#SRR5353866,GSE96769,12.583,2529,10519,536,0.278000951424494,1,0.229464517806083,456,15388,18919,3075,86.2463177297518,7,0.0141656535757704,4,6,6,4,MPP,BM1077
GSE96769#SRR5355852,GSE96769,16.588,2555,8955,1251,0.236704377246775,1,0.401912102571704,1131,13493,18916,4292,18.1269759254145,3.4,0.0330672446606048,2,4,4,6,UNK,BM0106
GSE96769#SRR5355483,GSE96769,22.157,2719,10181,358,0.269638222363473,1,0.188629352137506,221,15883,18879,2775,0,1.2,0.00948143439800837,8,10,10,13,CLP,BM1077
GSE96769#SRR5354589,GSE96769,17.147,3178,11343,621,0.301082974996018,1,0.213802435723951,671,15519,18837,2647,24.2864110314365,3.8,0.0164835164835165,5,7,7,7,CMP,BM1137
GSE96769#SRR5354865,GSE96769,12.312,2686,10137,473,0.269071508201943,1,0.383750826415926,1065,13613,18837,4159,2.12914665014533,2,0.0125550777724691,2,4,4,10,GMP,BM1077
GSE96769#SRR5353595,GSE96769,23.156,3169,10373,378,0.27548202050247,1,0.501475396762102,1584,12539,18827,4704,68.9833776317205,6.2,0.0100387741010251,4,6,6,4,HSC,BM0106
GSE96769#SRR5353641,GSE96769,14.775,3186,11891,619,0.315813237012642,1,0.38957779746088,1297,13548,18826,3981,256.783490851897,13.4,0.0164400297460958,4,6,6,4,HSC,BM0106
GSE96769#SRR5354200,GSE96769,15.145,2868,10638,654,0.282835265340849,1,0.245018205892089,429,15105,18806,3272,182.00562819495,10.8,0.0173880676379879,2,4,4,10,CMP,BM1077
GSE96769#SRR5356054,GSE96769,11.432,1605,6573,438,0.175242614908819,1,3.26421100500227,7105,4398,18754,7251,6.00148848943112,2.4,0.0116775087981231,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354627,GSE96769,16.559,2910,11323,844,0.302043320529236,1,1.01331901181525,2005,9310,18744,7429,72.9939504445828,6.4,0.0225138711054204,5,7,7,7,CMP,BM1214
GSE96769#SRR5354189,GSE96769,11.371,2119,8620,586,0.230752757254524,1,0.396485981308411,742,13375,18678,4561,68.9833776317205,6.2,0.0156869043794839,5,1,1,1,CMP,BM1077
GSE96769#SRR5353617,GSE96769,15.919,2878,10813,524,0.289628756629346,1,0.63116043341489,1605,11444,18667,5618,262.442694081536,13.6,0.0140354636524348,4,6,6,4,HSC,BM0106
GSE96769#SRR5354912,GSE96769,15.136,3134,10940,578,0.293770139634801,1,0.298646952155112,878,14338,18620,3404,18.1269759254145,3.4,0.0155209452201933,2,4,4,10,GMP,BM1077
GSE96769#SRR5354867,GSE96769,12.689,2230,8723,520,0.234766928625256,1,0.337701612903226,859,13888,18578,3831,10.2163264670234,2.8,0.0139950479061255,2,4,4,10,GMP,BM1077
GSE96769#SRR5354477,GSE96769,16.347,2683,10204,282,0.274833010127128,1,0.251027697284184,322,14839,18564,3403,2.12914665014533,2,0.00759534583063995,5,7,7,7,CMP,BM1214
GSE96769#SRR5353598,GSE96769,14.096,2107,7855,472,0.211759314174799,1,0.461544523246651,1307,12690,18547,4550,8.03236603124673,2.6,0.0127244298269262,4,6,6,4,HSC,BM0106
GSE96769#SRR5354482,GSE96769,16.141,3236,11854,655,0.319652680401251,1,0.305223145149937,942,14206,18542,3394,154.620645379027,9.8,0.0176626038183583,5,7,7,7,CMP,BM1214
GSE96769#SRR5355771,GSE96769,18.378,2645,9662,512,0.260740500863558,1,0.205935954178599,433,15364,18528,2731,0,1,0.0138169257340242,7,9,9,12,pDC,BM1214
GSE96769#SRR5354878,GSE96769,8.773,2171,8942,783,0.241414686825054,1,0.358966832990901,895,13628,18520,3997,94.8349274771782,7.4,0.0211393088552916,2,4,4,10,GMP,BM1077
GSE96769#SRR5355269,GSE96769,15.611,2641,9791,548,0.264478660183684,1,0.503899902502437,1468,12308,18510,4734,0,1.4,0.0148028092922744,1,2,2,2,MEP,BM0828
GSE96769#SRR5354125,GSE96769,20.393,2863,10293,293,0.278144084743015,1,0.719290094777922,2538,10762,18503,5203,305.228958993594,15,0.00791763497811166,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353818,GSE96769,23.687,3445,12537,762,0.339572047670639,1,0.565600882028666,2335,11791,18460,4334,86.2463177297518,7,0.0206392199349946,6,8,8,5,HSC,BM0828
GSE96769#SRR5354897,GSE96769,16.648,2497,9340,354,0.253542537597047,1,0.287681767337808,558,14304,18419,3557,143.80559302619,9.4,0.00960964221727564,2,4,4,10,GMP,BM1077
GSE96769#SRR5354869,GSE96769,13.494,954,3551,240,0.0966258503401361,1,0.495117982099268,1304,12290,18375,4781,13.0254962562359,3,0.00653061224489796,2,4,4,10,GMP,BM1077
GSE96769#SRR5355676,GSE96769,18.429,3276,12203,391,0.332054421768707,1,0.179548080626525,427,15578,18375,2370,0,1,0.0106394557823129,7,9,9,12,pDC,BM1214
GSE96769#SRR5355918,GSE96769,12.112,1627,6626,349,0.180889980889981,1,4.98529411764706,8214,3060,18315,7041,27.2595528988383,4,0.00952770952770953,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5354626,GSE96769,13.293,2900,10947,696,0.299098360655738,1,0.626811272113077,1576,11249,18300,5475,34.150807410555,4.4,0.019016393442623,5,7,7,7,CMP,BM1214
GSE96769#SRR5356042,GSE96769,12.649,1763,6488,264,0.177500547165682,1,3.93945945945946,7565,3700,18276,7011,104.537117224778,7.8,0.0072225869993434,2,4,4,11,GMP-B,BM1137
GSE96769#SRR5354914,GSE96769,12.332,1831,6776,362,0.185542168674699,1,0.87976116944616,4086,9714,18260,4460,3.78217612492001,2.2,0.00991237677984666,2,4,4,10,GMP,BM0828
GSE96769#SRR5353987,GSE96769,17.851,3705,13061,402,0.357816010081639,1,0.738024950004761,3090,10501,18251,4660,0,1.6,0.0110130951728672,6,8,8,8,MPP,BM0828
GSE96769#SRR5353919,GSE96769,14.267,2284,8197,552,0.224587648638282,1,0.307515941821308,653,13957,18249,3639,0,1.4,0.0151241163899392,4,6,6,4,MPP,BM1077
GSE96769#SRR5355515,GSE96769,12.586,2447,9678,382,0.266186258870125,1,0.86661874935825,2837,9739,18179,5603,256.783490851897,13.4,0.0105066285274218,3,5,5,9,CLP,BM0828
GSE96769#SRR5353864,GSE96769,12.179,2374,8948,528,0.24643348939686,1,0.264628030091948,684,14356,18155,3115,0,0.6,0.0145414486367392,4,6,6,4,MPP,BM1077
GSE96769#SRR5353521,GSE96769,18.166,2688,10581,509,0.292131419105467,1,0.330443726124008,601,13612,18110,3897,21.4194777108615,3.6,0.014053009387079,4,6,6,4,HSC,BM0106
GSE96769#SRR5353925,GSE96769,13.235,3402,12374,857,0.342979100837075,1,0.248028227480282,419,14454,18039,3166,100.094830670205,7.6,0.0237540883641,5,7,7,7,MPP,BM1077
GSE96769#SRR5353681,GSE96769,16.235,2804,9891,419,0.27478053117013,1,0.513963660834455,2463,11888,17998,3647,10.2163264670234,2.8,0.0116401822424714,6,8,8,5,HSC,BM0828
GSE96769#SRR5356081,GSE96769,10.062,1565,6750,268,0.187552097804946,1,3.12540119211371,2996,4362,17995,10637,0,0.6,0.00744651292025563,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5355094,GSE96769,16.886,2652,9956,770,0.277264119416286,1,0.462409383399853,1417,12277,17954,4260,2.12914665014533,2,0.0214436894285396,2,4,4,10,GMP,BM1214
GSE96769#SRR5354156,GSE96769,14.592,2498,9210,330,0.257061516132634,1,0.307877637438855,643,13697,17914,3574,129.399176684108,8.8,0.00921067321647873,5,7,7,7,CMP,BM1077
GSE96769#SRR5354872,GSE96769,12.326,2552,9200,446,0.257472293742304,1,0.346040834777368,891,13273,17866,3702,0,1.2,0.0124818090227247,2,4,4,10,GMP,BM1077
GSE96769#SRR5355733,GSE96769,18.741,3057,10812,702,0.302806251050244,1,0.206120794487231,170,14802,17853,2881,0,0.8,0.01966056125021,7,9,9,12,pDC,BM1214
GSE96769#SRR5353474,GSE96769,13.029,2224,8402,543,0.235548079618727,1,0.421342046541281,585,12548,17835,4702,138.958742328041,9.2,0.0152228763666947,4,6,6,4,HSC,BM0106
GSE96769#SRR5353873,GSE96769,9.126,1673,7001,556,0.196734670938009,1,0.298664331070725,733,13701,17793,3359,0,1.4,0.0156241218456696,4,6,6,4,MPP,BM1077
GSE96769#SRR5355457,GSE96769,13.987,2995,10576,467,0.297396096957426,1,0.385568456323541,704,12833,17781,4244,0,0.6,0.0131319948259378,8,10,10,13,CLP,BM1077
GSE96769#SRR5354901,GSE96769,14.235,3163,11327,544,0.319268278933424,1,0.274078862314156,504,13923,17739,3312,60.393509310075,5.8,0.0153334460792604,2,4,4,10,GMP,BM1077
GSE96769#SRR5354139,GSE96769,16.455,2684,10700,332,0.301663377502114,1,0.506668932121315,1839,11771,17735,4125,94.8349274771782,7.4,0.00936002255427121,3,5,5,9,LMPP,BM0828
GSE96769#SRR5354782,GSE96769,12.616,1905,7551,818,0.21299221482568,1,0.434142394822006,1780,12360,17726,3586,175.821055984633,10.6,0.023073451427282,5,1,1,1,CMP,BM0828
GSE96769#SRR5354286,GSE96769,16.728,3303,12266,583,0.346145163110961,1,0.968885431714635,2903,8999,17718,5816,134.156295512094,9,0.0164521955073936,5,7,7,7,CMP,BM1137
GSE96769#SRR5354993,GSE96769,4.479,1045,5355,379,0.151160164850675,1,0.565582464203642,2816,11314,17713,3583,299.356534387968,14.8,0.0106983571388246,2,4,4,10,GMP,BM0828
GSE96769#SRR5353738,GSE96769,21.465,3252,11050,459,0.312146892655367,1,0.596032461677187,2732,11090,17700,3878,0,1.2,0.0129661016949153,6,8,8,5,HSC,BM0828
GSE96769#SRR5354166,GSE96769,12.119,2038,7354,795,0.207951589186744,1,0.264535507401845,560,13983,17682,3139,64.2573145843968,6,0.0224804886325076,5,7,7,7,CMP,BM1077
GSE96769#SRR5354805,GSE96769,19.395,2811,9977,624,0.282410552536232,1,0.779389543668782,2749,9927,17664,4988,68.9833776317205,6.2,0.0176630434782609,6,8,8,5,CMP,BM0828
GSE96769#SRR5354573,GSE96769,16.69,2360,9037,289,0.255933163409799,1,0.366168846243132,1313,12923,17655,3419,72.9939504445828,6.4,0.00818465024072501,5,7,7,7,CMP,BM1137
GSE96769#SRR5353996,GSE96769,21.325,3920,14052,611,0.398186455086427,1,0.72112758486149,2935,10252,17645,4458,0,1.4,0.0173136865967696,6,8,8,8,MPP,BM0828
GSE96769#SRR5355045,GSE96769,21.237,3464,11772,471,0.33373022622895,1,0.439990202482038,1502,12248,17637,3887,34.150807410555,4.4,0.0133526109882633,2,4,4,10,GMP,BM1214
GSE96769#SRR5354787,GSE96769,18.366,2968,11003,452,0.313833428408443,1,0.794084535871456,2953,9771,17530,4806,8.03236603124673,2.6,0.0128921848260125,6,8,8,8,CMP,BM0828
GSE96769#SRR5354636,GSE96769,14.039,4020,15115,480,0.431413403356548,1,0.697974217311234,1622,10317,17518,5579,0,1.2,0.0137001940860829,6,8,8,8,CMP,BM1214
GSE96769#SRR5353458,GSE96769,9.298,1850,8556,430,0.244219900667923,1,0.336563406073554,810,13106,17517,3601,0,1.2,0.0122737911742878,4,6,6,4,HSC,BM1077
GSE96769#SRR5353966,GSE96769,8.784,1140,5293,713,0.15121129013827,1,1.24154713114754,3944,7808,17502,5750,0,0.6,0.0203691006742087,6,8,8,5,MPP,BM0828
GSE96769#SRR5353380,GSE96769,16.332,2466,9236,839,0.265387046721453,1,0.35384735081304,949,12853,17401,3599,21.4194777108615,3.6,0.024107809895983,4,6,6,4,HSC,BM1077
GSE96769#SRR5355550,GSE96769,17.908,3129,11022,458,0.316760547189332,1,0.601435935198822,2281,10864,17398,4253,244.441154481975,13,0.0131624324635016,8,10,10,13,CLP,BM0828
GSE96769#SRR5353471,GSE96769,12.21,2115,7357,598,0.211614796065121,1,0.328569244879242,719,13084,17383,3580,0,0.4,0.0172007133406201,4,6,6,4,HSC,BM1077
GSE96769#SRR5353817,GSE96769,15.038,2863,11756,470,0.338516470859249,1,0.493677419354839,2122,11625,17364,3617,27.2595528988383,4,0.0135337479843354,6,8,8,5,HSC,BM0828
GSE96769#SRR5355276,GSE96769,14.532,2319,8838,462,0.255153299844102,1,0.762568695298188,1922,9826,17319,5571,0,0.8,0.0133379525376754,1,2,2,2,MEP,BM0828
GSE96769#SRR5353753,GSE96769,18.094,2659,10283,614,0.297557729035245,1,0.63055581768425,2628,10597,17279,4054,15.5134601238647,3.2,0.0177672318999942,6,8,8,5,HSC,BM0828
GSE96769#SRR5353861,GSE96769,13.163,2054,8096,485,0.234517119517989,1,0.281725699858914,662,13467,17261,3132,0,0,0.014049012224089,4,6,6,4,MPP,BM1077
GSE96769#SRR5354303,GSE96769,14.656,2213,7794,341,0.225808320778769,1,2.06972607612949,5089,5622,17258,6547,0,0.4,0.0098794761849577,5,3,3,3,CMP,BM1137
GSE96769#SRR5353954,GSE96769,17.558,2997,11416,492,0.330841013157132,1,0.697628652956804,2752,10163,17253,4338,6.00148848943112,2.4,0.0142583898452443,6,8,8,5,MPP,BM0828
GSE96769#SRR5353431,GSE96769,12.286,1700,6690,488,0.19573994967523,1,0.243107587109915,699,13747,17089,2643,0,0.4,0.0142781906489555,4,6,6,4,HSC,BM1077
GSE96769#SRR5355721,GSE96769,15.904,2530,8051,800,0.235933653733443,1,0.311755208733759,423,13007,17062,3632,8.03236603124673,2.6,0.0234439104442621,7,9,9,12,pDC,BM1214
GSE96769#SRR5355272,GSE96769,14.802,2392,9144,537,0.268941176470588,1,0.470461032782631,1067,11561,17000,4372,0,0.2,0.0157941176470588,1,2,2,2,MEP,BM0828
GSE96769#SRR5353867,GSE96769,15.202,2710,9435,464,0.278072502210433,1,0.368365865462171,699,12398,16965,3868,149.679180286994,9.6,0.0136752136752137,5,7,7,7,MPP,BM1077
GSE96769#SRR5354828,GSE96769,5.491,1464,6690,539,0.197298572608234,1,0.259958382877527,572,13456,16954,2926,0,1,0.0158959537572254,2,4,4,10,GMP,BM1077
GSE96769#SRR5355684,GSE96769,10.467,925,3579,320,0.105556538665723,1,0.263357925329756,523,13419,16953,3011,0,0,0.00943785760632336,7,9,9,12,pDC,BM1214
GSE96769#SRR5354794,GSE96769,15.889,2656,9872,452,0.291656818718979,1,0.436550377726848,1604,11781,16924,3539,48.5122667096137,5.2,0.0133538170645238,5,7,7,7,CMP,BM0828
GSE96769#SRR5355101,GSE96769,14.18,2005,7979,368,0.23605112123543,1,0.599716043539991,1589,10565,16901,4747,8.03236603124673,2.6,0.0108869297674694,2,4,4,10,GMP,BM1214
GSE96769#SRR5353618,GSE96769,16.429,2547,9285,437,0.274915615562267,1,0.479498861047836,1169,11414,16887,4304,64.2573145843968,6,0.0129389471190857,4,6,6,4,HSC,BM0106
GSE96769#SRR5354592,GSE96769,19.985,2513,8951,348,0.265120549730466,1,0.370656057161416,874,12316,16881,3691,123.751826365024,8.6,0.0103074462413364,5,7,7,7,CMP,BM1137
GSE96769#SRR5354255,GSE96769,12.825,1658,6865,263,0.203467694131595,1,1.38613861386139,3913,7070,16870,5887,129.399176684108,8.8,0.00779490219324244,5,3,3,3,CMP,BM1137
GSE96769#SRR5353833,GSE96769,9.274,946,3633,391,0.107816951566952,1,0.49560585885486,1507,11265,16848,4076,0,0.6,0.0116037511870845,6,8,8,5,HSC,BM0828
GSE96769#SRR5353759,GSE96769,13.579,2352,8470,522,0.251768622555139,1,0.424180848361697,1761,11811,16821,3249,48.5122667096137,5.2,0.0155163188871054,6,8,8,5,HSC,BM0828
GSE96769#SRR5353888,GSE96769,12.607,3024,10731,614,0.319812839005782,1,0.284314476000919,536,13063,16777,3178,90.5123015566949,7.2,0.0182988615366275,4,6,6,4,MPP,BM1077
GSE96769#SRR5353849,GSE96769,12.88,3005,10497,488,0.313549196487245,1,0.410312578987278,1349,11869,16739,3521,90.5123015566949,7.2,0.0145767369615867,6,8,8,5,HSC,BM0828
GSE96769#SRR5354504,GSE96769,17.382,2572,9865,702,0.294671127307486,1,0.380194591029024,1271,12128,16739,3340,149.679180286994,9.6,0.020968994563594,5,7,7,7,CMP,BM1214
GSE96769#SRR5353976,GSE96769,12.477,3579,13017,488,0.389194522513903,1,0.758834665544804,2813,9508,16723,4402,0,1,0.0145906834898045,6,8,8,8,MPP,BM0828
GSE96769#SRR5355944,GSE96769,23.102,3010,11061,528,0.330830890710056,1,0.652203992883969,819,10118,16717,5780,24.2864110314365,3.8,0.0157923072321589,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5353629,GSE96769,19.997,2868,9837,559,0.295529652105991,1,0.5027539503386,1621,11075,16643,3947,94.8349274771782,7.4,0.0167938472631136,4,6,6,4,HSC,BM0106
GSE96769#SRR5355920,GSE96769,18.065,2080,6853,380,0.206577440163984,1,0.578962398857687,453,10505,16587,5629,52.1432588810927,5.4,0.011454753722795,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5354096,GSE96769,15.078,2467,9140,297,0.275932858350441,1,0.52927054478301,2195,10830,16562,3537,256.783490851897,13.4,0.00896630841685787,3,5,5,9,LMPP,BM0828
GSE96769#SRR5353476,GSE96769,20.143,2777,10481,348,0.317106377828876,1,0.382813153710987,569,11951,16526,4006,143.80559302619,9.4,0.0105288636088588,4,6,6,4,HSC,BM0106
GSE96769#SRR5354060,GSE96769,21.195,2815,9322,870,0.282091629849301,1,0.548692473521417,1831,10669,16523,4023,44.959431197314,5,0.0263269382073473,2,4,4,10,LMPP,BM0828
GSE96769#SRR5354362,GSE96769,14.414,2009,8242,425,0.24956095197723,1,0.477541159627774,1183,11176,16513,4154,100.094830670205,7.6,0.0128686489432568,5,7,7,7,CMP,BM1077
GSE96769#SRR5355097,GSE96769,22.442,2822,10281,378,0.311337895948156,1,0.423975851660198,1069,11595,16511,3847,64.2573145843968,6,0.0114469141784265,2,4,4,10,GMP,BM1214
GSE96769#SRR5353690,GSE96769,23.332,3087,11094,353,0.337593573123973,1,0.626831683168317,2496,10100,16431,3835,154.620645379027,9.8,0.0107418903292557,6,8,8,5,HSC,BM0828
GSE96769#SRR5353841,GSE96769,16.462,2785,10142,504,0.308699092956718,1,0.49295646641825,1946,11003,16427,3478,0.670189197739972,1.8,0.015340597796311,6,8,8,5,HSC,BM0828
GSE96769#SRR5354817,GSE96769,15.212,2197,7847,396,0.239471435546875,1,0.28552373479796,366,12745,16384,3273,10.2163264670234,2.8,0.0120849609375,2,4,4,10,GMP,BM1077
GSE96769#SRR5353429,GSE96769,12.185,1723,6725,511,0.205368594637513,1,0.268536453087472,694,12907,16373,2772,0,0.2,0.0156049593843523,4,6,6,4,HSC,BM1077
GSE96769#SRR5355742,GSE96769,19.217,2300,8233,472,0.252066621762293,1,0.216643075318483,340,13423,16331,2568,0,1,0.0144510440266977,7,9,9,12,pDC,BM1214
GSE96769#SRR5355463,GSE96769,11.635,1939,7315,622,0.224427808799165,1,0.444385358503944,650,11283,16297,4364,64.2573145843968,6,0.0190832668589311,8,10,10,13,CLP,BM1077
GSE96769#SRR5353654,GSE96769,19.055,2194,7679,487,0.235667812423275,1,0.336944034137535,985,12186,16292,3121,34.150807410555,4.4,0.0149459857598822,4,6,6,4,HSC,BM0106
GSE96769#SRR5354228,GSE96769,10.029,2117,8264,688,0.253808353808354,1,0.324869791666667,666,12288,16280,3326,159.603794830319,10,0.0211302211302211,2,4,4,10,CMP,BM1077
GSE96769#SRR5354446,GSE96769,13.663,1863,6510,1825,0.199963140434943,1,0.185061153174141,219,13736,16278,2323,94.8349274771782,7.4,0.0560572551910554,2,4,4,10,CMP,BM1214
GSE96769#SRR5355737,GSE96769,12.778,1923,7581,407,0.232860302248433,1,0.333606423070621,670,12206,16278,3402,0,0.6,0.0125015358152107,7,9,9,12,pDC,BM1214
GSE96769#SRR5354343,GSE96769,12.508,1617,6646,333,0.204153099465503,1,0.41983600837404,1001,11464,16277,3812,90.5123015566949,7.2,0.0102291577071942,5,7,7,7,CMP,BM1077
GSE96769#SRR5355799,GSE96769,23.548,4281,14680,438,0.451109335627804,1,0.235084256869592,684,13174,16271,2413,280.752163989317,14.2,0.0134595292237724,2,7,7,7,UNK,BM0106
GSE96769#SRR5354521,GSE96769,5.861,1172,5410,289,0.16670775298903,1,0.408384688829095,975,11521,16226,3730,44.959431197314,5,0.00890546037224208,5,7,7,7,CMP,BM1214
GSE96769#SRR5353413,GSE96769,13.415,2825,9536,710,0.294557360845123,1,0.368879492600423,679,11825,16187,3683,30.3340050680883,4.2,0.0219311793414468,4,6,6,4,HSC,BM1077
GSE96769#SRR5355718,GSE96769,19.218,1349,4746,1042,0.146707882534776,1,0.534484394269993,546,10541,16175,5088,0,1.2,0.032210200927357,7,9,9,12,pDC,BM1214
GSE96769#SRR5353881,GSE96769,11.194,2657,10140,917,0.313601781406569,1,0.210467205750225,309,13356,16167,2502,40.8032934724359,4.8,0.0283602399950516,4,6,6,4,MPP,BM1077
GSE96769#SRR5353397,GSE96769,12.398,2304,8484,474,0.262841563913501,1,0.283521552409734,635,12574,16139,2930,24.2864110314365,3.8,0.0146849247165252,4,6,6,4,HSC,BM1077
GSE96769#SRR5355701,GSE96769,16.71,2270,8468,481,0.262883397491618,1,0.255436900771689,530,12829,16106,2747,0,0.8,0.0149323233577549,7,9,9,12,pDC,BM1214
GSE96769#SRR5356084,GSE96769,30.422,1905,7478,1178,0.233541536539663,1,0.926826332892045,1641,8309,16010,6060,0,1.6,0.036789506558401,2,4,4,10,GMP-C,BM1137
GSE96769#SRR5354590,GSE96769,19.449,2534,9723,643,0.304949190816711,1,0.42351995713903,1138,11199,15942,3605,94.8349274771782,7.4,0.020166854848827,5,7,7,7,CMP,BM1137
GSE96769#SRR5355890,GSE96769,13.316,1735,6420,1564,0.201354911554385,1,2.43799870605995,5010,4637,15942,6295,18.1269759254145,3.4,0.0490528164596663,2,4,4,10,GMP-A,BM1137
GSE96769#SRR5353657,GSE96769,16.968,2485,8919,385,0.281427489587278,1,0.398958241370177,1202,11327,15846,3317,192.43359650412,11.2,0.0121481761958854,4,6,6,4,HSC,BM0106
GSE96769#SRR5353666,GSE96769,15.467,2890,10048,571,0.320061158183092,1,0.660531048344441,2606,9453,15697,3638,104.537117224778,7.8,0.0181881888258903,6,8,8,5,HSC,BM0828
GSE96769#SRR5354015,GSE96769,9.374,587,1971,547,0.0629430925464648,1,1.92162716924799,3359,5359,15657,6939,0,0,0.0174682250750463,6,8,8,5,MPP,BM0828
GSE96769#SRR5353669,GSE96769,23.729,2840,10216,472,0.327121357668908,1,0.563532592370081,2321,9987,15615,3307,0,0.8,0.0151136727505604,6,8,8,5,HSC,BM0828
GSE96769#SRR5353721,GSE96769,16.406,2585,9615,333,0.308094078441425,1,0.52487051695495,2299,10233,15604,3072,0,1.2,0.010670340938221,6,8,8,5,HSC,BM0828
GSE96769#SRR5353515,GSE96769,13.679,2169,8699,367,0.278992944194997,1,0.332250897282516,683,11702,15590,3205,30.3340050680883,4.2,0.0117703656189865,4,6,6,4,HSC,BM0106
GSE96769#SRR5355467,GSE96769,12.704,2579,9681,446,0.310926258992806,1,0.221786218803955,418,12742,15568,2408,238.881037794473,12.8,0.0143242548818088,8,10,10,13,CLP,BM1077
GSE96769#SRR5355659,GSE96769,18.285,2013,7809,234,0.251060956790123,1,0.945459094320741,2622,7994,15552,4936,0,1.4,0.00752314814814815,7,9,9,12,pDC,BM1137
GSE96769#SRR5354092,GSE96769,18.352,2317,9250,271,0.297657356159094,1,0.638683821978485,2108,9482,15538,3948,129.399176684108,8.8,0.00872055605612048,3,5,5,9,LMPP,BM0828
