"","UMAP_1","UMAP_2"
"SRR5355199",-4.12131904254277,0.00357854893467913
"SRR5354143",1.50164212097804,1.11451542904637
"SRR5354420",-1.81856392512639,-1.68315517375209
"SRR3986035",0.687235606810257,-1.39217340419032
"SRR3986132",2.58207465519588,-4.51112925479152
"SRR5355305",-3.84316991458257,-1.18506347605922
"SRR5355921",0.368650270601913,-2.00765764186122
"SRR5355059",0.655606312653229,0.525770192649584
"SRR5354051",1.3498564790694,0.821125274207811
"SRR5353541",-0.19391130099614,1.60711104204915
"SRR5355624",5.30031038632075,-1.5136324114535
"SRR5354818",1.34326128472964,-2.26703965136744
"SRR5355095",1.47320045342128,-2.43873202273585
"SRR5355560",1.84627462734859,0.486296659019213
"SRR5355587",5.77930284847896,-1.10307204196193
"SRR3986094",0.757692201039001,-0.460415477249403
"SRR5355753",5.51418568005244,-1.82256519267299
"SRR5355875",0.866922033926651,-1.75176774928309
"SRR5355267",-4.17233537326176,-0.282717818710585
"SRR5353441",0.117116464277908,1.80198809286616
"SRR5355496",2.66269840111415,1.53985363772176
"SRR5355871",0.763483820459053,-1.90890585849025
"SRR5354022",-3.34569095263799,-0.123416299316664
"SRR5355876",0.775050802132294,-1.62150680491664
"SRR5356134",3.16499186863582,-1.79534828135707
"SRR5355031",0.618195844790146,1.66702226331494
"SRR5355237",-4.40080331454594,-0.0789939112398814
"SRR5355887",1.8003521095721,0.010689979102831
"SRR5354614",0.216723753115341,0.157049422767382
"SRR5355958",0.581128789087936,-1.55364787051417
"SRR5354531",-3.90470861087163,-1.51516091296412
"SRR5354593",0.510765178105041,-0.217625970337171
"SRR5356087",2.13130737652461,-2.01584159800746
"SRR5354478",-2.21672080645879,-0.910793179962416
"SRR5355666",5.36490274777095,-1.65469705531337
"SRR5354474",-1.83318232188542,-1.13736235568263
"SRR5354755",-1.73170803675969,0.513694649245958
"SRR5355908",1.18336264600436,-2.06896388003566
"SRR5354507",-2.9910559524091,-0.818613881561537
"SRR5354448",-2.58275126109441,-0.651782388183851
"SRR5355251",-4.78400920520146,0.00961936047337542
"SRR5355057",1.6784135829417,-2.69985901782252
"SRR5355481",2.69547678341548,1.62788367798589
"SRR5356016",1.00529765149038,-2.47945057818629
"SRR5355157",-3.90788053164799,-1.58450805613734
"SRR5355975",0.716968027850792,-2.7289770788882
"SRR5354887",1.45426858772914,-2.14020382830836
"SRR5353478",0.0141510497538299,2.09557587435506
"SRR3986175",2.1893822084872,-4.77435624072291
"SRR5354479",-2.99473785052617,-0.329719180557508
"SRR5355968",0.51554886808078,-3.01659380862452
"SRR5356095",2.0749509464709,-2.33881222674586
"SRR5354385",-2.65761493335088,-1.26410066554286
"SRR3986039",0.611653072735474,-0.120223159286756
"SRR5355211",-4.70124887118657,0.0876854710843373
"SRR5356059",2.85879780163448,-0.393607491943617
"SRR5355260",-4.12740300784428,0.0865997128751088
"SRR5355032",0.860067767998382,-1.15958940455653
"SRR5355084",1.0651828627793,-1.65631401011683
"SRR5355075",1.36511124481837,-1.7795199103091
"SRR5356092",1.61894155850093,-1.5892065710757
"SRR3986133",2.51292826046626,-4.63909232089259
"SRR5354215",-0.910703884461716,-0.706137771103163
"SRR5356148",3.13933254589717,-2.23319231936671
"SRR3986041",0.417633725306198,0.00655901959202776
"SRR5355941",0.909727467199966,-1.19279586741664
"SRR3986120",0.807245967885658,0.45316339066289
