"","LSI1","LSI2","LSI3","LSI4","LSI5","LSI6","LSI7","LSI8","LSI9","LSI10","LSI11","LSI12","LSI13","LSI14","LSI15","LSI16","LSI17","LSI18","LSI19","LSI20","LSI21","LSI22","LSI23","LSI24","LSI25","LSI26","LSI27","LSI28","LSI29","LSI30"
"GSE96769#SRR5356134",-4.65476743480502,-1.2283006567473,0.472071822429541,0.00431656247039873,0.191449542136767,-0.0370236662234149,0.00751511093566639,0.378472644427984,0.66714555256326,-0.0734500729871274,0.191482753669626,0.0518492960260276,-0.0204776605110565,1.15770365551308,-0.0709485238952004,0.307301276947151,0.473352430318176,0.0237782203072041,-0.468127896267125,0.0333124428635294,0.418423475613991,-0.345889123761298,0.126505473631535,-0.459208087900752,0.0457792096712451,1.08484877049183,-0.202995020945423,0.629068530009919,0.831391087669939,0.465420286346845
"GSE96769#SRR5355031",-4.59694782280437,-0.377464617905962,-1.21981081987341,0.471825425261887,-0.0852217087861072,0.238906781471996,-0.545795295300661,0.0356761505941748,0.13917247193501,0.607738586340249,0.308922813039292,1.03997995655185,1.11024532852103,-0.546966186927225,0.673196996103885,-0.154347573804411,0.946574574881627,-0.306823309541436,0.534548439699123,0.15086028235249,0.271489098125761,0.327511975928419,-0.0115284248253966,0.310658077803519,-0.205683776585698,0.598362522591593,0.0783332825693189,0.273009226583528,0.0603621186281908,-0.126784572628271
"GSE96769#SRR5355237",-4.30802589662171,1.22353241156658,2.1662678676884,0.488795872566181,0.355671872282351,-0.355937118095109,0.21461756023226,0.239896262169704,0.360743618914103,-0.0413177826190324,-0.271282608466497,-0.0991631955322853,0.668546252452228,0.444639392075936,0.792432537915327,-0.533648788993804,0.154664430444877,-0.12742588008258,0.615439161679951,-0.475872272140873,-0.133210347625545,0.159013553608178,0.170889989062389,-0.0532806527446699,-0.409243249046078,0.0802856556778348,0.0505808415046151,-0.709204311061846,0.0259994187319892,-0.694404595542875
"GSE96769#SRR5355887",-4.25361941624665,-1.11324458328824,0.15403736325252,0.502924991220392,1.66741851820614,1.14221148465179,-0.769928276870579,-0.279904944842755,-0.183943894760663,1.05093791431296,0.0689494842343782,0.563528780383644,0.793023339250892,-0.166033750594542,0.329433199437158,0.720234486817609,-0.33330657994954,0.0944565940028236,0.509189032579574,-0.468992822608411,-0.64412497451875,-0.178220172481054,-0.475296230171952,0.271469254467226,0.438196590731267,0.0114084431629987,0.530894952840687,0.114673363856879,-0.211041021258678,0.114668874182865
"GSE96769#SRR5355958",-4.85084174341814,-0.29716712927642,0.218799944653033,-0.752522509277571,0.606504106378457,-0.0824297611339454,-0.482056761886566,0.268080455976248,0.400945634491867,-0.378174010695104,0.262572208435296,0.606116651790098,0.932985630786096,0.230785537215534,0.300304782819011,0.661575899528279,0.0512877210471879,0.548337749279152,0.138272249209266,-0.277200387115068,-0.15771550357326,-0.128698894335974,-0.227271752357657,0.200298095352291,0.283746119329922,0.168761014496138,0.398386398776795,0.749964898177762,-0.115053940645542,0.72140729597282
"GSE96769#SRR5354531",-4.42332257883543,1.74327808126593,1.20220969022913,1.39991234000271,-0.471356465615554,-0.165560467779418,-1.28035879225023,-0.0402278159688721,0.104348350608129,0.288194930735601,0.050098120101314,0.350563416618917,0.18983734614477,-0.287517808102535,-0.0536451873621192,0.0882118914782868,-0.0341727877910935,0.0624692711933846,-0.0700531727453468,-0.0734793293200322,-0.0999154022701562,-0.0544240397823975,0.0625703233652924,0.138141218069995,0.418641845439024,0.256611663874214,-0.0575565415361258,-0.0890070860555159,0.210869403007687,0.634639583280442
"GSE96769#SRR5356087",-4.77315886611781,-1.04914752583424,0.824698161419454,-0.660824941260707,0.480898731607022,-0.23778769345116,0.00245900107030424,0.216665037154783,0.669411270659793,-0.0214858152005293,0.210641835644608,-0.19623873083566,0.094658752120889,1.03153831436735,0.244672279984971,0.251395165727141,0.747592428412207,0.190727882319895,-0.0133585208633914,0.547807996463805,-0.0259927198964749,-0.0739174352431858,0.101223371677375,0.0953000821047294,-0.0655060971899082,0.385486756472221,-0.410200884996733,0.400363750028141,0.483857435196631,0.54822097845848
"GSE96769#SRR5354478",-4.98410572858378,1.19536608095298,1.15055671092188,0.221689416010802,-0.320216974799939,-0.273749178588118,0.0501907736753891,-0.129380989082639,0.0807298624452421,0.680017495955083,0.0188856283700126,0.25853569307315,0.502383001052527,0.188723199893316,-0.288898942110606,0.25527985549939,0.0557516725167683,0.0624763988106591,0.199442383061149,0.00279550414395557,-0.00434545452577158,0.0845811967639519,0.0550341232013121,0.153999844225516,0.146988312115519,0.0918961603694607,0.0983884010747346,0.143517584492915,0.140237275996021,0.163230693069116
"GSE96769#SRR5355666",-3.68927129495274,-2.71893833782968,0.614006370835862,2.04264607278511,-0.969605498681819,0.553371000046933,0.134674923132016,0.491470386482276,0.202949029438221,-0.0899890277218553,0.1984022514237,0.401764179822231,0.451911933499602,0.121354222419008,0.192822827095267,0.525716253313925,-0.324261407682156,0.54887703874085,0.649091342815267,0.0923434129067557,0.23938579579456,0.152891108130429,0.14327818692031,-0.134156515735492,0.0836914062771771,-0.202120402470514,0.343648925860386,0.133377148813417,-0.0672246323529869,-0.122106699126055
"GSE96769#SRR5354474",-5.15069577571417,0.952838650057216,0.239993714793531,0.300300182318332,-0.151904625088708,0.161774103159862,-0.0742021684786392,0.0418246580768384,0.05795051860598,0.277658337640744,0.233210144504029,0.515056621064823,0.39886238227778,-0.199847707439135,-0.307596706267144,0.316987765765297,-0.0484906184535532,0.261268168517152,0.373832136585831,0.102638490547142,0.047497736260972,0.185804456013627,0.212033377446703,0.170419286246513,0.239802161779806,0.19419646128698,0.0687812619826419,0.245361745403509,0.0776533124187956,0.256991928687245
"GSE96769#SRR5354755",-5.18162762441337,0.877860828348557,0.510795244439748,0.26658069711302,0.328610928372384,0.293513676521249,0.250257406663214,0.239300255591711,0.125578223150666,-0.171903374115238,0.147435104446566,0.331544137917836,0.402940589289263,0.0910893040162864,-0.340300942107522,0.0172693512599029,0.0649820496610056,0.225175596518131,0.143843727834945,0.065391953864301,0.089888946201883,0.188157336414128,0.162916373237865,0.0818731422191006,0.155720131343048,0.179894559941467,0.0578121190428714,0.107094478342707,0.124857119805267,0.163448659079007
"GSE96769#SRR5355908",-4.87675319938422,-0.747670911744598,0.401429980032939,-0.678968307567322,0.358972778869791,-0.3061212407843,-0.819935419721596,0.293633869485043,0.534844173386367,-0.358210762405484,0.30054212706352,0.180709719429967,0.279362346780251,0.87423780023956,0.441398315774416,0.460478571688136,0.355589896568679,0.102256357332858,0.187501830979672,0.243120286016828,0.044976086373237,0.486623316792212,0.438525194884808,0.24950609311273,0.455936135161369,-0.0219522487792843,0.375454770148642,0.233113842584892,0.324594243543952,0.186804354136932
"GSE96769#SRR5354507",-4.89899150897395,1.51639291044952,0.602524085442768,0.97017605160465,-0.359322032347217,0.105919626291347,-0.527054421483335,0.0876467140806824,-0.0368334974321892,0.146534866394325,0.109376466390565,0.491038548533219,0.273555286160743,-0.113551310078331,-0.401678974552383,0.149899635021771,-0.089790131135762,0.302428206521784,0.170985124906439,0.107812039745896,-0.0708977095226705,0.108498528947491,0.106107966965767,0.0981871265121846,0.263618219946366,0.167495328122948,0.0763288800460931,0.170967058711586,0.220048349812878,0.252578564916808
"GSE96769#SRR5354448",-4.92313308073612,1.06133463691224,1.35448359669256,0.127487807514026,-0.00183959196900662,-0.271626972598031,0.163059723962169,-0.0339720974780865,0.134684464613979,0.312137490004938,0.165419514941326,0.298355892845933,0.0055419131846562,-0.11727050734064,-0.663056245180479,-0.0912037059317751,0.00259596338924646,0.0626766450624432,0.0522277233153724,-0.103289321319351,-0.166703639936768,0.373718498102116,0.384070138870746,0.270638239322879,0.515337102539438,0.243510759061332,0.111443657971082,0.443776450586079,0.210093885618638,0.0795010579790538
"GSE96769#SRR5355251",-4.56726065646376,1.40058401976338,2.13176126162425,0.736774245273289,0.157271152237919,-0.206858845520231,-0.366833342329202,0.279349382442376,0.178377800629459,0.013660050537466,-0.141692236409453,-0.0381534576019188,0.495522061651321,0.317336545932342,0.413955241910518,-0.103311128239703,-0.132473583922946,-0.00212161839656335,0.102976827563805,-0.362169883171706,-0.0715281427135119,0.0405093206438881,0.0215041361575099,-0.0159321036439521,0.00311755771594486,0.0153690473563969,-0.0459841878140807,-0.215347358304999,0.0615434702501985,-0.0999455771580384
"GSE96769#SRR5355057",-4.86017489056154,-0.643205119611579,0.0980159307622114,-0.556748671925691,0.420714055628474,-0.333221429949373,-0.830827780366255,0.0522207581714728,0.799394604217123,-0.0685091467342119,0.382103447732206,0.267041849943942,0.521700689022664,0.891302089970458,0.357792300185869,0.161136701266451,0.50739347111886,0.631719669410002,0.354642958120054,0.40394016890834,-0.363992148253795,0.0437281737109406,0.367850587298391,0.382137561155498,0.307019180242084,0.112555581167222,0.118142210898372,0.181495865090533,0.25760366265481,0.0370276707264633
"GSE96769#SRR5355481",-3.7663924961191,-1.11892535955347,0.0471538616863602,0.481761470125084,2.59919838867537,1.36211257586719,-0.793155353478818,-0.959979257312499,-0.383449098588552,1.50401349156989,0.0288838572059245,0.00887116684379043,-0.18450054365286,0.0585037766649426,-0.150239877470651,0.198230286817222,0.114831579548829,-0.253199327551045,0.283472454424273,0.222603935569876,0.075819410376538,0.0964868014296799,0.397545457264416,-0.145135054083422,0.0151174118161045,-0.112222111070967,0.1156521677804,0.406604710978365,-0.237173236986168,0.0875089112232958
"GSE96769#SRR5356016",-4.31894404864692,-0.863080342131985,0.424253389959606,-0.887078062847506,0.191645943020934,-0.501617821852549,-0.173991950010768,0.909022490528136,0.0108764347352876,0.156012870977923,0.0148427728179168,0.114282320895849,0.211629683156842,0.0929165788320005,0.16080839360218,0.325289116091705,-0.144982802932429,0.470624220801549,1.25827370020237,0.834584927928011,0.263017394834887,-1.65974042417318,-0.20852663817573,0.848695816712235,0.70569117566843,0.248269799848312,0.370338604875589,0.484853773493452,0.275569092325412,0.386463589462441
