"","LSI1","LSI2","LSI3","LSI4","LSI5","LSI6","LSI7","LSI8","LSI9","LSI10","LSI11","LSI12","LSI13","LSI14","LSI15","LSI16","LSI17","LSI18","LSI19","LSI20","LSI21","LSI22","LSI23","LSI24","LSI25","LSI26","LSI27","LSI28","LSI29","LSI30"
"GSE96769#SRR5355645",-4.04953816350723,-2.39883708322579,1.07463766514867,0.785850736415313,-0.511349998048853,0.246713993461095,0.810326961735868,0.270149906592667,0.132360334341745,0.585945589956602,0.193887647003714,0.475928397714552,0.953484226926787,0.526486415832002,-0.447927461781809,0.575643224794036,0.0505027337324468,0.25780961989325,-0.536826047103871,0.102852451269524,0.376904477841645,-0.387459023176128,-0.0990350263189354,0.0298652813737167,0.0712627290823,0.659770057172396,-0.567323462325157,0.148314575001986,0.327305109591877,0.342294130605579
"GSE96769#SRR5355762",-4.36637158831817,-2.08141565203319,0.540642372406558,0.80547308036965,-0.632923394481735,-0.0226982383594269,0.221275035228425,0.085268119356886,0.295879746771352,0.21443442691844,0.148500663699818,0.181176127664898,0.901988315176203,0.73643143131703,0.0229212521022745,0.0833282452946393,0.298405047065614,0.498325005174336,0.794770922728655,0.480513376188752,-0.525382050253732,0.000506978044437707,0.44129350662593,-0.00325903204435084,0.924223355709866,-0.0580974521238215,0.0635987881610682,-0.122426678175702,0.262959118350932,-0.189340828565637
"GSE96769#SRR5355592",-4.00862130221715,-2.44613578902252,0.853537815512772,1.24806208776839,-0.514012607816837,0.440841324842423,0.629573933363906,0.106802320605783,0.206255791157617,0.118999156791915,0.22807785113648,0.25687804464061,0.48159311985345,0.458077222474483,-0.22722594935811,0.528086071768774,-0.102339395500173,0.156899776166321,0.00778388269091226,-0.359676281600642,1.27560125419736,-0.177288505339706,-0.0358117623550032,0.252766150591544,-0.22760975772687,0.0396703892705656,0.376588928887148,-0.528564577309347,0.373164659924871,0.588026146601031
"GSE96769#SRR5355190",-3.72374492190194,2.05440635180976,1.6934494105222,1.42109350468274,-0.726502423946863,-0.635810378357957,-1.41694922425443,-0.236791483253173,0.194796675052704,0.877315702424684,-0.152545621257939,-0.0366652407711255,-0.00451047670689865,-0.1935353442433,0.181783790023723,0.178013969496168,0.471753915944806,-0.412237935544759,-0.32394986785131,1.06915109499857,0.406411074457096,-0.0260931028843018,-0.303398521532806,-0.0611054677430445,0.00170110045702186,-0.108688259437428,0.248643610308509,-0.21938752778034,0.0468540643275387,-0.263458467037919
"GSE96769#SRR5355243",-4.21668617245899,1.37940131165268,2.42623322738439,0.644062666235462,0.0615438792739182,-0.393226299281034,-0.00755853649360342,0.14459295289806,0.158188954158251,0.288625808051666,-0.306015799642885,0.183836428507258,0.973688972996339,0.40009262900892,0.55485321222342,-0.267721519014056,0.103728016889224,-0.106171129967437,0.113095533315195,-0.53105807426992,-0.159157920530595,0.0712581215006296,-0.137023515566145,0.0593950064275911,-0.356541757944657,-0.0350653671076147,-0.23834354667127,-0.611347174451473,0.188672086372603,-0.385351993495923
"GSE96769#SRR5355244",-4.39010595678161,1.35563108906725,2.30052495168714,0.47834176025669,0.119173801860221,-0.429613161391733,0.128702321622127,0.168968555229998,0.125265905153136,0.256225114022539,-0.342700381800966,0.0504829533029106,0.906500238560631,0.430323575433185,0.540722861602116,-0.15235818050139,-0.038560179218618,-0.0573337296305274,0.235516674433693,-0.480468465500844,-0.291215406882812,-0.0647923450894476,-0.039817165678123,-0.345434251047148,-0.0161279300776291,-0.122161261006564,-0.105681222072388,-0.250023617657516,0.0855488900737951,-0.0555354379681072
"GSE96769#SRR5355856",-4.73902052925547,-0.392882465305286,0.357620893432077,-1.34687246479749,0.3872124360176,-0.435792211617738,0.269488291310336,-0.0919929519290051,0.246482256957553,0.607199712836412,0.121815903572576,0.464934502702825,0.991009494611266,0.0779949974415275,0.45118660196967,-0.00162584441195232,-0.0225161317709898,0.811787602717347,0.154673066753699,0.515877544736473,0.379166928979909,0.483992905622076,-0.299077281873392,-0.336812430841569,0.677979201444456,0.0700106399775457,0.0143638511519592,0.224247890161254,0.00359564108259868,0.355951948323735
"GSE96769#SRR5355199",-4.59849058427613,1.26306233414334,2.17292851714749,0.460805277007735,0.360907788527703,-0.35844134239344,0.172461262684472,0.159438246151674,0.209584778275744,-0.0789046132303982,-0.235789116247148,-0.165315944508576,0.410577427660002,0.593915725468685,0.34330179569504,-0.0775736719945971,-0.0300706757974153,0.054943042573106,-0.177526415275341,-0.197165328296243,0.0755281758466159,0.190604147806298,0.0518648154883114,0.040966290507186,-0.0414181301718545,0.0108576688317576,-0.120386494601949,-0.225446940708674,-0.0640503911738552,-0.201167645139544
"GSE96769#SRR5354392",-4.87106602044039,0.388806442760977,-0.448889217558729,-0.0940655194899251,0.234443183412542,0.117633991104853,-0.292435686403624,0.103771011158151,0.187446780240638,0.409003876882081,0.0862910546754875,0.46225486497733,0.962226683546163,0.122309355770547,-0.715335487884956,0.170651571372878,0.0881852994303255,-0.235823817721817,0.824426710104949,-0.255282081312142,0.827566162678728,0.671645920151157,0.119944766661262,-0.0267910057683813,-0.150132545397175,-0.19582036094786,0.347773671506343,0.630871743434792,0.548999580480383,-0.0186109274245877
"GSE96769#SRR5354143",-4.66223897981633,-0.644204265837181,0.624412836006599,-0.405748954410675,0.545813124873215,0.266899878427338,1.37799089097021,0.0562149872116533,-0.178230743517075,0.345918291381546,0.00784218614325121,0.867320702855594,1.47239831828987,-0.267620669494127,0.0549459746633908,-0.135585532484617,0.41401085221624,-0.0606426164180444,0.0571649337439731,0.532671091578616,0.244109870970952,-0.062285678816811,-0.213327812010279,0.153349938730591,-0.163623508692099,0.0715055702198178,-0.25845922607311,0.257615580123555,-0.313461256657046,0.0152442158209874
"GSE96769#SRR5354420",-4.8152744763469,1.24134216425367,0.297438055639543,0.00902010688104613,-0.205000484007721,-0.198166962746061,0.512485799127926,-0.124710181266898,0.096463221878097,1.12307163876635,-0.00517876800606878,0.247609022788579,0.143320353327059,0.0555440778847142,-0.778099344871301,0.224653315519247,0.127712798781107,-0.0329343512823165,-0.0357998547811145,-0.117751769028843,0.575284200943806,0.549197024489488,0.311033974311813,0.15854570044518,-0.665175795835558,-0.0285734452082534,0.0211531494313038,0.508208438584219,0.398432170398911,0.406150219928972
"GSE96769#SRR5355305",-4.07875605435633,1.88851311758246,1.25055948922078,1.51532651041766,-0.552440981925078,-0.161973129037823,-1.23692793395308,0.122432197116551,-0.00300378849858549,0.142914095002881,-0.117316644725307,0.620330755140241,0.834098644072546,-0.4141888404433,-0.240313863740536,0.143106693041091,-0.0120738945598073,0.488785400623115,-0.290751944562116,0.405606377443114,-0.856043510942098,0.0137208301901961,-0.226763488610405,0.383551652014471,-0.14153846353826,0.0505407796256179,-0.252063281654675,0.145646985404958,0.261009955368036,0.318012338283677
"GSE96769#SRR5355858",-4.78976090288965,-0.737444722062396,0.296929608861004,-0.819471821770283,0.118370466980849,-0.42659629069774,-0.0239300669293838,-0.18816672453663,0.145670853950211,0.399700866468343,0.0732746692854065,0.33399865734463,0.79306103300071,0.105883417943927,0.433360518454529,0.062890878319385,0.0540362376522533,0.456891813364261,1.06889178121309,0.786641653068938,0.284421978560268,0.405133269495543,-0.00622050982381387,-0.475050707044997,0.780110666175819,0.087252628368548,0.190061586555557,0.421558014554252,-0.144778243810773,0.313279389948134
"GSE96769#SRR5355921",-4.28675285448245,-0.4799198323925,0.0951182224907753,-0.758632933294026,0.282946978888614,-0.124601877375828,-0.531912038498071,0.135462803340624,0.229112830249877,-0.064186229358625,0.308878446059231,0.670565616890065,0.667581599039061,-0.117874856547118,0.380569984798202,1.31026643842059,0.559569540895308,-0.459056814524655,0.246744307684834,-0.743715659457383,-0.382878406200338,0.414441038113839,-0.45436353142922,0.705609267930423,0.795441623650826,-0.54145778060895,1.24429517690839,-0.14122776978928,-0.284279000236612,1.32425570883439
"GSE96769#SRR5355059",-5.10050450035794,-0.134140815689587,0.364679580913529,-0.512074185426508,0.420366983570585,0.0595887990517979,0.712607707572148,0.0749354551450728,0.219057683395617,0.178386324196442,0.355641196238606,0.358747434432671,0.0965462856305294,-0.0993921884329431,0.594747990841266,0.074713041349082,0.44109884754431,-0.145652243495394,-0.0669478834590381,0.364499720022881,0.12779903413863,-0.00181075397965598,0.129129810472743,0.353439036013105,-0.23129612864634,0.0727429812212408,0.0385693952186905,0.532446201498739,0.517470382539563,0.204604808480153
"GSE96769#SRR5354051",-5.11736661519176,-0.578574106883204,0.180323223746588,0.0467687233174767,0.605036347109448,0.451704148636975,0.347124894999176,0.289737071885619,0.134563557457395,-0.12219151304043,0.201847369867495,0.641052022946948,0.803011965576994,-0.163399165214772,0.301323026101024,0.0592059466913635,0.24985969548644,-0.00869160246511156,0.170821287849852,0.0851886898536004,0.248705354470594,0.142703625486184,-0.0157223950548655,0.305832712603152,0.0257366563398805,0.289364008427668,0.139147447277602,0.127165495999451,0.151892874595806,0.00782925112341476
"GSE96769#SRR5353541",-4.98962117541613,0.777048975278931,-0.693743843947033,-0.03601950822394,0.0284768077420166,0.198788106900224,0.889194559262231,0.0835491086659065,0.110945892855138,0.606627107898275,0.0317551900637422,-0.167112348262284,0.493711727654561,0.966800394491873,0.516829258981803,0.385055662977689,0.151594139122837,0.268043663093296,0.175702072439852,-0.0106419125706545,-0.0353927990639629,0.0897210245813096,-0.0397709116614747,-0.0537122516287452,-0.00809949497672452,0.00948802235520413,0.0721451876820896,0.101267618286585,0.133702817650107,-0.0563330922327167
"GSE96769#SRR5355624",-4.02126989258667,-2.50917617980159,0.63329361030286,1.3476305240989,-0.832298254886826,0.387533162985461,0.21066134988462,0.279817980752808,0.272179568503913,0.371258120464702,0.255881404781608,0.322438308547677,0.44557759680535,0.565933689857157,-0.00444112963621739,0.632352571683094,0.192058638795257,0.458359575396857,0.633390482532597,-0.104765198114964,0.567037945406544,-0.704522904403165,-0.112528897026742,-0.135353658005276,-0.124028680663627,-0.266180401166824,0.292068890468153,0.113330468440806,0.489821308273582,0.343939998309959
"GSE96769#SRR5354818",-4.73930392665208,-0.702441662579069,0.105142459564648,-1.0026546240793,-0.0595030966796972,-0.367076671120489,-0.642765300071727,0.0676796127568013,0.39754273046162,0.443727190110691,0.354271893954753,0.269341976039028,0.847369218588912,0.650278266549604,0.348442186697713,0.604121469137874,0.527526489175351,0.607110682593686,0.141786300864658,0.924663008271113,-0.441474522206873,0.0515842680384603,0.230246110790985,0.203537848938289,0.0516453141348384,0.388596005992723,-0.0215015893979597,0.0165154144443026,0.52542747525155,0.220165470429601
"GSE96769#SRR5355095",-4.68164265817641,-0.836257567258497,-0.0513767320434758,-0.266319730319598,0.0512629007082256,-0.333285796093708,-0.987553996616125,0.235812543226829,0.696842356033536,0.0946170035371356,0.358414185160312,0.503281198341443,0.949159824211817,0.729388064291253,0.375570010935157,0.268663220497133,0.588552368963678,0.569661488697929,0.470882632646038,0.529356909004191,-0.739461207194574,0.21974701858994,0.409721665315218,0.324933057882017,0.601458869662419,0.0196965282567779,-0.331693228227969,-0.192287292878673,0.245865242278612,0.176991120569372
"GSE96769#SRR5353441",-4.97667404636603,0.817606326055747,-1.03249207499225,0.340857649360244,-0.0328456114608229,0.359563954351932,0.291573046292768,0.0422198999045286,0.129791607325319,0.673518519958684,0.108845149700419,-0.0059263317364085,0.488928614996653,0.853050053129775,0.176274070794372,0.17106180174977,0.208811765510515,-0.0791680509431384,0.20943761974665,0.0851123140668958,0.554916568277531,-0.099999615003967,0.312646483707187,0.185331757076921,0.168319845722706,0.153097051729079,-0.094704617319348,0.0995544078253704,-0.172354384554138,0.0636462250930377
"GSE96769#SRR5355560",-3.76724294283108,-0.859222606484355,0.584398869165849,0.825151929480608,2.6276468943776,1.49925960010702,-0.385818754635283,-0.423682969016296,0.0400129127352538,0.886775535542504,0.242653819824339,-0.247656085709996,-1.09063837841209,0.0345999102962499,0.508879161586472,0.319512408938245,0.406361738722271,0.214375687057239,-0.471876187990859,0.320003573540174,-0.438348609795482,-0.0778305323760925,-0.38726448831071,0.0367215626028031,-0.271038469828982,-0.00104650300723918,-0.156376565634734,-0.223707837432053,0.269764683799014,-0.0143673563103877
"GSE96769#SRR5355587",-3.89150017584468,-2.59992062063163,0.944012573157074,1.27830312752454,-0.463185807225523,0.461008109819083,0.770804021612366,0.283732050824841,-0.00268629783010736,0.288686249770094,0.191467606885464,0.236303752935193,0.791625188822967,0.524631257195924,-0.550371421823622,0.557587154560335,0.106335779643725,0.472449168103406,-0.404284193966839,0.163207488521259,0.500887612842862,-0.465451511539756,-0.461762174291996,0.219205543221862,0.131842581603044,-0.259169967696137,0.482047977236716,0.472696849827498,0.28372278536474,-0.0622247086227065
"GSE96769#SRR5355753",-4.31737089332808,-2.35745695070652,0.108113090373,1.61888532089629,-0.630030536510844,0.472974638337069,-0.235239884342266,0.213606149262676,0.232388443670468,0.0731772462375548,0.185230519421862,0.402984288386659,0.504182853468447,0.269161482954293,0.0717791798272209,0.156215246516239,0.241587094799177,0.200901069706094,0.410703735766022,0.205124793954188,0.103072146302743,0.269430174448119,0.299304113877587,0.308572272276811,0.14693789167901,0.274976968653033,0.161363545393231,0.268598020889934,0.222303275618511,0.118524702171469
"GSE96769#SRR5355859",-3.37339192302082,-0.358259520769635,0.0291215307614837,-0.757759869621315,0.0436945241536479,-0.440929925840781,-0.427397090480267,-0.265556113497394,0.0833839259990199,0.0861451516277149,0.0640184544296854,0.24358093479769,0.230479896500204,-0.448448311002416,0.937466054831604,-0.100602593101937,-0.605905734696053,1.13301309849882,1.44575479313502,0.743288020983238,1.76595946008323,0.700428428928472,-0.811536379627786,-2.23659748251892,0.968645358808303,0.131632864807155,0.233153641846493,0.112836391106793,0.809838636834747,0.0639437760440043
"GSE96769#SRR5355875",-4.61978318625865,-0.31249654613933,0.627438452608796,-1.05692779640685,0.498501240285698,-0.110322640714586,0.133048569577279,0.327102559526039,0.272846198673785,0.0647605565749615,0.376903478989206,0.799939024738029,0.765696871369724,-0.0956970364259282,0.899589935333747,0.669080309822449,-0.077680589404426,0.573300957282299,0.26479376839477,-0.21668186294381,0.548849730398092,-0.209658244286231,-0.155090821073103,-1.03944898519309,0.997780506948287,-0.0906641256298456,0.210758512485634,0.000173616995109609,-0.0167237827171629,-0.0293886728108947
"GSE96769#SRR5354308",-3.87829440450525,0.736491685112113,0.334133617930918,-0.771081893265985,-1.0765558515312,2.63821102554631,-0.393370259387829,0.105438752673976,-0.718173597597227,-0.23811763465767,-1.25956012674572,-0.128280209137816,1.0655557397454,0.00476769887194845,0.17091911130203,0.0967380304441591,-0.0382866648950194,-0.0615280243597514,0.165875325189649,0.360033985014711,0.140088911670689,0.237517857409771,0.415143090345599,0.229866691085238,0.234486104585567,0.415519807589398,0.355705547448654,0.229721669380664,0.247749210452121,0.37928480428456
"GSE96769#SRR5355267",-4.32869436430022,1.30751017580592,2.3782894854661,0.379783625882912,0.0566643995578788,-0.502726718689294,0.245043546887199,0.0469952284391208,0.135949064986637,0.269368930456732,-0.220471013108658,0.0209053705811226,1.13259062402218,0.401918640668141,0.264334959749372,-0.217790151132039,0.184693308276423,-0.106224217749966,0.139785997046678,-0.030802814740495,-0.104489953961278,-0.0933462467714329,-0.198096155767181,0.000977589979771405,-0.0952035563682775,-0.30899878032416,0.13644149438968,-0.400442007127146,0.0709472805141003,-0.56491374266982
"GSE96769#SRR5354582",-4.46731703449065,0.928417301553202,-0.0555306367112625,0.756058700017883,-0.348863288624511,0.444415482514591,-0.024431865964981,0.281194543987318,0.0990891019805171,0.28416201410554,0.620000075822626,1.19714684169318,0.104035626580367,-1.36157142216096,0.047437855875076,0.739697833782097,-0.41660725909679,0.65597545349713,0.0357954445739814,-0.689542245211213,-0.678855529034024,0.24750825394634,0.393448542475502,0.204760614434082,-0.0443019116953199,0.165897592584301,-0.378320928104073,0.154369081558559,0.180226103355713,0.925705656755776
"GSE96769#SRR5355871",-4.98007702657675,-0.183671875921654,-0.191389846697757,-0.537840942421993,0.484397590200717,0.115264752920671,-0.925610541880318,0.256478433049045,0.294679626619581,-0.177048642257988,0.371715640089155,0.702227508328009,0.616936646287551,0.202905363173003,0.267147087584211,0.310018796252424,0.374754373628644,0.42908730433937,0.591397385939325,0.185498519064635,0.142838189525379,0.285999424604711,0.48940389249853,-0.207323236629982,0.26173435151317,0.0613319875317623,0.218805071903739,0.172909562688236,0.0861571171367859,0.281273487507789
"GSE96769#SRR5354022",-4.86878239712493,0.3247045955754,0.844602374541594,0.272896254006087,0.995477470030581,0.607075900528481,-0.138473137359562,0.0620312146833724,0.468392495147601,-0.588220864851699,0.323075926801787,-0.223128273138533,-0.285852573764724,0.684183967720297,0.274038889801621,-0.270448114415023,-0.0626821393875406,-0.0593882267315686,-0.0362044444864177,-0.425587503720854,0.841353655505015,0.610115697420241,0.379843667956436,-0.0533201916671399,-0.0574024494321423,0.181162860789265,0.353946769337644,-0.0953151263032621,-0.10728770184737,0.0491914043853424
"GSE96769#SRR5355876",-4.64787542127271,-0.377229580759969,0.588894364328577,-0.865619901199016,0.416163017664502,-0.126322445400472,-0.162125059658621,0.278057736366332,0.367468910530521,0.00864804733717045,0.380058522695249,0.735163307384667,0.733774339294768,-0.0938325020211222,0.812565069261143,0.841488716363812,-0.116824010707724,0.570122636555419,0.42668556297823,-0.206555533727427,0.6033930753128,-0.319632735268566,-0.166302353807849,-1.03737524026898,0.969744009658134,-0.0408428466063787,0.189309728191902,0.072605156171115,0.0816202779752404,0.0847751526292549
